"Time","Callsign","Origin","Destination","FuelBurn","TrackMiles","AircraftType","FlightType","Routing","Waypoint","RoutingType","Scenario"
"12:32:41","TVS4887","LYPG","LKPD",2572.35,299.29999,"B738(MEDIUM)","IFR","LYPG_OBUTI","OBUTI","Departure","Current"
"12:33:55","MGX151","LSZH","LYPG",1324.15,373.79999,"E190(MEDIUM)","IFR","LABIN_LYPG","LABIN","Arrival","Current"
"12:36:26","AHO247Y","LDDU","LRCK",236.47,77.5,"C56X(MEDIUM)","IFR","LDDU_MOKUN","MOKUN","Departure","Current"
"12:37:57","EZS52HP","LDPL","LFSB",1305.92,103.8,"A320(MEDIUM)","IFR","LDPL_PEVAL","PEVAL","Departure","Current"
"12:38:44","EZY64GM","LDSP","LFPG",1913.25,210.2,"A320(MEDIUM)","IFR","LDSP_BAXON","BAXON","Departure","Current"
"12:39:19","AFR59EP","LFPG","LDDU",1114.62,322.70001,"A319(MEDIUM)","IFR","LABIN_LDDU.1","LABIN","Arrival","Current"
"12:39:53","DLH4KW","LDZA","EDDM",894.43,114.1,"CRJ9(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","Current"
"12:40:52","MGX2240","LYTV","LFPG",1995,322.89999,"F100(MEDIUM)","IFR","LYTV_GORPA","GORPA","Departure","Current"
"12:41:38","HBFWZ#2","LDDU","LSGL",157.92,169.5,"PC12(MEDIUM)","IFR","LDDU_KATTI","KATTI","Departure","Current"
"12:41:51","SPWBA#2","LDLO","LDDU",0,215.39999,"C162(MEDIUM)","VFR","LDLO_LDDU_4",NA,"Domestic","Current"
"12:43:00","S5DHD","LDDU","LDSB",3.25,92.9,"C172(MEDIUM)","VFR","LDDU_LDSB",NA,"Domestic","Current"
"12:43:22","ASF02","LDZA","LDVA",108.27,38.5,"H53(SHORT)","Military","LDZA_LDVA",NA,"Domestic","Current"
"12:43:59","PHHRK","LGAV","LDZA",203.83,262.79999,"P180(MEDIUM)","IFR","PERAN_LDZA","PERAN","Arrival","Current"
"12:44:57","OECLS","LOWS","LDPV",0,62.2,"C172(MEDIUM)","VFR","BUGEV_LDPV","BUGEV","Arrival","Current"
"12:45:09","CTN432","LDSP","EDDT",1880.38,228.7,"A319(MEDIUM)","IFR","LDSP_ALIVO","ALIVO","Departure","Current"
"12:45:16","N786XJ","LFMN","LDZD",212.05,129.60001,"C750(MEDIUM)","IFR","TORPO_LDZD","TORPO","Arrival","Current"
"12:46:29","IJM369","LYTV","LIEO",358.23,156,"C56X(MEDIUM)","IFR","LYTV_AIOSA","AIOSA","Departure","Current"
"12:50:11","AEE785","LDDU","LGAV",986.6,76.6,"A319(MEDIUM)","IFR","LDDU_MOKUN","MOKUN","Departure","Current"
"12:50:46","EDW449","LDSP","LSZH",2072.92,241.89999,"A320(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","Current"
"12:51:52","CTN381","LIRF","LDSP",378.67,130.3,"DH8D(MEDIUM)","IFR","VAPUP_LDSP","VAPUP","Arrival","Current"
"12:54:02","EZY31TJ","EGKK","LDSP",870.47,221.8,"A320(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","Current"
"12:54:14","S5PDW#2","LDZD","LJMB",0,161.7,"EV97(MEDIUM)","VFR","LDZD_LJMB",NA,"Domestic","Current"
"12:55:23","TRA79L","EHRD","LDPL",403.93,134,"B737(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDPL.1","OUTSIDE FIR NW","Arrival","Current"
"12:56:05","FPG288#2","LDZA","LSGG",440.38,114.5,"G280(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","Current"
"12:56:52","VOE22BV","LDDU","LFRS",1730.2,203.10001,"A319(MEDIUM)","IFR","LDDU_VELUG","VELUG","Departure","Current"
"12:59:01","DLH3CH","LDZA","EDDF",750.22,81.1,"CRJ9(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","Current"
"13:00:27","TRA43M","EHRD","LDSP",1039.52,255.10001,"B738(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDSP","OUTSIDE FIR NW","Arrival","Current"
"13:02:14","CTN26T","LDZA","LPPT",1261.57,207.8,"CRJ9(MEDIUM)","IFR","LDZA_ROTAR","ROTAR","Departure","Current"
"13:02:44","JSH525","LDSP","LDPL",275.08,164.2,"C525(MEDIUM)","IFR","LDSP_LDPL",NA,"Domestic","Current"
"13:02:54","MRONE#2","LFMD","LDZD",289.6,166.3,"F2TH(MEDIUM)","IFR","LABIN_LDZD","LABIN","Arrival","Current"
"13:03:19","JAF55W","LFRG","LDSB",958.37,260.70001,"E190(MEDIUM)","IFR","PEVAL_LDSB","PEVAL","Arrival","Current"
"13:04:38","VJT417","LSZH","LDDU",523.5,325.39999,"G280(MEDIUM)","IFR","PEVAL_LDDU.1","PEVAL","Arrival","Current"
"13:04:44","EWG7UT","LDSP","EDDV",1965.68,193.89999,"B738(MEDIUM)","IFR","LDSP_OUTSIDE.FIR.N","OUTSIDE FIR N","Departure","Current"
"13:05:19","NAX95DB","LDSP","ENBR",2172.68,226.8,"B738(MEDIUM)","IFR","LDSP_PETOV","PETOV","Departure","Current"
"13:06:49","LZTLU","LDLO","LYBE",101.07,263.70001,"PA34(MEDIUM)","VFR","LDLO_SOMUN","SOMUN","Departure","Current"
"13:08:34","WRC772","LDPL","UKBB",2118.67,184.3,"A321(MEDIUM)","IFR","LDPL_KOPRY","KOPRY","Departure","Current"
"13:13:42","ASF02_2","LDVA","LDZA",149.77,45.3,"H53(SHORT)","Military","LDVA_LDZA",NA,"Domestic","Current"
"13:14:18","EZY2938","LDDU","LIMC",2636.7,352.60001,"A320(MEDIUM)","IFR","LDDU_ROTAR","ROTAR","Departure","Current"
"13:14:42","9AJIM","LDZD","LOWK",225.65,126.5,"C525(MEDIUM)","IFR","LDZD_OUTSIDE.FIR.N","OUTSIDE FIR N","Departure","Current"
"13:14:47","CTN492","LDSP","EGLL",2072.48,238.8,"A320(MEDIUM)","IFR","LDSP_BUSET","BUSET","Departure","Current"
"13:16:15","CSA6901","LDSB","LOWI",744.98,253.5,"AT75(MEDIUM)","IFR","LDSB_GEMKA","GEMKA","Departure","Current"
"13:16:48","DLH1720","EDDM","LDZD",638.32,165.8,"A320(MEDIUM)","IFR","GIRDA_LDZD","GIRDA","Arrival","Current"
"13:18:06","VLG24DR","LDSP","LEBL",1913.25,210.2,"A320(MEDIUM)","IFR","LDSP_BAXON","BAXON","Departure","Current"
"13:18:57","EWG2XC","LDSP","EDDL",1952.63,242.7,"A319(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","Current"
"13:19:32","SHARK05","LDVA","LDVA",54.68,47.1,"TEX2(MEDIUM)","VFR","LDVA_LDVA_4",NA,"Domestic","Current"
"13:20:06","CTN8A","LDZA","LDDU",1595.67,222.39999,"A319(MEDIUM)","IFR","LDZA_LDDU",NA,"Domestic","Current"
"13:20:07","STK67R","LDZD","EGMC",1343.43,169.39999,"E195(MEDIUM)","IFR","LDZD_PEVAL.1","PEVAL 1","Departure","Current"
"13:23:40","CTN384","LDZA","LDDU",831.13,223.39999,"DH8D(MEDIUM)","IFR","LDZA_LDDU",NA,"Domestic","Current"
"13:23:42","DLH1UX","EDDM","LDDU",1153.48,306.29999,"A320(MEDIUM)","IFR","SABAD_LDDU","SABAD","Arrival","Current"
"13:25:16","GMI23TJ","LFBO","LDDU",494,172.5,"A319(MEDIUM)","IFR","KATTI_LDDU","KATTI","Arrival","Current"
"13:25:24","EZS19DF","LSGG","LDDU",909.93,258.79999,"A320(MEDIUM)","IFR","TORPO_LDDU","TORPO","Arrival","Current"
"13:26:04","RYR612B","EDDF","LDRI",228.27,84.5,"B738(MEDIUM)","IFR","ARMIX_LDRI","ARMIX","Arrival","Current"
"13:26:10","CTN658","LDZA","LDSP",645.97,159.60001,"DH8D(MEDIUM)","IFR","LDZA_LDSP",NA,"Domestic","Current"
"13:29:54","CTN4HV","LOWW","LDSP",666.27,211.7,"DH8D(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","Current"
"13:30:27","EZY4740#2","LDPL","EDDB",1393.33,124.2,"A319(MEDIUM)","IFR","LDPL_ALIVO","ALIVO","Departure","Current"
"13:31:49","EZY29XP","LDDU","EDDB",2446.57,322.29999,"A320(MEDIUM)","IFR","LDDU_OBUTI.1","OBUTI 1","Departure","Current"
"13:34:59","TVS2DE","LDSP","LKPR",2265.1,226.60001,"B739(MEDIUM)","IFR","LDSP_PETOV","PETOV","Departure","Current"
"13:35:09","9ABPR#6","LDPL","LDLO",3.52,30.9,"C172(MEDIUM)","VFR","LDPL_LDLO",NA,"Domestic","Current"
"13:38:03","IBE32GG","LEMD","LDSP",489,153.89999,"A321(MEDIUM)","IFR","TORPO_LDSP","TORPO","Arrival","Current"
"13:39:26","CTN245T","LOWG","LDSB",904.43,244.89999,"DH8D(MEDIUM)","IFR","LOWG_LDSB",NA,"Domestic","Current"
"13:41:29","EWG2701","LQMO","EDDS",932.63,246.39999,"DH8D(MEDIUM)","IFR","LQMO_ROLBA","ROLBA","Departure","Current"
"13:47:16","TVS4AC","LDDU","LKPR",2772.23,322.5,"B739(MEDIUM)","IFR","LDDU_DARZA","DARZA","Departure","Current"
"13:48:30","EZY6270","LDPL","EGGD",1305.92,103.8,"A320(MEDIUM)","IFR","LDPL_PEVAL","PEVAL","Departure","Current"
"13:49:18","AFR22CR","LDZA","LFPG",1382.32,114.6,"A320(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","Current"
"13:50:36","ADR43B","LDSB","LJLJ",953.25,216.7,"CRJ9(MEDIUM)","IFR","LDSB_LJLJ",NA,"Domestic","Current"
"13:51:41","AZI762","LOWG","LGPA",2490,311.60001,"B463(MEDIUM)","IFR","LOWG_GORAV","GORAV","Departure","Current"
"13:51:47","AEE780","LGAV","LDZA",794.68,262.70001,"DH8D(MEDIUM)","IFR","PERAN_LDZA","PERAN","Arrival","Current"
"13:53:16","AUA684T","LDZA","LOWW",406.75,81.2,"DH8D(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","Current"
"13:53:47","AUA728K","LYPG","LOWW",1905.18,299.29999,"E190(MEDIUM)","IFR","LYPG_OBUTI","OBUTI","Departure","Current"
"13:54:00","BEL3354","LDSP","EBBR",2167.92,260.70001,"A320(MEDIUM)","IFR","LDSP_OUTSIDE.FIR.NW","OUTSIDE FIR NW","Departure","Current"
"13:54:02","AOJ40T","LGKR","LOWG",515.4,386.10001,"LJ45(MEDIUM)","IFR","AIOSA_LOWG","AIOSA","Arrival","Current"
"13:54:40","ASL93N","LDDU","LYBE",1087.17,76.6,"A319(MEDIUM)","IFR","LDDU_MOKUN","MOKUN","Departure","Current"
"13:55:07","EWG9900","EDDL","LDZA",288.88,94.1,"DH8D(MEDIUM)","IFR","ARGOM_LDZA","ARGOM","Arrival","Current"
"13:55:58","N889JA","LIRQ","LDDU",613.52,250.89999,"GLEX(MEDIUM)","IFR","TORPO_LDDU","TORPO","Arrival","Current"
"13:59:31","CTN3RC#2","LDZA","LDDU",1115.03,223,"CRJ9(MEDIUM)","IFR","LDZA_LDDU",NA,"Domestic","Current"
"14:01:49","AUA72HR","LDDU","LOWW",2446.57,322.29999,"A320(MEDIUM)","IFR","LDDU_OBUTI.1","OBUTI 1","Departure","Current"
"14:03:12","TVL5087","LGZA","LDDU",345.2,108.7,"B738(MEDIUM)","IFR","MOKUN_LDDU","MOKUN","Arrival","Current"
"14:03:43","9ADLH","LDLO","LDPL",17.33,33.5,"P28T(MEDIUM)","VFR","LDLO_LDPL_1",NA,"Domestic","Current"
"14:03:52","CTN2840","LDSP","ESNZ",1990.63,226.89999,"A320(MEDIUM)","IFR","LDSP_PETOV","PETOV","Departure","Current"
"14:04:01","PHHRK#2","LDZA","EHRD",147.48,113.9,"P180(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","Current"
"14:04:04","DLH8FR","EDDM","LDSP",877.08,211.60001,"A320(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","Current"
"14:05:13","N1243X","LQBK","LDDU",72.38,160.3,"S22T(MEDIUM)","VFR","LQBK_LDDU",NA,"Domestic","Current"
"14:07:44","VOE22DU","LDDU","LFML",1520.1,203.7,"B712(MEDIUM)","IFR","LDDU_VELUG","VELUG","Departure","Current"
"14:08:20","TDR818","LDPL","LDOS",378.3,217.39999,"L410(MEDIUM)","IFR","LDPL_LDOS",NA,"Domestic","Current"
"14:09:49","ADR705","LATI","LJLJ",865.23,320,"CRJ9(MEDIUM)","IFR","PERAN_LJLJ","PERAN","Arrival","Current"
"14:09:49","JSY218D","LGMK","LDZA",228.93,245.60001,"C25A(MEDIUM)","IFR","OSLUD_LDZA","OSLUD","Arrival","Current"
"14:11:03","ASL97Y","LDPL","LYBE",792.25,275.79999,"AT72(MEDIUM)","IFR","LDPL_SOMUN","SOMUN","Departure","Current"
"14:12:15","AUA79T","LDSP","LOWW",2010.7,231,"A320(MEDIUM)","IFR","LDSP_OBUTI_2","OBUTI","Departure","Current"
"14:12:35","UAE130","LDZA","OMDB",6459.87,182.8,"B77W(MEDIUM)","IFR","LDZA_TUVAR.1","TUVAR 1","Departure","Current"
"14:12:39","DLH3NL","EDDM","LDZA",195.25,86.3,"E195(MEDIUM)","IFR","ARGOM_LDZA","ARGOM","Arrival","Current"
"14:13:11","ADR7L","LQSA","LJLJ",1050.37,219.8,"CRJ9(MEDIUM)","IFR","LQSA_LJLJ",NA,"Domestic","Current"
"14:13:51","CTN52R","LDSP","LFPG",1803.13,210.8,"A319(MEDIUM)","IFR","LDSP_BAXON","BAXON","Departure","Current"
"14:14:37","TENIS35","LDZA","LDVA",516.2,38.1,"F18(SHORT)","Military","LDZA_LDVA",NA,"Domestic","Current"
"14:14:54","EZY21FD","LDSP","EHAM",1649.95,152.5,"A320(MEDIUM)","IFR","LDSP_SABAD.1","SABAD 1","Departure","Current"
"14:16:22","ADR853","LYPG","LJLJ",1717.22,300.89999,"F100(MEDIUM)","IFR","LYPG_LJLJ",NA,"Domestic","Current"
"14:16:36","VLG6733","LDSP","LIRF",1434.6,129.5,"A320(MEDIUM)","IFR","LDSP_VELUG","VELUG","Departure","Current"
"14:16:53","MGX234","LYPG","LFPG",1952.35,318.10001,"E190(MEDIUM)","IFR","LYPG_GORPA","GORPA","Departure","Current"
"14:18:02","EWG960","EDDK","LDRI",207.97,84.6,"A319(MEDIUM)","IFR","ARMIX_LDRI","ARMIX","Arrival","Current"
"14:19:40","N123CZ","EGSC","LDSB",240.13,261.60001,"C25B(MEDIUM)","IFR","PEVAL_LDSB","PEVAL","Arrival","Current"
"14:20:01","OCTO04","LDHD","LDHD",NA,NA,"H53(SHORT)","VFR","LDHD_LDHD",NA,"Domestic","Current"
"14:22:10","EWG3LY","EDDK","LDSP",714.17,225.7,"A319(MEDIUM)","IFR","LABIN_LDSP","LABIN","Arrival","Current"
"14:22:28","ADR83P","BKPR","LJLJ",1148.72,319.89999,"A319(MEDIUM)","IFR","PERAN_LJLJ","PERAN","Arrival","Current"
"14:22:51","TRA5998","LDPL","EHRD",1299.1,104.6,"B737(MEDIUM)","IFR","LDPL_PEVAL","PEVAL","Departure","Current"
"14:24:11","9ASET#3","LDZD","LDLO",83.17,53.2,"BE9L(MEDIUM)","VFR","LDZD_LDLO",NA,"Domestic","Current"
"14:26:58","AZI764","LOWG","LGPA",946.25,311.60001,"AT72(MEDIUM)","IFR","LOWG_GORAV","GORAV","Departure","Current"
"14:26:58","ADR827","LWSK","LJLJ",865.23,320,"CRJ9(MEDIUM)","IFR","PERAN_LJLJ","PERAN","Arrival","Current"
"14:28:07","EZS59NC","LSGG","LDSP",459.78,153.89999,"A320(MEDIUM)","IFR","TORPO_LDSP","TORPO","Arrival","Current"
"14:28:36","ADR1278","LOWG","LGKF",2001.92,413.5,"CRJ9(MEDIUM)","IFR","LOWG_CRAYE","CRAYE","Departure","Current"
"14:29:23","IBK6180","LEMD","LDDU",495.78,170.5,"B738(MEDIUM)","IFR","KATTI_LDDU","KATTI","Arrival","Current"
"14:32:44","VMP12","LDZA","LRCK",647.6,79.8,"F16(LONG)","IFR","LDZA_KOPRY","KOPRY","Departure","Current"
"14:33:28","EZS1039","LFSB","LDSP",963.08,211.5,"A319(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","Current"
"14:36:27","SCW11C","EKCH","LDSP",906.48,213.60001,"RJ1H(MEDIUM)","IFR","DARZA_LDSP","DARZA","Arrival","Current"
"14:36:48","TENIS35_2","LDVA","LDZA",649.4,48.3,"F18(SHORT)","Military","LDVA_LDZA",NA,"Domestic","Current"
"14:37:40","EZY16XU","LIPZ","LDDU",1881.23,336.20001,"A320(MEDIUM)","IFR","ROTAR_LDDU","ROTAR","Arrival","Current"
"14:38:46","JAF10A","LDSB","EHRD",1658.75,255.39999,"E190(MEDIUM)","IFR","LDSB_PEVAL.1","PEVAL 1","Departure","Current"
"14:39:13","RYR4365","LDRI","EDDF",1517.17,109.9,"B738(MEDIUM)","IFR","LDRI_ALIVO","ALIVO","Departure","Current"
"14:41:01","MRONE","LDZD","LDDU",455.83,161.8,"F2TH(MEDIUM)","IFR","LDZD_LDDU",NA,"Domestic","Current"
"14:41:21","CTN475V","LFLL","LDSP",435.55,154,"DH8D(MEDIUM)","IFR","TORPO_LDSP","TORPO","Arrival","Current"
"14:44:23","CTN384#2","LDDU","LIRF",686.7,169.2,"DH8D(MEDIUM)","IFR","LDDU_KATTI","KATTI","Departure","Current"
"14:45:58","EZS97UV","LSGG","LYTV",1281.67,325.60001,"A320(MEDIUM)","IFR","IBENI_LYTV","IBENI","Arrival","Current"
"14:46:01","SWAN01","LDZD","LDVA",382.37,164.5,"SH36(MEDIUM)","VFR","LDZD_LDVA",NA,"Domestic","Current"
"14:47:29","EWG6ZV","EDDS","LDPL",477.2,134,"A319(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDPL.1","OUTSIDE FIR NW","Arrival","Current"
"14:48:00","BEL3357","EBBR","LDZD",443.02,167.5,"SU95(MEDIUM)","IFR","PEVAL_LDZD","PEVAL","Arrival","Current"
"14:48:25","TVL5087#2","LDDU","LHBP",1893.1,182.7,"B738(MEDIUM)","IFR","LDDU_VEBAR","VEBAR","Departure","Current"
"14:52:37","9ARED#4","LDLO","LYTV",97.03,236.8,"C182(MEDIUM)","VFR","LDLO_LYTV",NA,"Domestic","Current"
"14:55:19","CTN19H","EDDF","LDZA",232.72,86.2,"A319(MEDIUM)","IFR","ARGOM_LDZA","ARGOM","Arrival","Current"
"14:56:32","CTN4462","LDSP","LSZH",907.72,237.60001,"DH8D(MEDIUM)","IFR","LDSP_BUSET","BUSET","Departure","Current"
"14:57:53","PEV510","LSZR","LDPL",169,92.7,"E170(MEDIUM)","IFR","PEVAL_LDPL","PEVAL","Arrival","Current"
"14:58:23","CTN5J","LDSP","LDZA",631.03,155.39999,"DH8D(MEDIUM)","IFR","LDSP_LDZA",NA,"Domestic","Current"
"14:59:08","DEEKE","LOAN","LDLO",59.23,132.39999,"P28T(MEDIUM)","VFR","SABAD_LDLO","SABAD","Arrival","Current"
"14:59:42","DUCK92","LDZD","LDZD",771.92,300.39999,"AN38(MEDIUM)","Military","LDZD_LDZD_4",NA,"Domestic","Current"
"15:01:54","CTN27D","LDDU","EDDF",2251.37,322.5,"A319(MEDIUM)","IFR","LDDU_DARZA","DARZA","Departure","Current"
"15:01:56","WZZ1044","EPKT","LDSP",844,222.89999,"A320(MEDIUM)","IFR","KOPRY_LDSP.1","KOPRY","Arrival","Current"
"15:04:32","N889JA#2","LDDU","LYTV",219.25,23.5,"GLEX(MEDIUM)","IFR","LDDU_LYTV",NA,"Domestic","Current"
"15:05:59","JAF6017","LFLL","LYPG",1457.95,326.39999,"B738(MEDIUM)","IFR","IBENI_LYPG","IBENI","Arrival","Current"
"15:07:09","VOE2720","LFST","LDDU",1280.17,322.70001,"B712(MEDIUM)","IFR","LABIN_LDDU.1","LABIN","Arrival","Current"
"15:07:16","N1243X#2","LDDU","LYTV",12.67,24.1,"S22T(MEDIUM)","VFR","LDDU_LYTV",NA,"Domestic","Current"
"15:08:02","ADR35H","LGIR","LJLJ",1422.9,385.89999,"A319(MEDIUM)","IFR","OUTSIDE.FIR.S_LJLJ","OUTSIDE FIR S","Arrival","Current"
"15:09:47","9ADNI","LDPV","LDPV",1.12,24.4,"C172(MEDIUM)","VFR","LDPV_LDPV",NA,"Domestic","Current"
"15:10:52","BTI9PG","EVRA","LDDU",349.3,108.7,"B735(MEDIUM)","IFR","MOKUN_LDDU","MOKUN","Arrival","Current"
"15:12:32","CTN641","LDSB","LDZA",636.32,161.8,"DH8D(MEDIUM)","IFR","LDSB_LDZA",NA,"Domestic","Current"
"15:13:16","EWG4082","EDLW","LDSP",873.72,255,"A319(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDSP","OUTSIDE FIR NW","Arrival","Current"
"15:14:12","JSY216D","LGKR","LDZA",287.58,294.29999,"C25A(MEDIUM)","IFR","AIOSA_LDZA","AIOSA","Arrival","Current"
"15:14:19","DLH1721","LDZD","EDDM",1656.43,168,"A320(MEDIUM)","IFR","LDZD_BUSET","BUSET","Departure","Current"
"15:14:46","AFR62TY","LDDU","LFPG",2343.03,344.10001,"A319(MEDIUM)","IFR","LDDU_PEVAL.1","PEVAL 1","Departure","Current"
"15:15:15","9ADLH#2","LDPL","LDLO",16.48,31,"P28T(MEDIUM)","VFR","LDPL_LDLO",NA,"Domestic","Current"
"15:15:54","CTN3RC","LDDU","LGAV",647.2,77.9,"CRJ9(MEDIUM)","IFR","LDDU_MOKUN","MOKUN","Departure","Current"
"15:17:05","DLH5NV","EDDF","LDDU",1109.12,298.39999,"A320(MEDIUM)","IFR","SABAD_LDDU","SABAD","Arrival","Current"
"15:17:05","RYR15QH","LDZD","EDJA",1820.72,169.2,"B738(MEDIUM)","IFR","LDZD_PEVAL.1","PEVAL 1","Departure","Current"
"15:17:21","EZY17VX","LDSP","EGKK",2072.92,241.89999,"A320(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","Current"
"15:17:44","LGL463","ELLX","LDSB",751.1,257.20001,"DH8D(MEDIUM)","IFR","LABIN_LDSB","LABIN","Arrival","Current"
"15:20:02","GMI87QS","LDDU","LFBO",1682.72,190.3,"A319(MEDIUM)","IFR","LDDU_XOLTA","XOLTA","Departure","Current"
"15:20:14","AUA9070","LGSA","LOWG",1265.92,331.20001,"A320(MEDIUM)","IFR","PERAN_LOWG","PERAN","Arrival","Current"
"15:21:10","TRA37X","LDSP","EHRD",2240.72,238.60001,"B738(MEDIUM)","IFR","LDSP_BUSET","BUSET","Departure","Current"
"15:21:44","DLH4LT","EDDF","LDSP",1198.03,224.2,"A321(MEDIUM)","IFR","ARMIX_LDSP","ARMIX","Arrival","Current"
"15:23:43","TDR813","LDOS","LDZA",254.33,137.60001,"L410(MEDIUM)","IFR","LDOS_LDZA.1",NA,"Domestic","Current"
"15:23:47","AEE781","LDZA","LGAV",890.75,241.60001,"DH8D(MEDIUM)","IFR","LDZA_NILKU","NILKU","Departure","Current"
"15:26:26","EZY9006","LDSP","EGKK",1952.63,242.7,"A319(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","Current"
"15:26:57","CTN433","EDDT","LDSP",825.28,211.5,"A319(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","Current"
"15:29:05","DLH5YW","EDDF","LDPL",272.32,134.10001,"CRJ9(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDPL","OUTSIDE FIR NW","Arrival","Current"
"15:29:12","EWG961","LDRI","EDDK",1332.17,110.7,"A319(MEDIUM)","IFR","LDRI_ALIVO","ALIVO","Departure","Current"
"15:30:16","DKGUA","LQBI","LJLJ",0,123.3,"DIMO(MEDIUM)","VFR","LQBI_LJLJ",NA,"Domestic","Current"
"15:34:13","IBE3277","LDSP","LEMD",1744.62,129.5,"A321(MEDIUM)","IFR","LDSP_VELUG","VELUG","Departure","Current"
"15:35:03","DLH7VT","LDDU","EDDM",2458.68,322.39999,"A320(MEDIUM)","IFR","LDDU_SABAD","SABAD","Departure","Current"
"15:35:12","PLF450","LDZA","LDVA",137.23,38.5,"H53(SHORT)","Military","LDZA_LDVA",NA,"Domestic","Current"
"15:36:06","EZS61CU","LDDU","LSGG",2636.7,352.60001,"A320(MEDIUM)","IFR","LDDU_ROTAR","ROTAR","Departure","Current"
"15:37:06","EWG9901","LDZA","EDDL",411.27,81.2,"DH8D(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","Current"
"15:43:37","EXS24K","EGNM","LDSP",1107.77,255.10001,"B733(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDSP","OUTSIDE FIR NW","Arrival","Current"
"15:44:47","DLH1EN","LDZA","EDDM",1063.57,114.3,"E195(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","Current"
"15:46:30","ASL89Y","LYBE","LQBK",304.6,125.6,"AT75(MEDIUM)","IFR","TUVAR_LQBK","TUVAR","Arrival","Current"
"15:49:53","MGX311","EDDL","LYPG",1546.18,393.10001,"B735(MEDIUM)","IFR","OUTSIDE.FIR.NW_LYPG","OUTSIDE FIR NW","Arrival","Current"
"15:52:48","SCW7D","ESGG","LDSP",889.57,209.10001,"RJ1H(MEDIUM)","IFR","DARZA_LDSP","DARZA","Arrival","Current"
"15:54:46","JFA74A","LIRZ","LDSB",129.82,183.5,"PC12(MEDIUM)","IFR","TORPO_LDSB","TORPO","Arrival","Current"
"15:54:47","SWAN01_2","LDVA","LDZD",378.35,162.39999,"SH36(MEDIUM)","VFR","LDVA_LDZD",NA,"Domestic","Current"
"15:55:02","CSA6900","LOWI","LDSB",528.63,221.89999,"AT75(MEDIUM)","IFR","SABAD_LDSB","SABAD","Arrival","Current"
"15:56:40","LOT565","EPWA","LDDU",952.32,254.39999,"E195(MEDIUM)","IFR","BAREB_LDDU","BAREB","Arrival","Current"
"16:03:29","QTR2N","LDZA","OTHH",1772.67,183.3,"A320(MEDIUM)","IFR","LDZA_TUVAR.1","TUVAR 1","Departure","Current"
"16:03:49","ADR1362","LJLJ","HEGN",2596.07,382.5,"A319(MEDIUM)","IFR","LJLJ_OUTSIDE.FIR.S","OUTSIDE FIR S","Departure","Current"
"16:04:08","PLF450_2","LDVA","LDZA",164.27,45.4,"H53(SHORT)","Military","LDVA_LDZA",NA,"Domestic","Current"
"16:04:41","DLH1717","LDSP","EDDM",2040.52,228.8,"A320(MEDIUM)","IFR","LDSP_DARZA","DARZA","Departure","Current"
"16:06:10","SCW8270","ESOE","LDSP",941.98,222.8,"RJ1H(MEDIUM)","IFR","KOPRY_LDSP.1","KOPRY","Arrival","Current"
"16:08:57","LSV602","LJMB","LJLJ",90.47,110.3,"C208(MEDIUM)","VFR","LJMB_LJLJ",NA,"Domestic","Current"
"16:09:26","S5DKT","LDZD","LJLJ",6.38,140.7,"C172(MEDIUM)","VFR","LDZD_LJLJ",NA,"Domestic","Current"
"16:11:04","CTN438","LDSP","EDDM",873.22,226.60001,"DH8D(MEDIUM)","IFR","LDSP_ALIVO","ALIVO","Departure","Current"
"16:11:26","EWG51V","LDSP","EDDK",1952.63,242.7,"A319(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","Current"
"16:14:08","EZY24QL","EGGW","LDSP",816.73,211.60001,"A320(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","Current"
"16:17:36","EZY969B","EDDT","LDPL",578.47,200.8,"A320(MEDIUM)","IFR","PETOV_LDPL","PETOV","Arrival","Current"
"16:22:32","EZS94DN","LDSP","LFSB",1992.23,250.89999,"A319(MEDIUM)","IFR","LDSP_ROTAR.1","ROTAR 1","Departure","Current"
