"Sector","Count","FlightTypes","Scenario","Runway","Run"
"TMA_PULA",1,"Both VFR","Current","2","3"
"TMA_PULA",2,"Both VFR","PBN","1","1"
"TMA_PULA",3,"Both VFR","PBN","1","2"
"TMA_PULA",3,"Both VFR","PBN","1","3"
"TMA_PULA",2,"Both VFR","PBN","1","4"
"TMA_PULA",3,"Both VFR","PBN","1","5"
"TMA_PULA",4,"Both VFR","PBN","2","1"
"TMA_PULA",7,"Both VFR","PBN","2","2"
"TMA_PULA",6,"Both VFR","PBN","2","3"
"TMA_PULA",4,"Both VFR","PBN","2","4"
"TMA_PULA",6,"Both VFR","PBN","2","5"
"TMA_PULA",8,"IFR & VFR","Current","1","1"
"TMA_PULA",6,"IFR & VFR","Current","1","2"
"TMA_PULA",7,"IFR & VFR","Current","1","3"
"TMA_PULA",7,"IFR & VFR","Current","1","4"
"TMA_PULA",1,"IFR & VFR","Current","1","5"
"TMA_PULA",6,"IFR & VFR","Current","2","1"
"TMA_PULA",8,"IFR & VFR","Current","2","2"
"TMA_PULA",8,"IFR & VFR","Current","2","3"
"TMA_PULA",10,"IFR & VFR","Current","2","4"
"TMA_PULA",10,"IFR & VFR","Current","2","5"
"TMA_PULA",7,"IFR & VFR","PBN","1","1"
"TMA_PULA",8,"IFR & VFR","PBN","1","2"
"TMA_PULA",4,"IFR & VFR","PBN","1","3"
"TMA_PULA",6,"IFR & VFR","PBN","1","4"
"TMA_PULA",5,"IFR & VFR","PBN","1","5"
"TMA_PULA",8,"IFR & VFR","PBN","2","1"
"TMA_PULA",5,"IFR & VFR","PBN","2","2"
"TMA_PULA",5,"IFR & VFR","PBN","2","3"
"TMA_PULA",13,"IFR & VFR","PBN","2","4"
"TMA_PULA",11,"IFR & VFR","PBN","2","5"
"TMA_SPLIT",11,"Both IFR","Current","1","1"
"TMA_SPLIT",15,"Both IFR","Current","1","2"
"TMA_SPLIT",15,"Both IFR","Current","1","3"
"TMA_SPLIT",14,"Both IFR","Current","1","4"
"TMA_SPLIT",14,"Both IFR","Current","1","5"
"TMA_SPLIT",133,"Both IFR","Current","2","1"
"TMA_SPLIT",115,"Both IFR","Current","2","2"
"TMA_SPLIT",112,"Both IFR","Current","2","3"
"TMA_SPLIT",125,"Both IFR","Current","2","4"
"TMA_SPLIT",107,"Both IFR","Current","2","5"
"TMA_SPLIT",6,"Both IFR","PBN","1","1"
"TMA_SPLIT",11,"Both IFR","PBN","1","2"
"TMA_SPLIT",9,"Both IFR","PBN","1","3"
"TMA_SPLIT",5,"Both IFR","PBN","1","4"
"TMA_SPLIT",7,"Both IFR","PBN","1","5"
"TMA_SPLIT",14,"Both IFR","PBN","2","1"
"TMA_SPLIT",19,"Both IFR","PBN","2","2"
"TMA_SPLIT",11,"Both IFR","PBN","2","3"
"TMA_SPLIT",14,"Both IFR","PBN","2","4"
"TMA_SPLIT",10,"Both IFR","PBN","2","5"
"TMA_SPLIT",1,"Both VFR","Current","1","1"
"TMA_SPLIT",1,"Both VFR","PBN","1","4"
"TMA_SPLIT",1,"Both VFR","PBN","2","1"
"TMA_SPLIT",11,"IFR & VFR","Current","1","1"
"TMA_SPLIT",8,"IFR & VFR","Current","1","2"
"TMA_SPLIT",11,"IFR & VFR","Current","1","3"
"TMA_SPLIT",10,"IFR & VFR","Current","1","4"
"TMA_SPLIT",10,"IFR & VFR","Current","1","5"
"TMA_SPLIT",4,"IFR & VFR","Current","2","1"
"TMA_SPLIT",8,"IFR & VFR","Current","2","2"
"TMA_SPLIT",6,"IFR & VFR","Current","2","3"
"TMA_SPLIT",6,"IFR & VFR","Current","2","4"
"TMA_SPLIT",9,"IFR & VFR","Current","2","5"
"TMA_SPLIT",7,"IFR & VFR","PBN","1","1"
"TMA_SPLIT",9,"IFR & VFR","PBN","1","2"
"TMA_SPLIT",8,"IFR & VFR","PBN","1","3"
"TMA_SPLIT",12,"IFR & VFR","PBN","1","4"
"TMA_SPLIT",7,"IFR & VFR","PBN","1","5"
"TMA_SPLIT",6,"IFR & VFR","PBN","2","1"
"TMA_SPLIT",6,"IFR & VFR","PBN","2","2"
"TMA_SPLIT",1,"IFR & VFR","PBN","2","3"
"TMA_SPLIT",3,"IFR & VFR","PBN","2","4"
"TMA_SPLIT",6,"IFR & VFR","PBN","2","5"
"TMA_SPLIT",2,"Military","Current","1","1"
"TMA_SPLIT",1,"Military","Current","1","2"
"TMA_SPLIT",1,"Military","Current","1","3"
"TMA_SPLIT",5,"Military","Current","1","5"
"TMA_SPLIT",2,"Military","Current","2","1"
"TMA_SPLIT",1,"Military","Current","2","2"
"TMA_SPLIT",2,"Military","Current","2","3"
"TMA_SPLIT",2,"Military","Current","2","5"
"TMA_SPLIT",1,"Military","PBN","1","2"
"TMA_SPLIT",2,"Military","PBN","1","3"
"TMA_SPLIT",1,"Military","PBN","1","4"
"TMA_SPLIT",1,"Military","PBN","2","1"
"TMA_SPLIT",2,"Military","PBN","2","3"
"TMA_SPLIT",1,"Military","PBN","2","4"
"TMA_ZADAR",1,"Both IFR","Current","1","1"
"TMA_ZADAR",1,"Both IFR","Current","1","2"
"TMA_ZADAR",1,"Both IFR","Current","1","3"
"TMA_ZADAR",1,"Both IFR","Current","1","4"
"TMA_ZADAR",5,"Both IFR","Current","2","1"
"TMA_ZADAR",2,"Both IFR","Current","2","2"
"TMA_ZADAR",5,"Both IFR","Current","2","3"
"TMA_ZADAR",3,"Both IFR","Current","2","4"
"TMA_ZADAR",3,"Both IFR","Current","2","5"
"TMA_ZADAR",1,"Both IFR","PBN","1","1"
"TMA_ZADAR",3,"Both IFR","PBN","1","2"
"TMA_ZADAR",4,"Both IFR","PBN","1","3"
"TMA_ZADAR",3,"Both IFR","PBN","1","4"
"TMA_ZADAR",4,"Both IFR","PBN","2","1"
"TMA_ZADAR",2,"Both IFR","PBN","2","2"
"TMA_ZADAR",1,"Both IFR","PBN","2","3"
"TMA_ZADAR",2,"Both IFR","PBN","2","4"
"TMA_ZADAR",1,"Both IFR","PBN","2","5"
"TMA_ZADAR",1,"Both VFR","Current","1","1"
"TMA_ZADAR",2,"Both VFR","Current","1","4"
"TMA_ZADAR",2,"Both VFR","Current","1","5"
"TMA_ZADAR",2,"Both VFR","Current","2","1"
"TMA_ZADAR",1,"Both VFR","Current","2","2"
"TMA_ZADAR",1,"Both VFR","Current","2","3"
"TMA_ZADAR",3,"Both VFR","Current","2","4"
"TMA_ZADAR",3,"Both VFR","PBN","1","2"
"TMA_ZADAR",4,"Both VFR","PBN","1","3"
"TMA_ZADAR",1,"Both VFR","PBN","1","4"
"TMA_ZADAR",1,"Both VFR","PBN","1","5"
"TMA_ZADAR",1,"Both VFR","PBN","2","1"
"TMA_ZADAR",1,"Both VFR","PBN","2","2"
"TMA_ZADAR",1,"Both VFR","PBN","2","4"
"TMA_ZADAR",2,"Both VFR","PBN","2","5"
"TMA_ZADAR",1,"IFR & VFR","Current","1","2"
"TMA_ZADAR",1,"IFR & VFR","Current","1","3"
"TMA_ZADAR",1,"IFR & VFR","Current","1","4"
"TMA_ZADAR",2,"IFR & VFR","Current","1","5"
"TMA_ZADAR",2,"IFR & VFR","Current","2","1"
"TMA_ZADAR",1,"IFR & VFR","Current","2","2"
"TMA_ZADAR",1,"IFR & VFR","Current","2","4"
"TMA_ZADAR",3,"IFR & VFR","Current","2","5"
"TMA_ZADAR",2,"IFR & VFR","PBN","1","1"
"TMA_ZADAR",1,"IFR & VFR","PBN","1","3"
"TMA_ZADAR",2,"IFR & VFR","PBN","1","4"
"TMA_ZADAR",1,"IFR & VFR","PBN","1","5"
"TMA_ZADAR",3,"IFR & VFR","PBN","2","1"
"TMA_ZADAR",2,"IFR & VFR","PBN","2","2"
"TMA_ZADAR",1,"IFR & VFR","PBN","2","3"
"TMA_ZADAR",1,"IFR & VFR","PBN","2","5"
"TMA_ZADAR",3,"Military","Current","1","1"
"TMA_ZADAR",2,"Military","Current","1","3"
"TMA_ZADAR",3,"Military","Current","1","4"
"TMA_ZADAR",2,"Military","Current","2","3"
"TMA_ZADAR",2,"Military","Current","2","4"
"TMA_ZADAR",1,"Military","Current","2","5"
"TMA_ZADAR",2,"Military","PBN","1","3"
"TMA_ZADAR",1,"Military","PBN","1","4"
"TMA_ZADAR",1,"Military","PBN","1","5"
"TMA_ZADAR",1,"Military","PBN","2","1"
"TMA_ZADAR",1,"Military","PBN","2","2"
"TMA_ZADAR",1,"Military","PBN","2","4"
"TMA_ZADAR",2,"Military","PBN","2","5"
"TMA_ZAGREB",7,"Both IFR","Current","1","1"
"TMA_ZAGREB",6,"Both IFR","Current","1","2"
"TMA_ZAGREB",6,"Both IFR","Current","1","3"
"TMA_ZAGREB",5,"Both IFR","Current","1","4"
"TMA_ZAGREB",3,"Both IFR","Current","1","5"
"TMA_ZAGREB",10,"Both IFR","Current","2","1"
"TMA_ZAGREB",10,"Both IFR","Current","2","2"
"TMA_ZAGREB",3,"Both IFR","Current","2","3"
"TMA_ZAGREB",7,"Both IFR","Current","2","4"
"TMA_ZAGREB",8,"Both IFR","Current","2","5"
"TMA_ZAGREB",3,"Both IFR","PBN","1","1"
"TMA_ZAGREB",2,"Both IFR","PBN","1","2"
"TMA_ZAGREB",7,"Both IFR","PBN","1","3"
"TMA_ZAGREB",3,"Both IFR","PBN","1","4"
"TMA_ZAGREB",2,"Both IFR","PBN","1","5"
"TMA_ZAGREB",9,"Both IFR","PBN","2","1"
"TMA_ZAGREB",11,"Both IFR","PBN","2","2"
"TMA_ZAGREB",11,"Both IFR","PBN","2","3"
"TMA_ZAGREB",5,"Both IFR","PBN","2","4"
"TMA_ZAGREB",9,"Both IFR","PBN","2","5"
"TMA_ZAGREB",1,"Both VFR","Current","2","3"
"TMA_ZAGREB",1,"Both VFR","Current","2","4"
"TMA_ZAGREB",1,"Both VFR","Current","2","5"
"TMA_ZAGREB",1,"Both VFR","PBN","1","3"
"TMA_ZAGREB",1,"Both VFR","PBN","1","4"
"TMA_ZAGREB",1,"Both VFR","PBN","2","1"
"TMA_ZAGREB",1,"Both VFR","PBN","2","5"
"TMA_ZAGREB",4,"IFR & VFR","Current","1","1"
"TMA_ZAGREB",5,"IFR & VFR","Current","1","2"
"TMA_ZAGREB",4,"IFR & VFR","Current","1","3"
"TMA_ZAGREB",8,"IFR & VFR","Current","1","4"
"TMA_ZAGREB",3,"IFR & VFR","Current","1","5"
"TMA_ZAGREB",3,"IFR & VFR","Current","2","1"
"TMA_ZAGREB",2,"IFR & VFR","Current","2","2"
"TMA_ZAGREB",3,"IFR & VFR","Current","2","3"
"TMA_ZAGREB",3,"IFR & VFR","Current","2","4"
"TMA_ZAGREB",2,"IFR & VFR","Current","2","5"
"TMA_ZAGREB",2,"IFR & VFR","PBN","1","1"
"TMA_ZAGREB",5,"IFR & VFR","PBN","1","2"
"TMA_ZAGREB",1,"IFR & VFR","PBN","1","3"
"TMA_ZAGREB",2,"IFR & VFR","PBN","1","4"
"TMA_ZAGREB",3,"IFR & VFR","PBN","1","5"
"TMA_ZAGREB",2,"IFR & VFR","PBN","2","1"
"TMA_ZAGREB",2,"IFR & VFR","PBN","2","2"
"TMA_ZAGREB",2,"IFR & VFR","PBN","2","3"
"TMA_ZAGREB",1,"IFR & VFR","PBN","2","4"
"TMA_ZAGREB",1,"IFR & VFR","PBN","2","5"
"TMA_ZAGREB",2,"Military","Current","1","1"
"TMA_ZAGREB",1,"Military","Current","1","3"
"TMA_ZAGREB",1,"Military","Current","1","4"
"TMA_ZAGREB",3,"Military","Current","1","5"
"TMA_ZAGREB",1,"Military","Current","2","1"
"TMA_ZAGREB",2,"Military","Current","2","2"
"TMA_ZAGREB",1,"Military","Current","2","5"
"TMA_ZAGREB",1,"Military","PBN","1","1"
"TMA_ZAGREB",1,"Military","PBN","1","2"
"TMA_ZAGREB",3,"Military","PBN","1","3"
"TMA_ZAGREB",1,"Military","PBN","1","4"
"TMA_ZAGREB",1,"Military","PBN","1","5"
"TMA_ZAGREB",4,"Military","PBN","2","1"
"TMA_ZAGREB",1,"Military","PBN","2","2"
"All Sectors",101,"Both IFR","Current","1","1"
"All Sectors",15,"Both VFR","Current","1","1"
"All Sectors",92,"IFR & VFR","Current","1","1"
"All Sectors",13,"Military","Current","1","1"
"All Sectors",74,"Both IFR","PBN","1","1"
"All Sectors",12,"Both VFR","PBN","1","1"
"All Sectors",70,"IFR & VFR","PBN","1","1"
"All Sectors",8,"Military","PBN","1","1"
"All Sectors",268,"Both IFR","Current","2","1"
"All Sectors",6,"Both VFR","Current","2","1"
"All Sectors",66,"IFR & VFR","Current","2","1"
"All Sectors",13,"Military","Current","2","1"
"All Sectors",101,"Both IFR","PBN","2","1"
"All Sectors",14,"Both VFR","PBN","2","1"
"All Sectors",62,"IFR & VFR","PBN","2","1"
"All Sectors",12,"Military","PBN","2","1"
"All Sectors",94,"Both IFR","Current","1","2"
"All Sectors",13,"Both VFR","Current","1","2"
"All Sectors",78,"IFR & VFR","Current","1","2"
"All Sectors",10,"Military","Current","1","2"
"All Sectors",89,"Both IFR","PBN","1","2"
"All Sectors",16,"Both VFR","PBN","1","2"
"All Sectors",88,"IFR & VFR","PBN","1","2"
"All Sectors",7,"Military","PBN","1","2"
"All Sectors",251,"Both IFR","Current","2","2"
"All Sectors",8,"Both VFR","Current","2","2"
"All Sectors",58,"IFR & VFR","Current","2","2"
"All Sectors",7,"Military","Current","2","2"
"All Sectors",104,"Both IFR","PBN","2","2"
"All Sectors",10,"Both VFR","PBN","2","2"
"All Sectors",51,"IFR & VFR","PBN","2","2"
"All Sectors",6,"Military","PBN","2","2"
"All Sectors",86,"Both IFR","Current","1","3"
"All Sectors",13,"Both VFR","Current","1","3"
"All Sectors",93,"IFR & VFR","Current","1","3"
"All Sectors",9,"Military","Current","1","3"
"All Sectors",78,"Both IFR","PBN","1","3"
"All Sectors",15,"Both VFR","PBN","1","3"
"All Sectors",55,"IFR & VFR","PBN","1","3"
"All Sectors",16,"Military","PBN","1","3"
"All Sectors",235,"Both IFR","Current","2","3"
"All Sectors",12,"Both VFR","Current","2","3"
"All Sectors",69,"IFR & VFR","Current","2","3"
"All Sectors",10,"Military","Current","2","3"
"All Sectors",94,"Both IFR","PBN","2","3"
"All Sectors",8,"Both VFR","PBN","2","3"
"All Sectors",42,"IFR & VFR","PBN","2","3"
"All Sectors",11,"Military","PBN","2","3"
"All Sectors",92,"Both IFR","Current","1","4"
"All Sectors",11,"Both VFR","Current","1","4"
"All Sectors",103,"IFR & VFR","Current","1","4"
"All Sectors",13,"Military","Current","1","4"
"All Sectors",71,"Both IFR","PBN","1","4"
"All Sectors",13,"Both VFR","PBN","1","4"
"All Sectors",86,"IFR & VFR","PBN","1","4"
"All Sectors",10,"Military","PBN","1","4"
"All Sectors",244,"Both IFR","Current","2","4"
"All Sectors",7,"Both VFR","Current","2","4"
"All Sectors",75,"IFR & VFR","Current","2","4"
"All Sectors",12,"Military","Current","2","4"
"All Sectors",90,"Both IFR","PBN","2","4"
"All Sectors",11,"Both VFR","PBN","2","4"
"All Sectors",51,"IFR & VFR","PBN","2","4"
"All Sectors",11,"Military","PBN","2","4"
"All Sectors",81,"Both IFR","Current","1","5"
"All Sectors",18,"Both VFR","Current","1","5"
"All Sectors",65,"IFR & VFR","Current","1","5"
"All Sectors",16,"Military","Current","1","5"
"All Sectors",91,"Both IFR","PBN","1","5"
"All Sectors",13,"Both VFR","PBN","1","5"
"All Sectors",75,"IFR & VFR","PBN","1","5"
"All Sectors",7,"Military","PBN","1","5"
"All Sectors",229,"Both IFR","Current","2","5"
"All Sectors",7,"Both VFR","Current","2","5"
"All Sectors",66,"IFR & VFR","Current","2","5"
"All Sectors",7,"Military","Current","2","5"
"All Sectors",102,"Both IFR","PBN","2","5"
"All Sectors",13,"Both VFR","PBN","2","5"
"All Sectors",57,"IFR & VFR","PBN","2","5"
"All Sectors",9,"Military","PBN","2","5"
"All TMA",32,"Both IFR","Current","1","1"
"All TMA",4,"Both VFR","Current","1","1"
"All TMA",24,"IFR & VFR","Current","1","1"
"All TMA",7,"Military","Current","1","1"
"All TMA",17,"Both IFR","PBN","1","1"
"All TMA",2,"Both VFR","PBN","1","1"
"All TMA",19,"IFR & VFR","PBN","1","1"
"All TMA",1,"Military","PBN","1","1"
"All TMA",181,"Both IFR","Current","2","1"
"All TMA",3,"Both VFR","Current","2","1"
"All TMA",15,"IFR & VFR","Current","2","1"
"All TMA",3,"Military","Current","2","1"
"All TMA",35,"Both IFR","PBN","2","1"
"All TMA",7,"Both VFR","PBN","2","1"
"All TMA",19,"IFR & VFR","PBN","2","1"
"All TMA",6,"Military","PBN","2","1"
"All TMA",35,"Both IFR","Current","1","2"
"All TMA",4,"Both VFR","Current","1","2"
"All TMA",20,"IFR & VFR","Current","1","2"
"All TMA",1,"Military","Current","1","2"
"All TMA",22,"Both IFR","PBN","1","2"
"All TMA",6,"Both VFR","PBN","1","2"
"All TMA",24,"IFR & VFR","PBN","1","2"
"All TMA",2,"Military","PBN","1","2"
"All TMA",167,"Both IFR","Current","2","2"
"All TMA",4,"Both VFR","Current","2","2"
"All TMA",21,"IFR & VFR","Current","2","2"
"All TMA",4,"Military","Current","2","2"
"All TMA",36,"Both IFR","PBN","2","2"
"All TMA",8,"Both VFR","PBN","2","2"
"All TMA",15,"IFR & VFR","PBN","2","2"
"All TMA",2,"Military","PBN","2","2"
"All TMA",31,"Both IFR","Current","1","3"
"All TMA",3,"Both VFR","Current","1","3"
"All TMA",23,"IFR & VFR","Current","1","3"
"All TMA",4,"Military","Current","1","3"
"All TMA",29,"Both IFR","PBN","1","3"
"All TMA",8,"Both VFR","PBN","1","3"
"All TMA",14,"IFR & VFR","PBN","1","3"
"All TMA",7,"Military","PBN","1","3"
"All TMA",147,"Both IFR","Current","2","3"
"All TMA",3,"Both VFR","Current","2","3"
"All TMA",17,"IFR & VFR","Current","2","3"
"All TMA",4,"Military","Current","2","3"
"All TMA",31,"Both IFR","PBN","2","3"
"All TMA",6,"Both VFR","PBN","2","3"
"All TMA",9,"IFR & VFR","PBN","2","3"
"All TMA",2,"Military","PBN","2","3"
"All TMA",25,"Both IFR","Current","1","4"
"All TMA",3,"Both VFR","Current","1","4"
"All TMA",27,"IFR & VFR","Current","1","4"
"All TMA",5,"Military","Current","1","4"
"All TMA",15,"Both IFR","PBN","1","4"
"All TMA",5,"Both VFR","PBN","1","4"
"All TMA",22,"IFR & VFR","PBN","1","4"
"All TMA",3,"Military","PBN","1","4"
"All TMA",163,"Both IFR","Current","2","4"
"All TMA",4,"Both VFR","Current","2","4"
"All TMA",21,"IFR & VFR","Current","2","4"
"All TMA",2,"Military","Current","2","4"
"All TMA",33,"Both IFR","PBN","2","4"
"All TMA",6,"Both VFR","PBN","2","4"
"All TMA",17,"IFR & VFR","PBN","2","4"
"All TMA",2,"Military","PBN","2","4"
"All TMA",31,"Both IFR","Current","1","5"
"All TMA",4,"Both VFR","Current","1","5"
"All TMA",16,"IFR & VFR","Current","1","5"
"All TMA",9,"Military","Current","1","5"
"All TMA",13,"Both IFR","PBN","1","5"
"All TMA",4,"Both VFR","PBN","1","5"
"All TMA",16,"IFR & VFR","PBN","1","5"
"All TMA",2,"Military","PBN","1","5"
"All TMA",156,"Both IFR","Current","2","5"
"All TMA",1,"Both VFR","Current","2","5"
"All TMA",24,"IFR & VFR","Current","2","5"
"All TMA",4,"Military","Current","2","5"
"All TMA",26,"Both IFR","PBN","2","5"
"All TMA",9,"Both VFR","PBN","2","5"
"All TMA",20,"IFR & VFR","PBN","2","5"
"All TMA",2,"Military","PBN","2","5"
