"ID","Sector","Start_Time","Closest_Time","End_Time","ConflictType","Severity","VerticalSeverity","LateralConflictType","VerticalConflictType","VerticalSeparation","ReqVerticalSeparation","LateralSeparation","ReqLateralSeparation","Altitude_ft","FlightPlanPhase1","FlightPlanPhase2","Longitude","Latitude","Scenario"
"REAL_CFG2YZ_EZY21TX_1","CTR_DUBROVNIK","18:20:06","18:20:12","18:20:38","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",605,1000,8.4,5,2129,"Sid","ApproachLeg",18.217275,42.5815941666667,"Current"
"REAL_CTN439_POLICE3_1","CTR_SPLIT","18:27:20","18:27:22",NA,"CrossingOneInVertical","0","4","Crossing","OneInVertical",418,1000,9.9,5,1209,"FinalApproach","EnRoute",16.3095883333333,43.4492608333333,"Current"
"REAL_BEL3SH_EZY1807_1","CTR_DUBROVNIK","18:29:02","18:29:22","18:29:22","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",974,1000,3.7,5,3971,"ApproachLeg","ApproachLeg",18.0306988888889,42.6549111111111,"Current"
"REAL_SWR2378_EDW421_1","CTR_PULA","18:35:08","18:35:34","18:35:44","SameTrackBothInVertical","0","4","SameTrack","BothInVertical",368,1000,8.3,5,1983,"ApproachLeg","Sid",13.8868002777778,44.8924713888889,"Current"
"REAL_RYR5197_RYR9501_1","ACC_ZAGREB","18:40:14","18:40:42","18:40:42","OppositeBothInVertical","3","3","Opposite","BothInVertical",865,1000,2.8,5,29162,"EnRoute","EnRoute",13.7810944444444,45.0224183333333,"Current"
"REAL_LGL416_RYR9501_1","ACC_ZAGREB","18:42:54","18:43:06","18:43:06","OppositeOneInVertical","0","3","Opposite","OneInVertical",937,1000,9.1,5,23531,"EnRoute","EnRoute",14.0311363888889,44.8005877777778,"Current"
"REAL_DCAWR_JAF7DJ_1","TMA_SPLIT","18:48:42","18:49:00","18:49:06","CrossingBothInVertical","1","3","Crossing","BothInVertical",503,1000,6.5,5,8242,"Sid","EnRoute",16.4144772222222,43.3767275,"Current"
"REAL_TFL148_9ARED#5_1","CTR_PULA","18:55:30","18:55:38","18:55:38","OppositeBothInVertical","3","4","Opposite","BothInVertical",366,1000,4.9,5,1193,"Sid","EnRoute",13.9691041666667,44.8534688888889,"Current"
"REAL_EWG25G_POLICE3_2_1","CTR_SPLIT","19:02:02","19:02:24","19:02:24","CrossingOneInVertical","1","3","Crossing","OneInVertical",932,1000,7.1,5,1466,"Sid","EnRoute",16.4026255555556,43.5081175,"Current"
"REAL_EWG8F_EWG59C_1","ACC_ZAGREB","19:14:16","19:14:40","19:14:40","OppositeBothInVertical","2","3","Opposite","BothInVertical",939,1000,5,5,27921,"EnRoute","EnRoute",14.3644166666667,45.2556611111111,"Current"
"REAL_ASL85N_CTN2300_1","TMA_ZAGREB","19:25:12","19:25:12","19:26:12","CrossingBothInVertical","2","3","Crossing","BothInVertical",979,1000,5.7,5,5611,"Sid","EnRoute",16.2230208333333,45.7780605555556,"Current"
"REAL_CTN301_ANE2461_1","CTR_DUBROVNIK","19:27:56","19:28:14","19:28:34","SameTrackBothInVertical","0","5","SameTrack","BothInVertical",61,1000,8,5,2107,"Sid","ApproachLeg",18.2321830555556,42.575695,"Current"
"REAL_CTN5R_CTN626_1","TMA_SPLIT","19:54:24","19:54:34","19:54:34","CrossingBothInVertical","0","3","Crossing","BothInVertical",887,1000,9.7,5,2780,"Sid","FinalApproach",16.2658405555556,43.4872436111111,"Current"
"REAL_EIN47M_CTN305_1","CTR_SPLIT","20:09:54","20:13:16",NA,"OppositeBothInVertical","4","3","Opposite","BothInVertical",677,1000,2.1,5,1743,"FinalApproach","FinalApproach",16.1923580555556,43.480095,"Current"
"REAL_NAX7PF_POLICE3_2_1","CTR_DUBROVNIK","20:11:22","20:11:22","20:11:44","SameTrackOneInVertical","1","5","SameTrack","OneInVertical",35,1000,6.8,5,1017,"Sid","ApproachLeg",18.2098247222222,42.5670152777778,"Current"
"REAL_CTN5R_CTN6X_1","TMA_ZAGREB","20:23:08","20:23:08","20:23:52","CrossingBothInVertical","1","3","Crossing","BothInVertical",980,1000,6,5,3126,"ApproachLeg","ApproachLeg",15.8807047222222,45.6154152777778,"Current"
"REAL_VOE27ZP_WZZ4YS_1","ACC_ZAGREB","20:37:26","20:37:26","20:37:26","OppositeOneInVertical","0","3","Opposite","OneInVertical",951,1000,9.7,5,33524,"EnRoute","EnRoute",14.5588638888889,44.4558027777778,"Current"
"REAL_NAX21CV_CTN2823_1","ACC_ZAGREB","20:55:18","20:55:18","20:55:48","OppositeBothInVertical","3","3","Opposite","BothInVertical",918,1000,4.2,5,29639,"EnRoute","EnRoute",16.1977847222222,44.5366422222222,"Current"
"REAL_F_CTN1W_F_TDR811_1","TMA_ZAGREB","04:54:04","04:54:04","04:54:28","OppositeBothInVertical","0","3","Opposite","BothInVertical",914,1000,9.4,5,6015,"Sid","ApproachLeg",16.2268041666667,45.6655466666667,"PBN"
"REAL_F_CTN341_F_CTN5H_1","TMA_ZAGREB","05:02:02","05:02:22","05:05:46","SameTrackOneInVertical","4","4","SameTrack","OneInVertical",365,1000,1.6,5,4682,"ApproachLeg","ApproachLeg",15.7817958333333,45.5399075,"PBN"
"REAL_F_CSA819_F_AUA681V_1","TMA_ZAGREB","05:30:40","05:30:40","05:31:16","CrossingBothInVertical","2","3","Crossing","BothInVertical",927,1000,5.6,5,13140,"Sid","ApproachLeg",16.3026791666667,46.0785747222222,"PBN"
"REAL_F_VOE22RX_F_IBK5690_1","ACC_ZAGREB","05:59:38","06:01:32","06:06:00","SameTrackOneInVertical","5","5","SameTrack","OneInVertical",43,1000,0.2,5,31169,"EnRoute","EnRoute",16.0744558333333,42.7627538888889,"PBN"
"REAL_F_VOE22RX_F_IBK5690_2","TMA_DUBROVNIK","06:12:10","06:12:10","06:14:24","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",970,1000,5.9,5,10815,"ApproachLeg","ApproachLeg",17.4667016666667,42.5670466666667,"PBN"
"REAL_F_VOE22RX_F_IBK5690_3","TMA_DUBROVNIK","06:15:24","06:16:24","06:16:48","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",526,1000,7.7,5,5737,"ApproachLeg","ApproachLeg",17.8388977777778,42.6613697222222,"PBN"
"REAL_F_VOE22RX_F_EZY45AN_1","TMA_DUBROVNIK","06:19:40","06:19:40","06:21:14","CrossingOneInVertical","3","3","Crossing","OneInVertical",946,1000,4.2,5,6473,"ApproachLeg","ApproachLeg",17.7687630555556,42.7564741666667,"PBN"
"REAL_F_CTN438P_F_IBK480_1","TMA_SPLIT","06:21:24","06:21:30","06:21:30","CrossingBothInVertical","0","3","Crossing","BothInVertical",962,1000,9.7,5,2743,"Sid","FinalApproach",16.2667883333333,43.4942119444444,"PBN"
"REAL_F_VOE22RX_F_EZY45AN_2","TMA_DUBROVNIK","06:23:26","06:23:26","06:23:32","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",965,1000,5.5,5,3581,"ApproachLeg","ApproachLeg",18.0257177777778,42.6571758333333,"PBN"
"REAL_F_VLG1280_F_LOT8242_1","ACC_ZAGREB","06:24:16","06:24:16","06:24:42","CrossingBothInVertical","3","3","Crossing","BothInVertical",870,1000,4.8,5,19257,"EnRoute","Sid",14.7687186111111,45.3384680555556,"PBN"
"REAL_F_VOE22RX_F_ENT990_1","CTR_DUBROVNIK","06:26:08","06:26:20","06:26:20","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",981,1000,4.1,5,3509,"ApproachLeg","ApproachLeg",18.0481305555556,42.6483544444444,"PBN"
"REAL_F_VOE22RX_F_ENT990_2","CTR_DUBROVNIK","06:27:50","06:27:50","06:29:04","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",973,1000,3.7,5,2777,"ApproachLeg","ApproachLeg",18.10634,42.6253936111111,"PBN"
"REAL_F_RWZ535_F_LOT8242_1","OUTSIDE_FIR_N","06:29:50","06:29:50","06:30:04","CrossingBothInVertical","1","3","Crossing","BothInVertical",939,1000,6.5,5,27688,"EnRoute","EnRoute",14.5768508333333,45.9463313888889,"PBN"
"REAL_F_JAF37D_F_EWG45J_1","ACC_ZAGREB","06:35:26","06:36:00","06:36:04","OppositeOneInVertical","2","3","Opposite","OneInVertical",889,1000,5.1,5,35444,"EnRoute","EnRoute",14.4721225,44.5065777777778,"PBN"
"REAL_F_SCW5D_F_EZY38UA_1","TMA_SPLIT","06:36:52","06:37:16","06:40:34","CrossingBothInVertical","2","4","Crossing","BothInVertical",387,1000,5.5,5,6472,"ApproachLeg","ApproachLeg",15.9096708333333,43.4828180555556,"PBN"
"REAL_F_S5DMA#2_F_ASL55Q_1","OUTSIDE_FIR_N","06:42:50","06:43:54","06:44:00","CrossingBothInVertical","3","3","Crossing","BothInVertical",838,1000,4.3,5,1892,"EnRoute","EnRoute",14.5212769444444,46.1771361111111,"PBN"
"REAL_F_EZY38UA_F_EZY43FU_1","TMA_SPLIT","06:43:54","06:44:44","06:45:34","OppositeBothCruising","1","5","Opposite","BothCruising",72,1000,7,5,5964,"ApproachLeg","ApproachLeg",15.8731919444444,43.3569655555556,"PBN"
"REAL_F_SRK3RM_F_9ADWA_1","CTR_ZADAR","06:52:06","06:52:06","06:52:28","CrossingBothInVertical","3","3","Crossing","BothInVertical",826,1000,3.3,5,1433,"Sid","Sid",15.3264705555556,44.0962363888889,"PBN"
"REAL_F_AUA682_F_CTN5NL_1","TMA_ZAGREB","06:52:06","06:52:06","06:53:34","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",956,1000,6.7,5,8039,"Sid","Sid",16.2204911111111,45.8936444444444,"PBN"
"REAL_F_PHHRK#3_F_CTN480_1","CTR_ZAGREB","06:57:04","06:57:32","06:57:42","SameTrackBothInVertical","1","4","SameTrack","BothInVertical",452,1000,6.9,5,1812,"FinalApproach","Sid",16.0514791666667,45.7304797222222,"PBN"
"REAL_F_SRK3RM_F_SAS1835_1","TMA_SPLIT","07:02:58","07:04:06","07:04:06","CrossingOneInVertical","3","3","Crossing","OneInVertical",950,1000,3.6,5,10525,"Sid","ApproachLeg",15.8805461111111,43.6960277777778,"PBN"
"REAL_F_SRK3RM_F_SAS1831_1","TMA_SPLIT","07:04:40","07:05:38","07:05:48","CrossingOneInVertical","1","3","Crossing","OneInVertical",683,1000,6.8,5,10658,"Sid","ApproachLeg",15.9602891666667,43.6729925,"PBN"
"REAL_F_9ABPR#4_F_SAS2836_1","TMA_PULA","07:12:34","07:12:34","07:13:22","SameTrackOneInVertical","1","3","SameTrack","OneInVertical",973,1000,7.3,5,2513,"EnRoute","Sid",14.01752,44.8388811111111,"PBN"
"REAL_F_9ABPR#4_F_DERFM_1","CTR_LOSINJ","07:17:42","07:19:38","07:19:38","OppositeBothInVertical","2","3","Opposite","BothInVertical",975,1000,5.2,5,2012,"ApproachLeg","Sid",14.3390986111111,44.6480197222222,"PBN"
"REAL_F_FIN8KC_F_VLG7724_1","CTR_DUBROVNIK","07:19:50","07:20:08","07:20:26","SameTrackBothInVertical","0","5","SameTrack","BothInVertical",18,1000,8,5,2159,"ApproachLeg","Sid",18.2313619444444,42.5760252777778,"PBN"
"REAL_F_SRK3AD_F_EZY28PN_1","ACC_ZAGREB","07:27:04","07:29:42","07:31:12","SameTrackBothInVertical","3","4","SameTrack","BothInVertical",461,1000,4.9,5,21513,"EnRoute","Sid",15.8725636111111,43.6991763888889,"PBN"
"REAL_F_DEPRW_F_EWG3N_1","TMA_ZADAR","07:27:16","07:28:08","07:28:08","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",945,1000,3.3,5,7887,"Sid","Sid",15.14932,44.2718122222222,"PBN"
"REAL_F_EWG1877_F_N702LK_1","TMA_DUBROVNIK","07:30:08","07:30:08","07:30:56","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",961,1000,4.4,5,19519,"EnRoute","Sid",17.8093344444444,42.5810794444444,"PBN"
"REAL_F_E7ABM_F_S5CBW_1","OUTSIDE_FIR_N","07:31:18","07:31:50","07:31:50","CrossingBothInVertical","3","4","Crossing","BothInVertical",427,1000,2.7,5,1218,"EnRoute","EnRoute",13.6613244444444,45.4373688888889,"PBN"
"REAL_F_IBK2604_F_JAF3TK_1","CTR_DUBROVNIK","07:31:56","07:32:24","07:32:28","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",675,1000,6.3,5,2027,"ApproachLeg","Sid",18.2443536111111,42.5708558333333,"PBN"
"REAL_F_CTN460_F_CTN416_1","TMA_ZAGREB","07:36:26","07:36:26","07:36:38","CrossingBothInVertical","0","3","Crossing","BothInVertical",951,1000,9.5,5,9448,"Sid","Sid",16.1248669444444,45.9320761111111,"PBN"
"REAL_F_EWG3N_F_EZY12XB_1","ACC_ZAGREB","07:39:46","07:39:46","07:39:50","OppositeBothInVertical","0","3","Opposite","BothInVertical",965,1000,8.7,5,29073,"EnRoute","EnRoute",13.7860047222222,45.0096163888889,"PBN"
"REAL_F_EWG1877_F_IBK481_1","TMA_SPLIT","07:45:08","07:45:08","07:46:04","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",954,1000,4.5,5,19523,"EnRoute","Sid",16.3462094444444,43.7243983333333,"PBN"
"REAL_F_JAF3TK_F_VTE989#2_1","ACC_ZAGREB","07:52:04","08:04:48","08:17:56","SameTrackOneInVertical","4","6","SameTrack","OneInVertical",0,1000,2.3,5,40000,"EnRoute","EnRoute",14.3904686111111,44.6432577777778,"PBN"
"REAL_F_E7ABM_F_OEAGA_1","TMA_PULA","07:58:22","08:01:20","08:04:20","CrossingBothCruising","5","6","Crossing","BothCruising",0,1000,0.1,5,5000,"EnRoute","EnRoute",14.8574030555556,45.1561772222222,"PBN"
"REAL_F_FGNBN#2_F_ASL49M_1","OUTSIDE_FIR_N","08:05:56","08:06:48","08:06:48","CrossingBothInVertical","1","3","Crossing","BothInVertical",929,1000,6.2,5,2607,"EnRoute","EnRoute",14.53715,46.1554980555556,"PBN"
"REAL_F_EXS33RY_F_IBE31ZZ_1","TMA_DUBROVNIK","08:07:50","08:07:56","08:08:02","CrossingBothInVertical","0","5","Crossing","BothInVertical",130,1000,9.9,5,5935,"ApproachLeg","ApproachLeg",17.7647786111111,42.6971716666667,"PBN"
"REAL_F_SAS2833_F_BAW22LV_1","CTR_DUBROVNIK","08:08:52","08:09:34",NA,"SameTrackBothInVertical","3","3","SameTrack","BothInVertical",850,1000,2.7,5,1532,"FinalApproach","ApproachLeg",18.1910513888889,42.5918697222222,"PBN"
"REAL_F_SCW14X_F_SAS7327_1","ACC_ZAGREB","08:18:38","08:18:38","08:18:38","OppositeBothInVertical","0","3","Opposite","BothInVertical",930,1000,9.7,5,26161,"EnRoute","EnRoute",16.1609175,44.6079827777778,"PBN"
"REAL_F_VMP11_F_ASL45D_1","TMA_ZAGREB","08:30:08","08:30:56","08:30:56","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",980,1000,5,5,7590,"Sid","Sid",16.2994930555556,45.7407977777778,"PBN"
"REAL_F_VMP11_F_ASL45D_2","TMA_ZAGREB","08:33:18","08:33:30","08:35:06","SameTrackOneInVertical","4","3","SameTrack","OneInVertical",753,1000,2.2,5,10623,"EnRoute","Sid",16.5498188888889,45.7206622222222,"PBN"
"REAL_F_AZA2CH_F_IBK5691_1","ACC_ZAGREB","08:34:34","08:35:14","08:35:42","OppositeOneInVertical","5","4","Opposite","OneInVertical",386,1000,0.1,5,32193,"EnRoute","Sid",16.2932322222222,42.50123,"PBN"
"REAL_F_SPAVI#2_F_PHJFH_1","CTR_RIJEKA","08:34:48","08:34:48","08:35:22","OppositeOneInVertical","3","5","Opposite","OneInVertical",16,1000,4.1,5,1008,"Sid","Sid",14.5315386111111,45.2106808333333,"PBN"
"REAL_F_SAS7347_F_DMVLW_1","TMA_SPLIT","08:40:50","08:40:50",NA,"CrossingOneInVertical","0","3","Crossing","OneInVertical",971,1000,7.6,5,2485,"ApproachLeg","EnRoute",16.0393388888889,43.4517155555556,"PBN"
"REAL_F_FIN5YN_F_DMVLW_1","TMA_SPLIT","08:45:44","08:45:44",NA,"SameTrackOneInVertical","3","3","SameTrack","OneInVertical",954,1000,2.9,5,2477,"ApproachLeg","EnRoute",16.1281775,43.4183191666667,"PBN"
"REAL_F_OEFAR_F_SAS2831_1","TMA_SPLIT","08:48:58","08:49:06","08:50:00","CrossingOneInVertical","1","3","Crossing","OneInVertical",701,1000,6.5,5,13350,"EnRoute","ApproachLeg",15.9679127777778,43.8845886111111,"PBN"
"REAL_F_TCDPR#2_F_GUILT_1","CTR_RIJEKA","08:49:48","08:49:48","08:50:18","OppositeOneInVertical","2","5","Opposite","OneInVertical",33,1000,5.5,5,1016,"Sid","Sid",14.5187638888889,45.2138236111111,"PBN"
"REAL_F_IC766_F_EFD6S#2_1","CTR_BRAC","08:50:00","08:50:00","08:50:14","CrossingBothInVertical","5","5","Crossing","BothInVertical",131,1000,0.8,5,1806,"Sid","Sid",16.6769994444444,43.293105,"PBN"
"REAL_F_EIN46B_F_ADR1279_1","ACC_ZAGREB","08:50:54","08:51:18","08:51:42","OppositeOneInVertical","3","5","Opposite","OneInVertical",16,1000,3.4,5,35008,"EnRoute","EnRoute",14.6597519444444,44.5008988888889,"PBN"
"REAL_F_SAS1836_F_DMVLW_1","TMA_SPLIT","08:51:40","08:52:12","08:52:12","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",932,1000,8.8,5,2466,"Sid","EnRoute",16.3871372222222,43.4584016666667,"PBN"
"REAL_F_IC766_F_DMVLW_1","TMA_SPLIT","08:51:54","08:54:32","08:57:10","OppositeBothCruising","3","3","Opposite","BothCruising",500,1000,3.7,5,1750,"Sid","EnRoute",16.5039916666667,43.3533411111111,"PBN"
"REAL_F_DCDTN_F_9APAB#3_1","CTR_ZADAR","08:52:08","08:52:08","08:52:14","CrossingBothInVertical","3","3","Crossing","BothInVertical",782,1000,3,5,1392,"Sid","Sid",15.3297513888889,44.0992188888889,"PBN"
"REAL_F_VMP11_2_F_VITEZ03_2_1","TMA_ZAGREB","08:53:00","08:53:00","09:01:08","SameTrackBothCruising","0","6","SameTrack","BothCruising",0,1000,8.4,5,5000,"EnRoute","EnRoute",17.0288025,45.6939861111111,"PBN"
"REAL_F_S5PDW_F_DLH3CF_1","CTR_PULA","08:53:10","08:53:10","08:53:14","CrossingOneInVertical","0","3","Crossing","OneInVertical",944,1000,9.9,5,1528,"EnRoute","Sid",13.8534222222222,44.9342258333333,"PBN"
"REAL_F_S5PDW_F_TDR815_1","CTR_PULA","08:54:50","08:56:30","08:57:30","CrossingOneInVertical","5","4","Crossing","OneInVertical",398,1000,0.6,5,1801,"EnRoute","ApproachLeg",13.8026366666667,44.8942536111111,"PBN"
"REAL_F_N620SY_F_EXS92LW_1","ACC_ZAGREB","08:55:54","08:56:00","08:56:12","OppositeOneInVertical","0","3","Opposite","OneInVertical",647,1000,9.4,5,34323,"EnRoute","EnRoute",16.1798888888889,43.5589055555556,"PBN"
"REAL_F_TDR815_F_HBDIC_1","CTR_PULA","08:55:58","08:57:26",NA,"CrossingOneInVertical","3","5","Crossing","OneInVertical",68,1000,4.8,5,1034,"ApproachLeg","EnRoute",13.7942280555556,44.9053527777778,"PBN"
"REAL_F_KLM1939_F_VMP12_1","CTR_ZAGREB","08:57:00","08:57:12","08:57:30","SameTrackBothInVertical","1","4","SameTrack","BothInVertical",201,1000,7.1,5,1821,"ApproachLeg","Sid",16.0336627777778,45.7190269444444,"PBN"
"REAL_F_IBE31HY_F_CTN9HR_1","TMA_ZAGREB","08:59:24","09:00:32","09:00:32","SameTrackOneInVertical","1","3","SameTrack","OneInVertical",966,1000,6.9,5,6017,"ApproachLeg","ApproachLeg",15.71582,45.6373294444444,"PBN"
"REAL_F_IBE31HY_F_CTN9HR_2","TMA_ZAGREB","09:01:14","09:03:00",NA,"SameTrackBothInVertical","4","6","SameTrack","BothInVertical",0,1000,1,5,3000,"ApproachLeg","ApproachLeg",15.8618713888889,45.6064927777778,"PBN"
"REAL_F_S5PDW_F_SAS4782_1","CTR_PULA","09:01:16","09:01:16","09:02:10","CrossingOneInVertical","1","3","Crossing","OneInVertical",944,1000,7.4,5,1528,"EnRoute","Sid",13.90967,44.8412152777778,"PBN"
"REAL_F_SAS4782_F_HBDIC_1","CTR_PULA","09:01:16","09:01:16","09:01:42","CrossingOneInVertical","0","5","Crossing","OneInVertical",56,1000,8.4,5,1028,"Sid","EnRoute",13.9091147222222,44.8325916666667,"PBN"
"REAL_F_LOT611_F_VITEZ03_2_1","CTR_ZAGREB","09:01:32","09:03:16","09:03:16","OppositeOneInVertical","3","3","Opposite","OneInVertical",983,1000,3.4,5,1988,"ApproachLeg","FinalApproach",15.9706711111111,45.6753825,"PBN"
"REAL_F_IBE31HY_F_LOT611_1","TMA_ZAGREB","09:01:50","09:02:08",NA,"CrossingOneInVertical","3","3","Crossing","OneInVertical",617,1000,3.6,5,3308,"ApproachLeg","ApproachLeg",15.8589411111111,45.6271538888889,"PBN"
"REAL_F_CTN2S_F_VITEZ03_2_1","CTR_ZAGREB","09:02:10","09:02:10","09:02:46","CrossingBothInVertical","1","3","Crossing","BothInVertical",949,1000,6.4,5,2033,"Sid","ApproachLeg",16.0724691666667,45.7088469444444,"PBN"
"REAL_F_LOT611_F_CTN9HR_1","CTR_ZAGREB","09:02:18","09:04:04","09:04:04","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",975,1000,3.3,5,2512,"ApproachLeg","ApproachLeg",15.9370191666667,45.6553566666667,"PBN"
"REAL_F_VMP11_2_F_CTN2S_1","TMA_ZAGREB","09:03:00","09:03:00","09:03:30","OppositeBothInVertical","2","3","Opposite","BothInVertical",900,1000,5.7,5,3822,"ApproachLeg","Sid",16.1549691666667,45.7069861111111,"PBN"
"REAL_F_VMP11_2_F_IBE31HY_1","CTR_ZAGREB","09:03:20","09:05:16",NA,"OppositeOneInVertical","4","3","Opposite","OneInVertical",611,1000,2.2,5,1802,"FinalApproach","ApproachLeg",15.9808330555556,45.6818227777778,"PBN"
"REAL_F_VMP11_2_F_CTN9HR_1","CTR_ZAGREB","09:03:28","09:05:16",NA,"OppositeOneInVertical","3","3","Opposite","OneInVertical",848,1000,3,5,1921,"FinalApproach","ApproachLeg",15.9743691666667,45.6777263888889,"PBN"
"REAL_F_VMP11_2_F_LOT611_1","CTR_ZAGREB","09:03:36","09:05:14",NA,"OppositeBothInVertical","5","5","Opposite","BothInVertical",121,1000,0.3,5,1473,"FinalApproach","FinalApproach",16.0006727777778,45.6943077777778,"PBN"
"REAL_F_LOT611_F_CTN9HR_2","CTR_ZAGREB","09:04:14","09:05:14",NA,"SameTrackBothInVertical","3","3","SameTrack","BothInVertical",950,1000,3.1,5,1888,"FinalApproach","ApproachLeg",15.9732261111111,45.6789436111111,"PBN"
"REAL_F_SPAVI#2_F_ADR1279_1","OUTSIDE_FIR_N","09:06:12","09:06:12","09:07:12","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",964,1000,8.7,5,2482,"EnRoute","EnRoute",13.5751597222222,45.6583611111111,"PBN"
"REAL_F_DLH3CF_F_OOACC#2_1","OUTSIDE_FIR_N","09:06:40","09:07:08","09:07:08","OppositeBothInVertical","4","3","Opposite","BothInVertical",946,1000,2.1,5,28118,"EnRoute","EnRoute",14.0069933333333,46.2026761111111,"PBN"
"REAL_F_SAS4782_F_TJS91#2_1","ACC_ZAGREB","09:09:02","09:09:10","09:09:10","CrossingBothInVertical","0","3","Crossing","BothInVertical",974,1000,9.2,5,20538,"EnRoute","Sid",14.6752463888889,45.3599158333333,"PBN"
"REAL_F_EWG73Z_F_OOACC#2_1","OUTSIDE_FIR_N","09:09:04","09:09:08","09:09:08","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",928,1000,9.9,5,22536,"EnRoute","EnRoute",13.9674297222222,46.0714572222222,"PBN"
"REAL_F_SAS4782_F_TJS91#2_2","OUTSIDE_FIR_N","09:09:44","09:10:54","09:10:54","CrossingOneInVertical","5","3","Crossing","OneInVertical",959,1000,0.4,5,22479,"EnRoute","EnRoute",14.7370519444444,45.5246102777778,"PBN"
"REAL_F_CTN75C_F_VLG6756_1","ACC_ZAGREB","09:12:24","09:12:24","09:12:24","CrossingOneInVertical","0","3","Crossing","OneInVertical",905,1000,10,5,24547,"EnRoute","EnRoute",14.07301,44.3999152777778,"PBN"
"REAL_F_4OVIP_F_EXS92LW_1","CTR_DUBROVNIK","09:14:02","09:15:02",NA,"CrossingOneInVertical","3","5","Crossing","OneInVertical",102,1000,3.9,5,1051,"Holding","FinalApproach",18.2335013888889,42.5503252777778,"PBN"
"REAL_F_HBETD_F_HBPAV_1","TMA_OSIJEK","09:14:18","09:14:18",NA,"SameTrackOneInVertical","3","3","SameTrack","OneInVertical",984,1000,4.7,5,2492,"ApproachLeg","ApproachLeg",18.5727516666667,45.5918852777778,"PBN"
"REAL_F_IBK2605_F_BAW28V_1","ACC_ZAGREB","09:15:44","09:15:56","09:16:20","OppositeOneInVertical","1","4","Opposite","OneInVertical",369,1000,7.4,5,34184,"EnRoute","EnRoute",16.1859522222222,43.4934527777778,"PBN"
"REAL_F_HAKAR#2_F_VLG6756_1","TMA_ZADAR","09:16:38","09:16:42","09:17:26","OppositeOneInVertical","3","3","Opposite","OneInVertical",801,1000,2.7,5,14400,"EnRoute","ApproachLeg",14.5886488888889,44.5054291666667,"PBN"
"REAL_F_4OVIP_F_EZY69ML_1","CTR_DUBROVNIK","09:17:34","09:17:34","09:17:56","SameTrackOneInVertical","3","5","SameTrack","OneInVertical",47,1000,2.6,5,1023,"Holding","Sid",18.2624447222222,42.5389725,"PBN"
"REAL_F_AHO596U_F_EZY69ML_1","CTR_DUBROVNIK","09:17:50","09:17:50","09:18:24","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",905,1000,8.6,5,2147,"ApproachLeg","Sid",18.2062075,42.5859725,"PBN"
"REAL_F_4OVIP_F_AHO596U_1","CTR_DUBROVNIK","09:18:46","09:20:08",NA,"OppositeOneInVertical","3","5","Opposite","OneInVertical",94,1000,3.8,5,1047,"Holding","FinalApproach",18.2318097222222,42.5510233333333,"PBN"
"REAL_F_OEFAR_F_BAW28V_1","TMA_DUBROVNIK","09:23:28","09:23:28","09:24:24","SameTrackOneInVertical","5","3","SameTrack","OneInVertical",948,1000,0.3,5,16474,"ApproachLeg","ApproachLeg",17.256305,43.0463588888889,"PBN"
"REAL_F_SLD204_F_OKEKM#2_1","CTR_PULA","09:23:52","09:24:08","09:24:56","CrossingOneInVertical","5","3","Crossing","OneInVertical",648,1000,0.3,5,2408,"EnRoute","ApproachLeg",13.9922772222222,44.8078688888889,"PBN"
"REAL_F_VMP12_2_F_VITEZ04_2_1","TMA_ZAGREB","09:24:00","09:24:00","09:32:08","SameTrackBothCruising","0","6","SameTrack","BothCruising",0,1000,8.4,5,5000,"EnRoute","EnRoute",17.0288025,45.6939861111111,"PBN"
"REAL_F_VLG6756_F_DGANA_1","CTR_ZADAR","09:24:22","09:24:24","09:24:24","CrossingBothInVertical","0","3","Crossing","BothInVertical",984,1000,9.9,5,2745,"ApproachLeg","Sid",15.2563275,44.1071469444444,"PBN"
"REAL_F_4OVIP_F_EIN46B_1","CTR_DUBROVNIK","09:26:22","09:27:22",NA,"OppositeOneInVertical","3","5","Opposite","OneInVertical",107,1000,3.4,5,1053,"Holding","FinalApproach",18.2213325,42.5526975,"PBN"
"REAL_F_VLG6736_F_BAW28V_1","TMA_DUBROVNIK","09:28:08","09:28:38","09:28:38","CrossingBothInVertical","0","3","Crossing","BothInVertical",971,1000,8.3,5,7920,"ApproachLeg","ApproachLeg",17.7256508333333,42.7101688888889,"PBN"
