"ID","Sector","Start_Time","Closest_Time","End_Time","ConflictType","Severity","VerticalSeverity","LateralConflictType","VerticalConflictType","VerticalSeparation","ReqVerticalSeparation","LateralSeparation","ReqLateralSeparation","Altitude_ft","FlightPlanPhase1","FlightPlanPhase2","Longitude","Latitude","Scenario"
"REAL_F_N1243X_F_CTN3RC#2_1","TMA_DUBROVNIK","13:59:28","13:59:28","13:59:42","CrossingOneInVertical","0","3","Crossing","OneInVertical",973,1000,9.5,5,1486,"Holding","ApproachLeg",18.0590766666667,42.6208969444444,"PBN"
"REAL_F_9ARED#4_F_VLG6733_1","TMA_SPLIT","13:59:44","13:59:44","14:00:06","CrossingOneInVertical","0","3","Crossing","OneInVertical",975,1000,8.5,5,8512,"EnRoute","Sid",16.4833975,43.4184925,"PBN"
"REAL_F_9ARED#4_F_JAF10A_1","TMA_SPLIT","14:03:44","14:03:44","14:04:20","CrossingOneInVertical","3","3","Crossing","OneInVertical",949,1000,2.8,5,8525,"EnRoute","Sid",16.7364986111111,43.2859472222222,"PBN"
"REAL_F_N1243X_F_TVL5087_1","CTR_DUBROVNIK","14:03:44","14:03:44",NA,"SameTrackOneInVertical","1","3","SameTrack","OneInVertical",968,1000,6.3,5,1484,"ApproachLeg","ApproachLeg",18.0935966666667,42.6105394444444,"PBN"
"REAL_F_ADR705_F_DEEKE_1","OUTSIDE_FIR_N","14:06:36","14:07:10","14:07:10","OppositeOneInVertical","1","3","Opposite","OneInVertical",971,1000,6.8,5,2514,"EnRoute","EnRoute",14.5420647222222,46.2094836111111,"PBN"
"REAL_F_ADR7L_F_DEEKE_1","OUTSIDE_FIR_N","14:08:54","14:10:28","14:10:32","OppositeOneInVertical","4","3","Opposite","OneInVertical",901,1000,1.8,5,2549,"EnRoute","EnRoute",14.5718838888889,46.1494163888889,"PBN"
"REAL_F_ADR853_F_DEEKE_1","OUTSIDE_FIR_N","14:12:26","14:12:34","14:13:58","OppositeOneInVertical","3","3","Opposite","OneInVertical",790,1000,4.6,5,3395,"EnRoute","EnRoute",14.6319741666667,46.0906822222222,"PBN"
"REAL_F_SCW11C_F_EZS1039_1","TMA_SPLIT","14:28:04","14:28:14","14:29:40","CrossingOneInVertical","2","3","Crossing","OneInVertical",744,1000,5.6,5,6372,"ApproachLeg","ApproachLeg",15.9104202777778,43.4856183333333,"PBN"
"REAL_F_9ARED#4_F_EZY16XU_1","TMA_DUBROVNIK","14:30:40","14:31:34","14:31:34","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",941,1000,8.1,5,8529,"EnRoute","ApproachLeg",17.7871711111111,42.7186019444444,"PBN"
"REAL_F_CTN475V_F_DUCK92_1","TMA_SPLIT","14:37:26","14:37:38","14:39:14","CrossingOneInVertical","2","3","Crossing","OneInVertical",763,1000,5.7,5,4381,"ApproachLeg","EnRoute",16.0156513888889,43.3194827777778,"PBN"
"REAL_F_EZY16XU_F_9ADZF_1","CTR_DUBROVNIK","14:37:30","14:38:30","14:38:30","CrossingOneInVertical","4","5","Crossing","OneInVertical",121,1000,2.4,5,1060,"FinalApproach","Sid",18.2247494444444,42.5624311111111,"PBN"
"REAL_F_MRONE_F_9ADZF_1","CTR_DUBROVNIK","14:40:30","14:40:38","14:41:30","OppositeOneInVertical","3","3","Opposite","OneInVertical",854,1000,3.5,5,1427,"ApproachLeg","Sid",18.1582544444444,42.5725963888889,"PBN"
"REAL_F_BEL3357_F_JUNKY21_2_1","CTR_ZADAR","14:43:48","14:45:40","14:45:40","OppositeBothInVertical","3","3","Opposite","BothInVertical",977,1000,3.3,5,3211,"ApproachLeg","ApproachLeg",15.1800252777778,44.1932552777778,"PBN"
"REAL_F_JAF6017_F_BTI9PG_1","TMA_DUBROVNIK","14:54:50","14:55:50","14:56:44","CrossingBothInVertical","5","4","Crossing","BothInVertical",351,1000,0.5,5,13137,"EnRoute","ApproachLeg",18.4420980555556,42.4686825,"PBN"
"REAL_F_DLH1721_F_DUCK92_1","CTR_ZADAR","14:54:54","14:54:54","14:55:38","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",692,1000,9.3,5,1354,"Sid","ApproachLeg",15.3506125,44.0493544444444,"PBN"
"REAL_F_CTN641_F_JSY216D_1","ACC_ZAGREB","14:54:58","14:57:30","14:57:30","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",978,1000,3.9,5,18052,"EnRoute","EnRoute",16.33024,44.8403755555556,"PBN"
"REAL_F_BTI9PG_F_GMI87QS_1","TMA_DUBROVNIK","14:56:52","14:57:16","14:57:16","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",871,1000,6.9,5,11026,"ApproachLeg","Sid",18.1899016666667,42.4832897222222,"PBN"
"REAL_F_LGL463_F_EZY17VX_1","ACC_ZAGREB","14:57:38","14:57:50","14:57:50","OppositeOneInVertical","0","3","Opposite","OneInVertical",965,1000,8.9,5,25482,"EnRoute","EnRoute",15.2667305555556,43.9696913888889,"PBN"
"REAL_F_N1243X#2_F_N889JA#2_1","CTR_DUBROVNIK","14:58:20","14:58:46","14:58:46","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",947,1000,4.3,5,1473,"Sid","Sid",18.3103852777778,42.5123280555556,"PBN"
"REAL_F_CTN641_F_JSY216D_2","TMA_ZAGREB","14:58:32","14:58:34","14:58:34","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",974,1000,3.6,5,16015,"EnRoute","ApproachLeg",16.3178825,44.9416652777778,"PBN"
"REAL_F_VOE2720_F_BTI9PG_1","TMA_DUBROVNIK","15:00:38","15:01:28","15:01:28","OppositeOneInVertical","1","3","Opposite","OneInVertical",968,1000,7,5,5516,"ApproachLeg","ApproachLeg",17.9159888888889,42.6341855555556,"PBN"
"REAL_F_LGL463_F_EZY9006_1","ACC_ZAGREB","15:01:58","15:02:06","15:02:06","OppositeBothInVertical","0","3","Opposite","BothInVertical",866,1000,8.9,5,22166,"EnRoute","EnRoute",15.7022366666667,43.6884927777778,"PBN"
"REAL_F_CTN641_F_JSY216D_3","TMA_ZAGREB","15:08:10","15:08:10","15:10:22","SameTrackOneInVertical","4","3","SameTrack","OneInVertical",959,1000,2.4,5,3479,"ApproachLeg","ApproachLeg",15.8345016666667,45.5881316666667,"PBN"
"REAL_F_MGX311_F_DLH7VT_1","ACC_ZAGREB","15:15:00","15:15:30","15:15:30","OppositeOneInVertical","3","3","Opposite","OneInVertical",971,1000,4.1,5,37485,"EnRoute","EnRoute",15.8696747222222,44.3804002777778,"PBN"
"REAL_F_CSA6900_F_EWG961_1","ACC_ZAGREB","15:19:04","15:19:42","15:20:08","OppositeOneInVertical","2","4","Opposite","OneInVertical",218,1000,5.7,5,21109,"EnRoute","Sid",14.8306505555556,45.42031,"PBN"
"REAL_F_CSA6900_F_SCW7D_1","ACC_ZAGREB","15:37:30","15:38:26","15:38:26","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",964,1000,8.3,5,20518,"EnRoute","EnRoute",15.8726122222222,44.2324555555556,"PBN"
"REAL_F_CSA6900_F_DLH1717_1","TMA_SPLIT","15:41:22","15:41:50","15:41:50","OppositeOneInVertical","0","3","Opposite","OneInVertical",924,1000,7.6,5,20725,"EnRoute","EnRoute",16.0860352777778,43.9693133333333,"PBN"
"REAL_F_JFA74A_F_EWG51V_1","TMA_SPLIT","15:43:46","15:43:48","15:43:48","OppositeBothInVertical","0","3","Opposite","BothInVertical",969,1000,9.8,5,18795,"EnRoute","Sid",15.9409516666667,43.4482680555556,"PBN"
"REAL_F_DLH1717_F_SCW8270_1","ACC_ZAGREB","15:47:08","15:47:50","15:48:06","CrossingBothInVertical","4","3","Crossing","BothInVertical",509,1000,1.5,5,27745,"EnRoute","EnRoute",15.5679527777778,44.6079763888889,"PBN"
"REAL_F_CSA6900_F_EZS94DN_1","TMA_SPLIT","15:48:58","15:48:58","15:49:22","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",974,1000,7.6,5,7162,"EnRoute","Sid",16.4804680555556,43.5077555555556,"PBN"
"REAL_F_JFA74A_F_EZS94DN_1","TMA_SPLIT","15:49:10","15:49:30","15:49:30","CrossingBothInVertical","0","3","Crossing","BothInVertical",838,1000,8.6,5,8020,"EnRoute","Sid",16.4339477777778,43.3871455555556,"PBN"
"REAL_F_JFA74A_F_CSA6900_1","TMA_SPLIT","15:50:12","15:52:42","15:52:42","SameTrackBothInVertical","4","3","SameTrack","BothInVertical",974,1000,2,5,3513,"ApproachLeg","ApproachLeg",16.7331269444444,43.3221091666667,"PBN"
"REAL_F_SCW7D_F_EZS1320_1","TMA_SPLIT","15:50:28","15:50:44","15:50:44","CrossingBothInVertical","0","3","Crossing","BothInVertical",888,1000,9.3,5,2571,"FinalApproach","Sid",16.26851,43.4984433333333,"PBN"
"REAL_F_9ARED_F_EZS1424_1","TMA_DUBROVNIK","15:55:58","15:55:58","15:56:00","CrossingOneInVertical","0","3","Crossing","OneInVertical",942,1000,9.9,5,2529,"EnRoute","EnRoute",18.6015372222222,42.3975733333333,"PBN"
"REAL_F_9ARED_F_EZY63AL_1","CTR_DUBROVNIK","15:58:36","15:59:22","15:59:22","OppositeOneInVertical","3","3","Opposite","OneInVertical",970,1000,3.7,5,3485,"EnRoute","Sid",18.3433869444444,42.4882183333333,"PBN"
"REAL_F_9ARED_F_9ADZF_1","TMA_DUBROVNIK","16:13:40","16:16:12","16:18:44","OppositeBothCruising","4","6","Opposite","BothCruising",0,1000,1,5,3000,"EnRoute","EnRoute",17.6420525,42.7118444444444,"PBN"
"REAL_F_BEL3358_F_EWG9970_1","ACC_ZAGREB","16:24:16","16:24:24","16:24:24","OppositeBothInVertical","0","3","Opposite","BothInVertical",886,1000,8.4,5,29215,"EnRoute","EnRoute",13.9920972222222,44.9046788888889,"PBN"
"REAL_F_SCW12C_F_CTN414_1","OUTSIDE_FIR_N","16:33:38","16:33:38","16:34:58","SameTrackOneInVertical","1","3","SameTrack","OneInVertical",973,1000,6.3,5,27513,"EnRoute","EnRoute",15.9848938888889,46.8905230555556,"PBN"
"REAL_F_9ARED_F_CSA6903_1","CTR_BRAC","16:37:50","16:37:56","16:37:56","CrossingOneInVertical","0","3","Crossing","OneInVertical",974,1000,9.7,5,3487,"ApproachLeg","Sid",16.8388052777778,43.2592033333333,"PBN"
"REAL_F_EDW42F_F_SAS7475_1","TMA_PULA","16:50:00","16:50:46","16:50:46","CrossingBothInVertical","1","3","Crossing","BothInVertical",945,1000,7.2,5,5527,"ApproachLeg","ApproachLeg",13.5539558333333,44.9433230555556,"PBN"
"REAL_F_CTN385#2_F_CFG9TK_1","TMA_DUBROVNIK","16:50:50","16:50:50","16:52:28","CrossingOneInVertical","3","3","Crossing","OneInVertical",956,1000,4.2,5,6478,"ApproachLeg","ApproachLeg",17.7681622222222,42.7565897222222,"PBN"
"REAL_F_LGL415_F_DLH8LC_1","CTR_DUBROVNIK","16:52:10","16:52:28","16:52:46","SameTrackBothInVertical","0","5","SameTrack","BothInVertical",51,1000,8.4,5,2230,"ApproachLeg","Sid",18.2283588888889,42.5772205555556,"PBN"
"REAL_F_CTN385#2_F_CFG9TK_2","TMA_DUBROVNIK","16:54:38","16:54:38","16:54:42","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",975,1000,5.5,5,3562,"ApproachLeg","ApproachLeg",18.0288183333333,42.6559561111111,"PBN"
"REAL_F_SAS7397_F_DCAWR#2_1","TMA_SPLIT","17:06:24","17:06:24","17:08:48","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",970,1000,9.1,5,6485,"ApproachLeg","ApproachLeg",15.8848325,43.4736691666667,"PBN"
"REAL_F_NAX6RA_F_DLH8LC_1","ACC_ZAGREB","17:08:46","17:08:50","17:08:50","OppositeBothInVertical","0","3","Opposite","BothInVertical",966,1000,9,5,31122,"EnRoute","EnRoute",16.5287291666667,43.4246675,"PBN"
"REAL_F_SCW8D_F_DCAWR#2_1","TMA_SPLIT","17:17:36","17:18:22","17:18:22","CrossingBothInVertical","0","3","Crossing","BothInVertical",907,1000,8.1,5,2154,"Sid","FinalApproach",16.2832813888889,43.5011675,"PBN"
"REAL_F_LOT566_F_MGX2241_1","OUTSIDE_FIR_E","17:21:10","17:21:34","17:21:34","CrossingBothInVertical","2","3","Crossing","BothInVertical",904,1000,5.8,5,13795,"EnRoute","EnRoute",18.4476391666667,42.4990944444444,"PBN"
"REAL_F_IBK488_F_NAX4RP_1","TMA_PULA","17:53:06","17:54:34","17:54:58","OppositeOneInVertical","3","3","Opposite","OneInVertical",898,1000,3.1,5,4327,"ApproachLeg","ApproachLeg",13.5984511111111,44.8853202777778,"PBN"
"REAL_F_LGL416_F_CTN301#2_1","CTR_DUBROVNIK","17:57:54","17:57:54","17:58:30","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",887,1000,7.1,5,1774,"Sid","ApproachLeg",18.2171722222222,42.5816088888889,"PBN"
"REAL_F_9APAB#2_F_RYR855D_1","TMA_ZADAR","17:59:18","17:59:18",NA,"OppositeOneInVertical","0","3","Opposite","OneInVertical",969,1000,7.7,5,2484,"EnRoute","ApproachLeg",15.1348288888889,44.1725861111111,"PBN"
"REAL_F_9APAB#2_F_EWG9971_1","CTR_ZADAR","18:06:56","18:06:58","18:06:58","CrossingBothInVertical","2","4","Crossing","BothInVertical",411,1000,5.9,5,1294,"FinalApproach","Sid",15.3027516666667,44.0760361111111,"PBN"
"REAL_F_CFG2YZ_F_EZY21TX_1","CTR_DUBROVNIK","18:20:10","18:20:16","18:20:42","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",653,1000,9.4,5,2321,"Sid","ApproachLeg",18.2116447222222,42.5838397222222,"PBN"
"REAL_F_EZY78YL_F_EWG2TY_1","ACC_ZAGREB","18:21:10","18:21:10","18:21:16","OppositeBothInVertical","0","3","Opposite","BothInVertical",981,1000,8.4,5,33701,"EnRoute","EnRoute",15.2832683333333,44.8958016666667,"PBN"
"REAL_F_NAX7LH_F_BEL3SH_1","CTR_DUBROVNIK","18:28:04","18:28:14","18:28:32","SameTrackBothInVertical","0","4","SameTrack","BothInVertical",403,1000,9.9,5,2479,"Sid","ApproachLeg",18.2143291666667,42.5827922222222,"PBN"
"REAL_F_CTN439_F_POLICE3_1","CTR_SPLIT","18:28:14","18:28:34",NA,"CrossingOneInVertical","0","4","Crossing","OneInVertical",392,1000,9.4,5,1196,"FinalApproach","EnRoute",16.3121919444444,43.4626425,"PBN"
"REAL_F_SWR2378_F_EDW421_1","CTR_PULA","18:35:10","18:35:34","18:35:46","SameTrackBothInVertical","0","4","SameTrack","BothInVertical",271,1000,8.6,5,2031,"ApproachLeg","Sid",13.8834394444444,44.8926258333333,"PBN"
"REAL_F_CTN701_F_LDM27_1","ACC_ZAGREB","18:37:48","18:37:50","18:38:14","CrossingBothInVertical","2","3","Crossing","BothInVertical",801,1000,5.9,5,17578,"EnRoute","Sid",14.8378216666667,45.2726152777778,"PBN"
"REAL_F_CFG2YZ_F_IBK28Y_1","ACC_ZAGREB","18:38:56","18:38:56","18:39:00","OppositeOneInVertical","0","3","Opposite","OneInVertical",900,1000,9.5,5,32450,"EnRoute","EnRoute",16.3856058333333,43.5710033333333,"PBN"
"REAL_F_RYR5197_F_RYR9501_1","ACC_ZAGREB","18:40:46","18:40:50","18:41:16","OppositeBothInVertical","3","3","Opposite","BothInVertical",653,1000,4,5,30143,"EnRoute","EnRoute",13.7941277777778,45.0106338888889,"PBN"
"REAL_F_LGL416_F_RYR9501_1","ACC_ZAGREB","18:43:06","18:43:22","18:43:56","OppositeOneInVertical","3","4","Opposite","OneInVertical",354,1000,4.8,5,24177,"EnRoute","EnRoute",14.0486272222222,44.7483722222222,"PBN"
"REAL_F_SAS7348_F_JAF7DJ_1","TMA_SPLIT","18:47:04","18:47:18","18:47:26","OppositeBothInVertical","1","4","Opposite","BothInVertical",336,1000,6.5,5,11271,"Sid","EnRoute",16.2788663888889,43.3960922222222,"PBN"
"REAL_F_TFL148_F_9ARED#5_1","TMA_PULA","18:52:28","18:53:02","18:53:02","OppositeBothInVertical","0","3","Opposite","BothInVertical",918,1000,7.7,5,3045,"Sid","EnRoute",14.0544405555556,44.8375716666667,"PBN"
"REAL_F_SAS4783_F_9ARED#5_1","CTR_PULA","18:55:20","18:55:38",NA,"OppositeBothInVertical","0","3","Opposite","BothInVertical",635,1000,8.8,5,1327,"ApproachLeg","EnRoute",13.8888569444444,44.8518175,"PBN"
"REAL_F_SAS7348_F_SAS7841_1","ACC_ZAGREB","18:56:52","18:57:16","18:57:24","CrossingBothInVertical","3","3","Crossing","BothInVertical",495,1000,2.8,5,29323,"EnRoute","EnRoute",16.3534788888889,44.5677397222222,"PBN"
"REAL_F_EWG25G_F_POLICE3_2_1","CTR_SPLIT","19:02:02","19:02:02","19:02:24","CrossingOneInVertical","0","5","Crossing","OneInVertical",38,1000,7.5,5,1019,"Sid","EnRoute",16.3887716666667,43.5138308333333,"PBN"
"REAL_F_EWG8F_F_EWG59C_1","ACC_ZAGREB","19:14:42","19:14:42","19:14:48","OppositeBothInVertical","0","3","Opposite","BothInVertical",878,1000,8.9,5,28962,"EnRoute","EnRoute",14.327755,45.1853983333333,"PBN"
"REAL_F_DCAWR_F_EWG59C_1","OUTSIDE_FIR_N","19:18:00","19:19:04","19:19:32","SameTrackOneInVertical","4","4","SameTrack","OneInVertical",392,1000,1.9,5,34196,"EnRoute","EnRoute",14.1834872222222,45.7770969444444,"PBN"
"REAL_F_EZY73CU_F_SAS7477_1","ACC_ZAGREB","19:20:32","19:21:00","19:21:00","OppositeBothInVertical","3","3","Opposite","BothInVertical",962,1000,3.5,5,31241,"EnRoute","EnRoute",15.5019469444444,44.6768005555556,"PBN"
"REAL_F_ASL85N_F_CTN2300_1","TMA_ZAGREB","19:25:26","19:26:24","19:26:24","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",983,1000,5.6,5,8207,"Sid","Sid",16.32743,45.7379108333333,"PBN"
"REAL_F_CTN301_F_ANE2461_1","CTR_DUBROVNIK","19:27:52","19:28:14","19:28:30","SameTrackBothInVertical","1","5","SameTrack","BothInVertical",123,1000,7.4,5,2015,"Sid","ApproachLeg",18.2382588888889,42.5732869444444,"PBN"
"REAL_F_VOE27ZP_F_EZY25PZ_1","CTR_DUBROVNIK","20:02:00","20:02:32","20:02:40","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",555,1000,6.5,5,1912,"Sid","ApproachLeg",18.249875,42.5686775,"PBN"
"REAL_F_CTN301_F_IBK285Y_1","CTR_ZAGREB","20:08:22","20:08:26","20:08:54","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",666,1000,9.2,5,2107,"ApproachLeg","Sid",16.0219313888889,45.7116833333333,"PBN"
"REAL_F_EZY81PA#2_F_JAF5YM_1","ACC_ZAGREB","20:12:36","20:12:36","20:13:06","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",970,1000,9.9,5,33515,"EnRoute","EnRoute",15.0011083333333,44.2247030555556,"PBN"
"REAL_F_CTN5R_F_CTN6X_1","TMA_ZAGREB","20:20:38","20:22:50","20:22:54","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",899,1000,5,5,4050,"ApproachLeg","ApproachLeg",15.8548930555556,45.5444358333333,"PBN"
"REAL_F_VOE27ZP_F_WZZ4YS_1","ACC_ZAGREB","20:37:06","20:37:06","20:37:08","OppositeOneInVertical","0","3","Opposite","OneInVertical",972,1000,9.4,5,34486,"EnRoute","EnRoute",14.3754869444444,44.5715313888889,"PBN"
"REAL_F_OEFJW#2_F_CTN656_1","TMA_ZAGREB","20:44:18","20:44:18","20:45:08","CrossingBothInVertical","1","3","Crossing","BothInVertical",967,1000,7,5,7599,"Sid","Sid",16.2298038888889,45.798435,"PBN"
"REAL_F_CTN366_F_DLH4EU_1","CTR_ZAGREB","20:52:10","20:52:10","20:52:46","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",908,1000,8.9,5,2014,"Sid","ApproachLeg",16.0179480555556,45.7086672222222,"PBN"
"REAL_F_NAX21CV_F_CTN2823_1","ACC_ZAGREB","20:54:36","20:54:56","20:54:56","OppositeBothInVertical","2","3","Opposite","BothInVertical",885,1000,5.8,5,28340,"EnRoute","EnRoute",16.2175655555556,44.5278305555556,"PBN"
