"Time","Count","Airport","Category","Scenario","Runway"
"00:10",0,"LDDU","Departures","Current","1"
"00:20",0,"LDDU","Departures","Current","1"
"00:30",0,"LDDU","Departures","Current","1"
"00:40",0,"LDDU","Departures","Current","1"
"00:50",0,"LDDU","Departures","Current","1"
"01:00",0,"LDDU","Departures","Current","1"
"01:10",0,"LDDU","Departures","Current","1"
"01:20",0,"LDDU","Departures","Current","1"
"01:30",0,"LDDU","Departures","Current","1"
"01:40",0,"LDDU","Departures","Current","1"
"01:50",0,"LDDU","Departures","Current","1"
"02:00",0,"LDDU","Departures","Current","1"
"02:10",0,"LDDU","Departures","Current","1"
"02:20",0,"LDDU","Departures","Current","1"
"02:30",0,"LDDU","Departures","Current","1"
"02:40",0,"LDDU","Departures","Current","1"
"02:50",0,"LDDU","Departures","Current","1"
"03:00",0,"LDDU","Departures","Current","1"
"03:10",0,"LDDU","Departures","Current","1"
"03:20",0,"LDDU","Departures","Current","1"
"03:30",0,"LDDU","Departures","Current","1"
"03:40",0,"LDDU","Departures","Current","1"
"03:50",0,"LDDU","Departures","Current","1"
"04:00",0,"LDDU","Departures","Current","1"
"04:10",0,"LDDU","Departures","Current","1"
"04:20",0,"LDDU","Departures","Current","1"
"04:30",0,"LDDU","Departures","Current","1"
"04:40",1,"LDDU","Departures","Current","1"
"04:50",1,"LDDU","Departures","Current","1"
"05:00",1,"LDDU","Departures","Current","1"
"05:10",1,"LDDU","Departures","Current","1"
"05:20",2,"LDDU","Departures","Current","1"
"05:30",2,"LDDU","Departures","Current","1"
"05:40",1,"LDDU","Departures","Current","1"
"05:50",1,"LDDU","Departures","Current","1"
"06:00",2,"LDDU","Departures","Current","1"
"06:10",2,"LDDU","Departures","Current","1"
"06:20",1,"LDDU","Departures","Current","1"
"06:30",1,"LDDU","Departures","Current","1"
"06:40",2,"LDDU","Departures","Current","1"
"06:50",2,"LDDU","Departures","Current","1"
"07:00",2,"LDDU","Departures","Current","1"
"07:10",2,"LDDU","Departures","Current","1"
"07:20",2,"LDDU","Departures","Current","1"
"07:30",4,"LDDU","Departures","Current","1"
"07:40",4,"LDDU","Departures","Current","1"
"07:50",5,"LDDU","Departures","Current","1"
"08:00",6,"LDDU","Departures","Current","1"
"08:10",7,"LDDU","Departures","Current","1"
"08:20",8,"LDDU","Departures","Current","1"
"08:30",9,"LDDU","Departures","Current","1"
"08:40",11,"LDDU","Departures","Current","1"
"08:50",10,"LDDU","Departures","Current","1"
"09:00",10,"LDDU","Departures","Current","1"
"09:10",9,"LDDU","Departures","Current","1"
"09:20",9,"LDDU","Departures","Current","1"
"09:30",6,"LDDU","Departures","Current","1"
"09:40",3,"LDDU","Departures","Current","1"
"09:50",6,"LDDU","Departures","Current","1"
"10:00",6,"LDDU","Departures","Current","1"
"10:10",7,"LDDU","Departures","Current","1"
"10:20",6,"LDDU","Departures","Current","1"
"10:30",6,"LDDU","Departures","Current","1"
"10:40",6,"LDDU","Departures","Current","1"
"10:50",3,"LDDU","Departures","Current","1"
"11:00",3,"LDDU","Departures","Current","1"
"11:10",4,"LDDU","Departures","Current","1"
"11:20",4,"LDDU","Departures","Current","1"
"11:30",6,"LDDU","Departures","Current","1"
"11:40",8,"LDDU","Departures","Current","1"
"11:50",10,"LDDU","Departures","Current","1"
"12:00",10,"LDDU","Departures","Current","1"
"12:10",8,"LDDU","Departures","Current","1"
"12:20",8,"LDDU","Departures","Current","1"
"12:30",9,"LDDU","Departures","Current","1"
"12:40",8,"LDDU","Departures","Current","1"
"12:50",7,"LDDU","Departures","Current","1"
"13:00",5,"LDDU","Departures","Current","1"
"13:10",6,"LDDU","Departures","Current","1"
"13:20",7,"LDDU","Departures","Current","1"
"13:30",4,"LDDU","Departures","Current","1"
"13:40",4,"LDDU","Departures","Current","1"
"13:50",4,"LDDU","Departures","Current","1"
"14:00",4,"LDDU","Departures","Current","1"
"14:10",3,"LDDU","Departures","Current","1"
"14:20",4,"LDDU","Departures","Current","1"
"14:30",6,"LDDU","Departures","Current","1"
"14:40",6,"LDDU","Departures","Current","1"
"14:50",7,"LDDU","Departures","Current","1"
"15:00",10,"LDDU","Departures","Current","1"
"15:10",11,"LDDU","Departures","Current","1"
"15:20",9,"LDDU","Departures","Current","1"
"15:30",7,"LDDU","Departures","Current","1"
"15:40",6,"LDDU","Departures","Current","1"
"15:50",4,"LDDU","Departures","Current","1"
"16:00",2,"LDDU","Departures","Current","1"
"16:10",1,"LDDU","Departures","Current","1"
"16:20",3,"LDDU","Departures","Current","1"
"16:30",3,"LDDU","Departures","Current","1"
"16:40",4,"LDDU","Departures","Current","1"
"16:50",4,"LDDU","Departures","Current","1"
"17:00",4,"LDDU","Departures","Current","1"
"17:10",4,"LDDU","Departures","Current","1"
"17:20",4,"LDDU","Departures","Current","1"
"17:30",4,"LDDU","Departures","Current","1"
"17:40",3,"LDDU","Departures","Current","1"
"17:50",3,"LDDU","Departures","Current","1"
"18:00",3,"LDDU","Departures","Current","1"
"18:10",4,"LDDU","Departures","Current","1"
"18:20",3,"LDDU","Departures","Current","1"
"18:30",5,"LDDU","Departures","Current","1"
"18:40",6,"LDDU","Departures","Current","1"
"18:50",7,"LDDU","Departures","Current","1"
"19:00",6,"LDDU","Departures","Current","1"
"19:10",5,"LDDU","Departures","Current","1"
"19:20",4,"LDDU","Departures","Current","1"
"19:30",5,"LDDU","Departures","Current","1"
"19:40",5,"LDDU","Departures","Current","1"
"19:50",6,"LDDU","Departures","Current","1"
"20:00",6,"LDDU","Departures","Current","1"
"20:10",9,"LDDU","Departures","Current","1"
"20:20",9,"LDDU","Departures","Current","1"
"20:30",7,"LDDU","Departures","Current","1"
"20:40",7,"LDDU","Departures","Current","1"
"20:50",6,"LDDU","Departures","Current","1"
"21:00",6,"LDDU","Departures","Current","1"
"21:10",4,"LDDU","Departures","Current","1"
"21:20",5,"LDDU","Departures","Current","1"
"21:30",4,"LDDU","Departures","Current","1"
"21:40",4,"LDDU","Departures","Current","1"
"21:50",3,"LDDU","Departures","Current","1"
"22:00",3,"LDDU","Departures","Current","1"
"22:10",2,"LDDU","Departures","Current","1"
"22:20",1,"LDDU","Departures","Current","1"
"22:30",1,"LDDU","Departures","Current","1"
"22:40",0,"LDDU","Departures","Current","1"
"22:50",0,"LDDU","Departures","Current","1"
"23:00",0,"LDDU","Departures","Current","1"
"23:10",0,"LDDU","Departures","Current","1"
"23:20",0,"LDDU","Departures","Current","1"
"23:30",0,"LDDU","Departures","Current","1"
"23:40",0,"LDDU","Departures","Current","1"
"23:50",0,"LDDU","Departures","Current","1"
"00:10",0,"LDLO","Departures","Current","1"
"00:20",0,"LDLO","Departures","Current","1"
"00:30",0,"LDLO","Departures","Current","1"
"00:40",0,"LDLO","Departures","Current","1"
"00:50",0,"LDLO","Departures","Current","1"
"01:00",0,"LDLO","Departures","Current","1"
"01:10",0,"LDLO","Departures","Current","1"
"01:20",0,"LDLO","Departures","Current","1"
"01:30",0,"LDLO","Departures","Current","1"
"01:40",0,"LDLO","Departures","Current","1"
"01:50",0,"LDLO","Departures","Current","1"
"02:00",0,"LDLO","Departures","Current","1"
"02:10",0,"LDLO","Departures","Current","1"
"02:20",0,"LDLO","Departures","Current","1"
"02:30",0,"LDLO","Departures","Current","1"
"02:40",0,"LDLO","Departures","Current","1"
"02:50",0,"LDLO","Departures","Current","1"
"03:00",0,"LDLO","Departures","Current","1"
"03:10",0,"LDLO","Departures","Current","1"
"03:20",0,"LDLO","Departures","Current","1"
"03:30",0,"LDLO","Departures","Current","1"
"03:40",0,"LDLO","Departures","Current","1"
"03:50",0,"LDLO","Departures","Current","1"
"04:00",0,"LDLO","Departures","Current","1"
"04:10",0,"LDLO","Departures","Current","1"
"04:20",0,"LDLO","Departures","Current","1"
"04:30",0,"LDLO","Departures","Current","1"
"04:40",0,"LDLO","Departures","Current","1"
"04:50",0,"LDLO","Departures","Current","1"
"05:00",0,"LDLO","Departures","Current","1"
"05:10",1,"LDLO","Departures","Current","1"
"05:20",1,"LDLO","Departures","Current","1"
"05:30",1,"LDLO","Departures","Current","1"
"05:40",1,"LDLO","Departures","Current","1"
"05:50",1,"LDLO","Departures","Current","1"
"06:00",1,"LDLO","Departures","Current","1"
"06:10",1,"LDLO","Departures","Current","1"
"06:20",1,"LDLO","Departures","Current","1"
"06:30",1,"LDLO","Departures","Current","1"
"06:40",1,"LDLO","Departures","Current","1"
"06:50",2,"LDLO","Departures","Current","1"
"07:00",2,"LDLO","Departures","Current","1"
"07:10",1,"LDLO","Departures","Current","1"
"07:20",2,"LDLO","Departures","Current","1"
"07:30",2,"LDLO","Departures","Current","1"
"07:40",3,"LDLO","Departures","Current","1"
"07:50",2,"LDLO","Departures","Current","1"
"08:00",2,"LDLO","Departures","Current","1"
"08:10",3,"LDLO","Departures","Current","1"
"08:20",2,"LDLO","Departures","Current","1"
"08:30",2,"LDLO","Departures","Current","1"
"08:40",1,"LDLO","Departures","Current","1"
"08:50",1,"LDLO","Departures","Current","1"
"09:00",1,"LDLO","Departures","Current","1"
"09:10",1,"LDLO","Departures","Current","1"
"09:20",1,"LDLO","Departures","Current","1"
"09:30",1,"LDLO","Departures","Current","1"
"09:40",2,"LDLO","Departures","Current","1"
"09:50",2,"LDLO","Departures","Current","1"
"10:00",2,"LDLO","Departures","Current","1"
"10:10",2,"LDLO","Departures","Current","1"
"10:20",2,"LDLO","Departures","Current","1"
"10:30",2,"LDLO","Departures","Current","1"
"10:40",2,"LDLO","Departures","Current","1"
"10:50",2,"LDLO","Departures","Current","1"
"11:00",2,"LDLO","Departures","Current","1"
"11:10",2,"LDLO","Departures","Current","1"
"11:20",2,"LDLO","Departures","Current","1"
"11:30",2,"LDLO","Departures","Current","1"
"11:40",3,"LDLO","Departures","Current","1"
"11:50",4,"LDLO","Departures","Current","1"
"12:00",4,"LDLO","Departures","Current","1"
"12:10",3,"LDLO","Departures","Current","1"
"12:20",3,"LDLO","Departures","Current","1"
"12:30",3,"LDLO","Departures","Current","1"
"12:40",1,"LDLO","Departures","Current","1"
"12:50",0,"LDLO","Departures","Current","1"
"13:00",0,"LDLO","Departures","Current","1"
"13:10",1,"LDLO","Departures","Current","1"
"13:20",1,"LDLO","Departures","Current","1"
"13:30",1,"LDLO","Departures","Current","1"
"13:40",1,"LDLO","Departures","Current","1"
"13:50",2,"LDLO","Departures","Current","1"
"14:00",2,"LDLO","Departures","Current","1"
"14:10",1,"LDLO","Departures","Current","1"
"14:20",1,"LDLO","Departures","Current","1"
"14:30",1,"LDLO","Departures","Current","1"
"14:40",1,"LDLO","Departures","Current","1"
"14:50",0,"LDLO","Departures","Current","1"
"15:00",0,"LDLO","Departures","Current","1"
"15:10",0,"LDLO","Departures","Current","1"
"15:20",0,"LDLO","Departures","Current","1"
"15:30",0,"LDLO","Departures","Current","1"
"15:40",0,"LDLO","Departures","Current","1"
"15:50",0,"LDLO","Departures","Current","1"
"16:00",0,"LDLO","Departures","Current","1"
"16:10",0,"LDLO","Departures","Current","1"
"16:20",0,"LDLO","Departures","Current","1"
"16:30",0,"LDLO","Departures","Current","1"
"16:40",0,"LDLO","Departures","Current","1"
"16:50",0,"LDLO","Departures","Current","1"
"17:00",0,"LDLO","Departures","Current","1"
"17:10",0,"LDLO","Departures","Current","1"
"17:20",0,"LDLO","Departures","Current","1"
"17:30",0,"LDLO","Departures","Current","1"
"17:40",0,"LDLO","Departures","Current","1"
"17:50",0,"LDLO","Departures","Current","1"
"18:00",0,"LDLO","Departures","Current","1"
"18:10",0,"LDLO","Departures","Current","1"
"18:20",0,"LDLO","Departures","Current","1"
"18:30",0,"LDLO","Departures","Current","1"
"18:40",0,"LDLO","Departures","Current","1"
"18:50",0,"LDLO","Departures","Current","1"
"19:00",0,"LDLO","Departures","Current","1"
"19:10",0,"LDLO","Departures","Current","1"
"19:20",0,"LDLO","Departures","Current","1"
"19:30",0,"LDLO","Departures","Current","1"
"19:40",0,"LDLO","Departures","Current","1"
"19:50",0,"LDLO","Departures","Current","1"
"20:00",0,"LDLO","Departures","Current","1"
"20:10",0,"LDLO","Departures","Current","1"
"20:20",0,"LDLO","Departures","Current","1"
"20:30",0,"LDLO","Departures","Current","1"
"20:40",0,"LDLO","Departures","Current","1"
"20:50",0,"LDLO","Departures","Current","1"
"21:00",0,"LDLO","Departures","Current","1"
"21:10",0,"LDLO","Departures","Current","1"
"21:20",0,"LDLO","Departures","Current","1"
"21:30",0,"LDLO","Departures","Current","1"
"21:40",0,"LDLO","Departures","Current","1"
"21:50",0,"LDLO","Departures","Current","1"
"22:00",0,"LDLO","Departures","Current","1"
"22:10",0,"LDLO","Departures","Current","1"
"22:20",0,"LDLO","Departures","Current","1"
"22:30",0,"LDLO","Departures","Current","1"
"22:40",0,"LDLO","Departures","Current","1"
"22:50",0,"LDLO","Departures","Current","1"
"23:00",0,"LDLO","Departures","Current","1"
"23:10",0,"LDLO","Departures","Current","1"
"23:20",0,"LDLO","Departures","Current","1"
"23:30",0,"LDLO","Departures","Current","1"
"23:40",0,"LDLO","Departures","Current","1"
"23:50",0,"LDLO","Departures","Current","1"
"00:10",0,"LDOS","Departures","Current","1"
"00:20",0,"LDOS","Departures","Current","1"
"00:30",0,"LDOS","Departures","Current","1"
"00:40",0,"LDOS","Departures","Current","1"
"00:50",0,"LDOS","Departures","Current","1"
"01:00",0,"LDOS","Departures","Current","1"
"01:10",0,"LDOS","Departures","Current","1"
"01:20",0,"LDOS","Departures","Current","1"
"01:30",0,"LDOS","Departures","Current","1"
"01:40",0,"LDOS","Departures","Current","1"
"01:50",0,"LDOS","Departures","Current","1"
"02:00",0,"LDOS","Departures","Current","1"
"02:10",0,"LDOS","Departures","Current","1"
"02:20",0,"LDOS","Departures","Current","1"
"02:30",0,"LDOS","Departures","Current","1"
"02:40",0,"LDOS","Departures","Current","1"
"02:50",0,"LDOS","Departures","Current","1"
"03:00",0,"LDOS","Departures","Current","1"
"03:10",0,"LDOS","Departures","Current","1"
"03:20",0,"LDOS","Departures","Current","1"
"03:30",0,"LDOS","Departures","Current","1"
"03:40",0,"LDOS","Departures","Current","1"
"03:50",0,"LDOS","Departures","Current","1"
"04:00",0,"LDOS","Departures","Current","1"
"04:10",0,"LDOS","Departures","Current","1"
"04:20",1,"LDOS","Departures","Current","1"
"04:30",1,"LDOS","Departures","Current","1"
"04:40",1,"LDOS","Departures","Current","1"
"04:50",1,"LDOS","Departures","Current","1"
"05:00",1,"LDOS","Departures","Current","1"
"05:10",1,"LDOS","Departures","Current","1"
"05:20",0,"LDOS","Departures","Current","1"
"05:30",0,"LDOS","Departures","Current","1"
"05:40",0,"LDOS","Departures","Current","1"
"05:50",0,"LDOS","Departures","Current","1"
"06:00",0,"LDOS","Departures","Current","1"
"06:10",0,"LDOS","Departures","Current","1"
"06:20",0,"LDOS","Departures","Current","1"
"06:30",0,"LDOS","Departures","Current","1"
"06:40",0,"LDOS","Departures","Current","1"
"06:50",0,"LDOS","Departures","Current","1"
"07:00",0,"LDOS","Departures","Current","1"
"07:10",0,"LDOS","Departures","Current","1"
"07:20",0,"LDOS","Departures","Current","1"
"07:30",0,"LDOS","Departures","Current","1"
"07:40",1,"LDOS","Departures","Current","1"
"07:50",1,"LDOS","Departures","Current","1"
"08:00",1,"LDOS","Departures","Current","1"
"08:10",1,"LDOS","Departures","Current","1"
"08:20",1,"LDOS","Departures","Current","1"
"08:30",1,"LDOS","Departures","Current","1"
"08:40",0,"LDOS","Departures","Current","1"
"08:50",0,"LDOS","Departures","Current","1"
"09:00",0,"LDOS","Departures","Current","1"
"09:10",0,"LDOS","Departures","Current","1"
"09:20",0,"LDOS","Departures","Current","1"
"09:30",0,"LDOS","Departures","Current","1"
"09:40",0,"LDOS","Departures","Current","1"
"09:50",0,"LDOS","Departures","Current","1"
"10:00",0,"LDOS","Departures","Current","1"
"10:10",2,"LDOS","Departures","Current","1"
"10:20",2,"LDOS","Departures","Current","1"
"10:30",2,"LDOS","Departures","Current","1"
"10:40",2,"LDOS","Departures","Current","1"
"10:50",2,"LDOS","Departures","Current","1"
"11:00",2,"LDOS","Departures","Current","1"
"11:10",2,"LDOS","Departures","Current","1"
"11:20",2,"LDOS","Departures","Current","1"
"11:30",2,"LDOS","Departures","Current","1"
"11:40",3,"LDOS","Departures","Current","1"
"11:50",3,"LDOS","Departures","Current","1"
"12:00",3,"LDOS","Departures","Current","1"
"12:10",1,"LDOS","Departures","Current","1"
"12:20",1,"LDOS","Departures","Current","1"
"12:30",1,"LDOS","Departures","Current","1"
"12:40",0,"LDOS","Departures","Current","1"
"12:50",0,"LDOS","Departures","Current","1"
"13:00",0,"LDOS","Departures","Current","1"
"13:10",0,"LDOS","Departures","Current","1"
"13:20",0,"LDOS","Departures","Current","1"
"13:30",0,"LDOS","Departures","Current","1"
"13:40",0,"LDOS","Departures","Current","1"
"13:50",0,"LDOS","Departures","Current","1"
"14:00",0,"LDOS","Departures","Current","1"
"14:10",0,"LDOS","Departures","Current","1"
"14:20",0,"LDOS","Departures","Current","1"
"14:30",0,"LDOS","Departures","Current","1"
"14:40",1,"LDOS","Departures","Current","1"
"14:50",1,"LDOS","Departures","Current","1"
"15:00",1,"LDOS","Departures","Current","1"
"15:10",1,"LDOS","Departures","Current","1"
"15:20",1,"LDOS","Departures","Current","1"
"15:30",1,"LDOS","Departures","Current","1"
"15:40",0,"LDOS","Departures","Current","1"
"15:50",0,"LDOS","Departures","Current","1"
"16:00",0,"LDOS","Departures","Current","1"
"16:10",0,"LDOS","Departures","Current","1"
"16:20",0,"LDOS","Departures","Current","1"
"16:30",0,"LDOS","Departures","Current","1"
"16:40",0,"LDOS","Departures","Current","1"
"16:50",0,"LDOS","Departures","Current","1"
"17:00",0,"LDOS","Departures","Current","1"
"17:10",0,"LDOS","Departures","Current","1"
"17:20",0,"LDOS","Departures","Current","1"
"17:30",0,"LDOS","Departures","Current","1"
"17:40",0,"LDOS","Departures","Current","1"
"17:50",0,"LDOS","Departures","Current","1"
"18:00",0,"LDOS","Departures","Current","1"
"18:10",0,"LDOS","Departures","Current","1"
"18:20",0,"LDOS","Departures","Current","1"
"18:30",0,"LDOS","Departures","Current","1"
"18:40",0,"LDOS","Departures","Current","1"
"18:50",0,"LDOS","Departures","Current","1"
"19:00",0,"LDOS","Departures","Current","1"
"19:10",0,"LDOS","Departures","Current","1"
"19:20",1,"LDOS","Departures","Current","1"
"19:30",1,"LDOS","Departures","Current","1"
"19:40",1,"LDOS","Departures","Current","1"
"19:50",1,"LDOS","Departures","Current","1"
"20:00",1,"LDOS","Departures","Current","1"
"20:10",1,"LDOS","Departures","Current","1"
"20:20",0,"LDOS","Departures","Current","1"
"20:30",0,"LDOS","Departures","Current","1"
"20:40",0,"LDOS","Departures","Current","1"
"20:50",0,"LDOS","Departures","Current","1"
"21:00",0,"LDOS","Departures","Current","1"
"21:10",0,"LDOS","Departures","Current","1"
"21:20",0,"LDOS","Departures","Current","1"
"21:30",0,"LDOS","Departures","Current","1"
"21:40",0,"LDOS","Departures","Current","1"
"21:50",0,"LDOS","Departures","Current","1"
"22:00",0,"LDOS","Departures","Current","1"
"22:10",0,"LDOS","Departures","Current","1"
"22:20",0,"LDOS","Departures","Current","1"
"22:30",0,"LDOS","Departures","Current","1"
"22:40",0,"LDOS","Departures","Current","1"
"22:50",0,"LDOS","Departures","Current","1"
"23:00",0,"LDOS","Departures","Current","1"
"23:10",0,"LDOS","Departures","Current","1"
"23:20",0,"LDOS","Departures","Current","1"
"23:30",0,"LDOS","Departures","Current","1"
"23:40",0,"LDOS","Departures","Current","1"
"23:50",0,"LDOS","Departures","Current","1"
"00:10",0,"LDPL","Departures","Current","1"
"00:20",0,"LDPL","Departures","Current","1"
"00:30",0,"LDPL","Departures","Current","1"
"00:40",0,"LDPL","Departures","Current","1"
"00:50",0,"LDPL","Departures","Current","1"
"01:00",0,"LDPL","Departures","Current","1"
"01:10",0,"LDPL","Departures","Current","1"
"01:20",0,"LDPL","Departures","Current","1"
"01:30",0,"LDPL","Departures","Current","1"
"01:40",0,"LDPL","Departures","Current","1"
"01:50",0,"LDPL","Departures","Current","1"
"02:00",0,"LDPL","Departures","Current","1"
"02:10",0,"LDPL","Departures","Current","1"
"02:20",0,"LDPL","Departures","Current","1"
"02:30",0,"LDPL","Departures","Current","1"
"02:40",0,"LDPL","Departures","Current","1"
"02:50",0,"LDPL","Departures","Current","1"
"03:00",0,"LDPL","Departures","Current","1"
"03:10",0,"LDPL","Departures","Current","1"
"03:20",0,"LDPL","Departures","Current","1"
"03:30",0,"LDPL","Departures","Current","1"
"03:40",0,"LDPL","Departures","Current","1"
"03:50",0,"LDPL","Departures","Current","1"
"04:00",0,"LDPL","Departures","Current","1"
"04:10",0,"LDPL","Departures","Current","1"
"04:20",0,"LDPL","Departures","Current","1"
"04:30",1,"LDPL","Departures","Current","1"
"04:40",1,"LDPL","Departures","Current","1"
"04:50",1,"LDPL","Departures","Current","1"
"05:00",1,"LDPL","Departures","Current","1"
"05:10",1,"LDPL","Departures","Current","1"
"05:20",1,"LDPL","Departures","Current","1"
"05:30",0,"LDPL","Departures","Current","1"
"05:40",0,"LDPL","Departures","Current","1"
"05:50",0,"LDPL","Departures","Current","1"
"06:00",0,"LDPL","Departures","Current","1"
"06:10",0,"LDPL","Departures","Current","1"
"06:20",0,"LDPL","Departures","Current","1"
"06:30",0,"LDPL","Departures","Current","1"
"06:40",0,"LDPL","Departures","Current","1"
"06:50",0,"LDPL","Departures","Current","1"
"07:00",0,"LDPL","Departures","Current","1"
"07:10",1,"LDPL","Departures","Current","1"
"07:20",2,"LDPL","Departures","Current","1"
"07:30",2,"LDPL","Departures","Current","1"
"07:40",2,"LDPL","Departures","Current","1"
"07:50",2,"LDPL","Departures","Current","1"
"08:00",2,"LDPL","Departures","Current","1"
"08:10",1,"LDPL","Departures","Current","1"
"08:20",0,"LDPL","Departures","Current","1"
"08:30",0,"LDPL","Departures","Current","1"
"08:40",0,"LDPL","Departures","Current","1"
"08:50",3,"LDPL","Departures","Current","1"
"09:00",4,"LDPL","Departures","Current","1"
"09:10",6,"LDPL","Departures","Current","1"
"09:20",6,"LDPL","Departures","Current","1"
"09:30",7,"LDPL","Departures","Current","1"
"09:40",7,"LDPL","Departures","Current","1"
"09:50",6,"LDPL","Departures","Current","1"
"10:00",6,"LDPL","Departures","Current","1"
"10:10",4,"LDPL","Departures","Current","1"
"10:20",4,"LDPL","Departures","Current","1"
"10:30",3,"LDPL","Departures","Current","1"
"10:40",4,"LDPL","Departures","Current","1"
"10:50",2,"LDPL","Departures","Current","1"
"11:00",2,"LDPL","Departures","Current","1"
"11:10",3,"LDPL","Departures","Current","1"
"11:20",3,"LDPL","Departures","Current","1"
"11:30",4,"LDPL","Departures","Current","1"
"11:40",4,"LDPL","Departures","Current","1"
"11:50",4,"LDPL","Departures","Current","1"
"12:00",4,"LDPL","Departures","Current","1"
"12:10",4,"LDPL","Departures","Current","1"
"12:20",4,"LDPL","Departures","Current","1"
"12:30",4,"LDPL","Departures","Current","1"
"12:40",3,"LDPL","Departures","Current","1"
"12:50",4,"LDPL","Departures","Current","1"
"13:00",3,"LDPL","Departures","Current","1"
"13:10",4,"LDPL","Departures","Current","1"
"13:20",6,"LDPL","Departures","Current","1"
"13:30",6,"LDPL","Departures","Current","1"
"13:40",6,"LDPL","Departures","Current","1"
"13:50",5,"LDPL","Departures","Current","1"
"14:00",5,"LDPL","Departures","Current","1"
"14:10",4,"LDPL","Departures","Current","1"
"14:20",2,"LDPL","Departures","Current","1"
"14:30",1,"LDPL","Departures","Current","1"
"14:40",1,"LDPL","Departures","Current","1"
"14:50",1,"LDPL","Departures","Current","1"
"15:00",2,"LDPL","Departures","Current","1"
"15:10",1,"LDPL","Departures","Current","1"
"15:20",1,"LDPL","Departures","Current","1"
"15:30",1,"LDPL","Departures","Current","1"
"15:40",1,"LDPL","Departures","Current","1"
"15:50",1,"LDPL","Departures","Current","1"
"16:00",0,"LDPL","Departures","Current","1"
"16:10",1,"LDPL","Departures","Current","1"
"16:20",2,"LDPL","Departures","Current","1"
"16:30",2,"LDPL","Departures","Current","1"
"16:40",2,"LDPL","Departures","Current","1"
"16:50",2,"LDPL","Departures","Current","1"
"17:00",2,"LDPL","Departures","Current","1"
"17:10",2,"LDPL","Departures","Current","1"
"17:20",1,"LDPL","Departures","Current","1"
"17:30",1,"LDPL","Departures","Current","1"
"17:40",1,"LDPL","Departures","Current","1"
"17:50",2,"LDPL","Departures","Current","1"
"18:00",2,"LDPL","Departures","Current","1"
"18:10",2,"LDPL","Departures","Current","1"
"18:20",2,"LDPL","Departures","Current","1"
"18:30",4,"LDPL","Departures","Current","1"
"18:40",6,"LDPL","Departures","Current","1"
"18:50",5,"LDPL","Departures","Current","1"
"19:00",6,"LDPL","Departures","Current","1"
"19:10",6,"LDPL","Departures","Current","1"
"19:20",7,"LDPL","Departures","Current","1"
"19:30",6,"LDPL","Departures","Current","1"
"19:40",5,"LDPL","Departures","Current","1"
"19:50",5,"LDPL","Departures","Current","1"
"20:00",4,"LDPL","Departures","Current","1"
"20:10",3,"LDPL","Departures","Current","1"
"20:20",4,"LDPL","Departures","Current","1"
"20:30",3,"LDPL","Departures","Current","1"
"20:40",3,"LDPL","Departures","Current","1"
"20:50",3,"LDPL","Departures","Current","1"
"21:00",3,"LDPL","Departures","Current","1"
"21:10",3,"LDPL","Departures","Current","1"
"21:20",1,"LDPL","Departures","Current","1"
"21:30",1,"LDPL","Departures","Current","1"
"21:40",1,"LDPL","Departures","Current","1"
"21:50",1,"LDPL","Departures","Current","1"
"22:00",1,"LDPL","Departures","Current","1"
"22:10",1,"LDPL","Departures","Current","1"
"22:20",1,"LDPL","Departures","Current","1"
"22:30",1,"LDPL","Departures","Current","1"
"22:40",0,"LDPL","Departures","Current","1"
"22:50",0,"LDPL","Departures","Current","1"
"23:00",0,"LDPL","Departures","Current","1"
"23:10",0,"LDPL","Departures","Current","1"
"23:20",0,"LDPL","Departures","Current","1"
"23:30",0,"LDPL","Departures","Current","1"
"23:40",0,"LDPL","Departures","Current","1"
"23:50",0,"LDPL","Departures","Current","1"
"00:10",0,"LDRI","Departures","Current","1"
"00:20",1,"LDRI","Departures","Current","1"
"00:30",1,"LDRI","Departures","Current","1"
"00:40",1,"LDRI","Departures","Current","1"
"00:50",1,"LDRI","Departures","Current","1"
"01:00",1,"LDRI","Departures","Current","1"
"01:10",1,"LDRI","Departures","Current","1"
"01:20",0,"LDRI","Departures","Current","1"
"01:30",0,"LDRI","Departures","Current","1"
"01:40",0,"LDRI","Departures","Current","1"
"01:50",0,"LDRI","Departures","Current","1"
"02:00",0,"LDRI","Departures","Current","1"
"02:10",0,"LDRI","Departures","Current","1"
"02:20",0,"LDRI","Departures","Current","1"
"02:30",0,"LDRI","Departures","Current","1"
"02:40",0,"LDRI","Departures","Current","1"
"02:50",0,"LDRI","Departures","Current","1"
"03:00",0,"LDRI","Departures","Current","1"
"03:10",0,"LDRI","Departures","Current","1"
"03:20",0,"LDRI","Departures","Current","1"
"03:30",0,"LDRI","Departures","Current","1"
"03:40",0,"LDRI","Departures","Current","1"
"03:50",0,"LDRI","Departures","Current","1"
"04:00",0,"LDRI","Departures","Current","1"
"04:10",0,"LDRI","Departures","Current","1"
"04:20",0,"LDRI","Departures","Current","1"
"04:30",0,"LDRI","Departures","Current","1"
"04:40",0,"LDRI","Departures","Current","1"
"04:50",0,"LDRI","Departures","Current","1"
"05:00",0,"LDRI","Departures","Current","1"
"05:10",1,"LDRI","Departures","Current","1"
"05:20",1,"LDRI","Departures","Current","1"
"05:30",1,"LDRI","Departures","Current","1"
"05:40",1,"LDRI","Departures","Current","1"
"05:50",1,"LDRI","Departures","Current","1"
