"Callsign","Origin","Destination","FuelBurn","TrackMiles","AircraftType","RoutingType","Scenario","Runway","Waypoint","Airport"
"DLH7VT","LDDU","EDDM",2458.68,322.39999,"A320(MEDIUM)","Departure","Current","2","SABAD","LDDU"
"EZS61CU","LDDU","LSGG",2599.2,352.60001,"A320(MEDIUM)","Departure","Current","2","ROTAR","LDDU"
"EXS24K","EGNM","LDSP",1106.18,255,"B733(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NW","LDSP"
"DLH1EN","LDZA","EDDM",1063.57,114.3,"E195(MEDIUM)","Departure","Current","2","PODET","LDZA"
"JFA74A","LIRZ","LDSB",129.42,183.10001,"PC12(MEDIUM)","Arrival","Current","2","TORPO","LDSB"
"SCW7D","ESGG","LDSP",866.75,209.10001,"RJ1H(MEDIUM)","Arrival","Current","2","DARZA","LDSP"
"LOT565","EPWA","LDDU",952.32,254.39999,"E195(MEDIUM)","Arrival","Current","2","BAREB","LDDU"
"CSA6900","LOWI","LDSB",528.52,221.8,"AT75(MEDIUM)","Arrival","Current","2","SABAD","LDSB"
"QTR2N","LDZA","OTHH",1772.67,183.3,"A320(MEDIUM)","Departure","Current","2","TUVAR.1","LDZA"
"DLH1717","LDSP","EDDM",2040.52,228.8,"A320(MEDIUM)","Departure","Current","2","DARZA","LDSP"
"SCW8270","ESOE","LDSP",939.23,222.8,"RJ1H(MEDIUM)","Arrival","Current","2","KOPRY","LDSP"
"CTN438","LDSP","EDDM",873.22,226.60001,"DH8D(MEDIUM)","Departure","Current","2","ALIVO","LDSP"
"EWG51V","LDSP","EDDK",1952.63,242.7,"A319(MEDIUM)","Departure","Current","2","PEVAL.1","LDSP"
"EZY24QL","EGGW","LDSP",700.62,211.60001,"A320(MEDIUM)","Arrival","Current","2","SABAD","LDSP"
"EZY969B","EDDT","LDPL",578.47,200.8,"A320(MEDIUM)","Arrival","Current","2","PETOV","LDPL"
"IBE31ZA","LEMD","LDDU",448.62,168.7,"A320(MEDIUM)","Arrival","Current","2","KATTI","LDDU"
"EZS94DN","LDSP","LFSB",1992.23,250.89999,"A319(MEDIUM)","Departure","Current","2","ROTAR.1","LDSP"
"EWG2AL","LDPL","EDDS",1234.37,104.2,"A319(MEDIUM)","Departure","Current","2","PEVAL","LDPL"
"SAS7341","ENVA","LDSP",823.15,214.5,"B738(MEDIUM)","Arrival","Current","2","DARZA","LDSP"
"EZS1320","LDSP","LSGG",1948.27,210.2,"A320(MEDIUM)","Departure","Current","2","BAXON","LDSP"
"EWG7984","EDDH","LDSP",771.55,222.7,"A320(MEDIUM)","Arrival","Current","2","SABAD","LDSP"
"PEV511","LDPL","LSZR",797.52,104.3,"E170(MEDIUM)","Departure","Current","2","PEVAL","LDPL"
"CTN464","LDZA","LSZH",514.53,114.2,"DH8D(MEDIUM)","Departure","Current","2","PODET","LDZA"
"CTN414","LDZA","EDDF",1091.02,81.3,"A319(MEDIUM)","Departure","Current","2","OBUTI","LDZA"
"IBK6181","LDDU","LEMD",1845.47,168.89999,"B738(MEDIUM)","Departure","Current","2","KATTI","LDDU"
"BEL3358","LDZD","EBBR",1311.72,169.2,"SU95(MEDIUM)","Departure","Current","2","PEVAL.1","LDZD"
"SCW12C","LDSP","EKCH",1942.05,243.60001,"RJ1H(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.NE.1","LDSP"
"SAS1825","ESSA","LDSP",741.25,222.89999,"A20N(MEDIUM)","Arrival","Current","2","KOPRY","LDSP"
"EWG9970","EDDL","LDZD",444.18,167.7,"A319(MEDIUM)","Arrival","Current","2","PEVAL","LDZD"
"SAS1881","ESSA","LDPL",517.87,183.39999,"B736(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NE","LDPL"
"CTN336","LDSP","LYBE",747.98,192.2,"DH8D(MEDIUM)","Departure","Current","2","SOMUN","LDSP"
"JAF83X#2","LYPG","LDDU",841.15,83.2,"B738(MEDIUM)","Arrival","Current","2","LYPG","LDDU"
"EZY63AL","LDDU","LIPZ",2550.43,343,"A320(MEDIUM)","Departure","Current","2","LABIN","LDDU"
"AFL2048","UUEE","LDSP",807.53,222.89999,"A320(MEDIUM)","Arrival","Current","2","KOPRY","LDSP"
"LGL464","LDSB","ELLX",698.83,174.39999,"DH8D(MEDIUM)","Departure","Current","2","TORPO","LDSB"
"BTI4TV","LDDU","EVRA",1100.65,76.5,"B735(MEDIUM)","Departure","Current","2","MOKUN","LDDU"
"LDM26","EDDT","LDRI",228.27,84.5,"B738(MEDIUM)","Arrival","Current","2","ARMIX","LDRI"
"LGL415","ELLX","LDDU",967.8,330.70001,"DH8D(MEDIUM)","Arrival","Current","2","LABIN","LDDU"
"EDW42F","LSZH","LDPL",224.07,103.1,"A320(MEDIUM)","Arrival","Current","2","ROTAR","LDPL"
"SAS7687","ESSA","LDSP",705.38,222.89999,"A20N(MEDIUM)","Arrival","Current","2","KOPRY","LDSP"
"THY2HK","LTBA","LDZA",968.15,235.39999,"A320(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.E","LDZA"
"SAS7475","ENGM","LDPL",580.77,184.10001,"B737(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NE","LDPL"
"WZZ1071","LDSP","EPWA",1922.13,206.3,"A320(MEDIUM)","Departure","Current","2","VEBAL.3","LDSP"
"CFG9TK","EDDF","LDDU",1262.42,306.20001,"B733(MEDIUM)","Arrival","Current","2","SABAD","LDDU"
"CTN385#2","LIRF","LDDU",547,172.5,"DH8D(MEDIUM)","Arrival","Current","2","KATTI","LDDU"
"EWG6UC","EDDH","LDPL",320.35,134,"A319(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NW","LDPL"
"TVF40JQ","LFPO","LDDU",1216.42,286.10001,"B738(MEDIUM)","Arrival","Current","2","NIKOL","LDDU"
"EWG5GW","LDSP","EDLW",1896.8,229.8,"A319(MEDIUM)","Departure","Current","2","SABAD.1","LDSP"
"RYR1963","EDJA","LDZD",555.22,167.8,"B738(MEDIUM)","Arrival","Current","2","PEVAL","LDZD"
"VOE1239","LDDU","LIPZ",2158.78,343.29999,"B712(MEDIUM)","Departure","Current","2","LABIN","LDDU"
"SAS7495","ENGM","LDSP",924.95,222.89999,"B738(MEDIUM)","Arrival","Current","2","KOPRY","LDSP"
"SAS7397","ENAL","LDSP",832.67,205.39999,"B738(MEDIUM)","Arrival","Current","2","NEMEK","LDSP"
"DCAWR#2","EDDV","LDSP",281.6,254.89999,"C560(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NW","LDSP"
"EWG3CN","EDDL","LDRI",178.23,84.5,"A320(MEDIUM)","Arrival","Current","2","ARMIX","LDRI"
"JTG363","EKCH","LDPL",571.6,183.39999,"B737(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NE","LDPL"
"TFL147","EHAM","LDPL",308.52,103.1,"B738(MEDIUM)","Arrival","Current","2","ROTAR","LDPL"
"LOT613","EPWA","LDZA",217.7,111.3,"E195(MEDIUM)","Arrival","Current","2","KOPRY","LDZA"
"DLH1AH","LDPL","EDDF",870.07,102.7,"CRJ9(MEDIUM)","Departure","Current","2","PEVAL","LDPL"
"CTN304","LDSP","LGAV",1624.58,171.3,"A319(MEDIUM)","Departure","Current","2","PETAK","LDSP"
"CTN436","LDZA","EDDM",514.53,114.2,"DH8D(MEDIUM)","Departure","Current","2","PODET","LDZA"
"SCW19Y","ESSP","LDSP",1017.17,253.3,"RJ1H(MEDIUM)","Arrival","Current","2","BAREB","LDSP"
"NAX6RA","ENVA","LDDU",1164.05,289,"B738(MEDIUM)","Arrival","Current","2","VEBAL","LDDU"
"ASL16G","LYBE","LDZA",339.97,199.2,"AT72(MEDIUM)","Arrival","Current","2","TUVAR","LDZA"
"EZY6431","EGNT","LDSP",735.92,211.5,"A319(MEDIUM)","Arrival","Current","2","SABAD","LDSP"
"LOT566","LDDU","EPWA",897.48,77.9,"E195(MEDIUM)","Departure","Current","2","MOKUN","LDDU"
"CSA6903","LDSB","LOWW",699.57,235.7,"AT75(MEDIUM)","Departure","Current","2","OBUTI.1","LDSB"
"CFG8KL","EDDF","LDZD",758.25,191.3,"A319(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NW","LDZD"
"CTN82W","EGLL","LDZA",212.23,87.7,"A320(MEDIUM)","Arrival","Current","2","ARGOM","LDZA"
"DLH6YC","LDSP","EDDF",2483.9,238.60001,"A321(MEDIUM)","Departure","Current","2","BUSET","LDSP"
"DLH8LC","LDDU","EDDF",2458.68,322.39999,"A320(MEDIUM)","Departure","Current","2","SABAD","LDDU"
"EWG7970","EDDH","LDZD",452.87,161.39999,"A319(MEDIUM)","Arrival","Current","2","BUSET","LDZD"
"EWG8RF","EDDT","LDSP",686.85,211.5,"A319(MEDIUM)","Arrival","Current","2","SABAD","LDSP"
"EXS246","LDSP","EGNM",1747.85,194,"B733(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.N.1","LDSP"
"BAW896","EGLL","LDPL",193.2,103.1,"A320(MEDIUM)","Arrival","Current","2","ROTAR","LDPL"
"EWG1MZ","EDDM","LDDU",1156.2,314.89999,"A319(MEDIUM)","Arrival","Current","2","BUSET","LDDU"
"EZY94XF","EGKK","LDSP",725.2,225.60001,"A319(MEDIUM)","Arrival","Current","2","LABIN","LDSP"
"EXS82K","EGPH","LDPL",286.72,103.1,"B733(MEDIUM)","Arrival","Current","2","ROTAR","LDPL"
"EZY85FQ","EGKK","LDDU",1125.87,325.29999,"A319(MEDIUM)","Arrival","Current","2","PEVAL","LDDU"
"CTN71F","LFPG","LDZA",237.67,87.6,"A319(MEDIUM)","Arrival","Current","2","ARGOM","LDZA"
"NAX8LN","ENZV","LDSP",844.3,212.5,"B738(MEDIUM)","Arrival","Current","2","DARZA","LDSP"
"SCW8D","LDSP","ESGG",1942.05,243.60001,"RJ1H(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.NE.1","LDSP"
"CTN301#2","LGAV","LDDU",157.87,103.1,"CRJ9(MEDIUM)","Arrival","Current","2","MOKUN","LDDU"
"IBK488","EFHK","LDPL",792.78,226.2,"B738(MEDIUM)","Arrival","Current","2","KOPRY","LDPL"
"NAX4RP","ENGM","LDPL",756.5,198.89999,"B738(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NE","LDPL"
"EZY54PC","LDPL","EDDT",1381.8,114,"A320(MEDIUM)","Departure","Current","2","GIRDA","LDPL"
"RYR855D","ESKN","LDZD",470.52,153.8,"B738(MEDIUM)","Arrival","Current","2","DARZA","LDZD"
"EZY26HM","LDSP","EGGW",2072.92,241.89999,"A320(MEDIUM)","Departure","Current","2","PEVAL.1","LDSP"
"CTN27H","EDDF","LDDU",1013.12,298.39999,"A319(MEDIUM)","Arrival","Current","2","SABAD","LDDU"
"NVR641","ESSA","LDSP",913.3,222.89999,"B739(MEDIUM)","Arrival","Current","2","KOPRY","LDSP"
"CTN337","LYBE","LDSP",648.47,212.3,"DH8D(MEDIUM)","Arrival","Current","2","VEBAR","LDSP"
"SAS7336","LDSP","ENZV",1966.37,193.89999,"B738(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.N.1","LDSP"
"SCW5U","LDSP","ESGG",1942.05,243.60001,"RJ1H(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.NE.1","LDSP"
"CTN4463","LSZH","LDSP",660.65,225.8,"DH8D(MEDIUM)","Arrival","Current","2","LABIN","LDSP"
"EZY21TX","LFPO","LDDU",1185.28,325.29999,"A320(MEDIUM)","Arrival","Current","2","PEVAL","LDDU"
"SAS1882","LDPL","ESSA",1338.07,114.2,"B736(MEDIUM)","Departure","Current","2","GIRDA","LDPL"
"CTN439","EDDM","LDSP",754.65,255,"DH8D(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NW","LDSP"
"BEL3SH","EBBR","LDDU",603.05,213.10001,"A319(MEDIUM)","Arrival","Current","2","VAPUP","LDDU"
"EWG9971","LDZD","EDDL",1609.02,169.5,"A319(MEDIUM)","Departure","Current","2","PEVAL.1","LDZD"
"EWG2TY","LDSP","EDDH",2040,228.8,"A320(MEDIUM)","Departure","Current","2","SABAD.1","LDSP"
"SAS1826","LDSP","ESSA",1689.13,206,"A20N(MEDIUM)","Departure","Current","2","VEBAL.3","LDSP"
"EZY1807","EGCC","LDDU",1049.02,317.39999,"A20N(MEDIUM)","Arrival","Current","2","BUSET","LDDU"
"LOT614","LDZA","EPWA",884.95,79.9,"E195(MEDIUM)","Departure","Current","2","KOPRY","LDZA"
"SWR2378","LSGG","LDPL",213.22,103.1,"A318(MEDIUM)","Arrival","Current","2","ROTAR","LDPL"
"EWG1724","EDDM","LDZD",638.32,165.8,"A320(MEDIUM)","Arrival","Current","2","GIRDA","LDZD"
"EWG1RS","LDPL","EDDH",1323.52,114.3,"A319(MEDIUM)","Departure","Current","2","GIRDA","LDPL"
"EWG1CL","LDRI","EDDL",1375.5,109.6,"A320(MEDIUM)","Departure","Current","2","ALIVO","LDRI"
"VOE12WX","LIPZ","LDDU",1252.18,336.10001,"B712(MEDIUM)","Arrival","Current","2","ROTAR","LDDU"
"EZY78YL","EGCC","LDSP",740.95,211.60001,"A320(MEDIUM)","Arrival","Current","2","SABAD","LDSP"
"IBE31BK","LDDU","LEMD",1646.22,168.89999,"A320(MEDIUM)","Departure","Current","2","KATTI","LDDU"
"STK63D","EGMC","LDDU",1094.45,306.20001,"E195(MEDIUM)","Arrival","Current","2","SABAD","LDDU"
"SAS7476","LDPL","ENGM",1424.2,114.2,"B737(MEDIUM)","Departure","Current","2","GIRDA","LDPL"
"JAF83X","LDDU","LFLL",2380.18,274.89999,"B738(MEDIUM)","Departure","Current","2","EDUGI","LDDU"
"JTG364","LDPL","EKCH",1424.2,114.2,"B737(MEDIUM)","Departure","Current","2","GIRDA","LDPL"
"LDM27","LDRI","EDDT",1517.17,109.9,"B738(MEDIUM)","Departure","Current","2","ALIVO","LDRI"
"EZY63BP","LIPZ","LDSP",1382.72,239.39999,"A320(MEDIUM)","Arrival","Current","2","ROTAR","LDSP"
"SAS7688","LDSP","ESSA",1689.13,206,"A20N(MEDIUM)","Departure","Current","2","VEBAL.3","LDSP"
"CTN701","LPPT","LDZA",464.52,191.3,"CRJ9(MEDIUM)","Arrival","Current","2","LABIN","LDZA"
"RYR5197","LDZD","EDSB",1811.28,169.3,"B738(MEDIUM)","Departure","Current","2","PEVAL.1","LDZD"
"JAF7DJ","EHRD","LDSB",859.78,260.10001,"E190(MEDIUM)","Arrival","Current","2","PEVAL","LDSB"
"SAS4783","ENZV","LDPL",218.38,134.10001,"CRJ9(MEDIUM)","Arrival","Current","2","OUTSIDE.FIR.NW","LDPL"
"EDW421","LDPL","LSZH",1305.92,103.8,"A320(MEDIUM)","Departure","Current","2","PEVAL","LDPL"
"NAX91C","ENBR","LDDU",1291.85,313.39999,"B738(MEDIUM)","Arrival","Current","2","PETOV","LDDU"
"IBK28Y","EKCH","LDDU",1291.85,313.39999,"B738(MEDIUM)","Arrival","Current","2","PETOV","LDDU"
"RYR9501","EGCC","LDZD",555.22,167.8,"B738(MEDIUM)","Arrival","Current","2","PEVAL","LDZD"
"AFL2049","LDSP","UUEE",1898.95,206.2,"A320(MEDIUM)","Departure","Current","2","VEBAL.3","LDSP"
"LGL416","LDDU","ELLX",1259.58,352.79999,"DH8D(MEDIUM)","Departure","Current","2","ROTAR","LDDU"
"SAS7496","LDSP","ENGM",2152.42,226.89999,"B738(MEDIUM)","Departure","Current","2","PETOV","LDSP"
"EZY27PT","EGKK","LDPL",228.42,103.1,"A319(MEDIUM)","Arrival","Current","2","ROTAR","LDPL"
"IBK4UH","EKCH","LDZA",286.42,98.9,"B738(MEDIUM)","Arrival","Current","2","PETOV","LDZA"
"CFG2YZ","LDDU","EDDF",2388.72,322.39999,"B733(MEDIUM)","Departure","Current","2","SABAD","LDDU"
"TFL148","LDPL","EHAM",1521.18,114,"B738(MEDIUM)","Departure","Current","2","GIRDA","LDPL"
"IBK2600","EGKK","LDSP",811.07,211.60001,"B738(MEDIUM)","Arrival","Current","2","SABAD","LDSP"
"SAS7348","LDSP","ENBR",2154.43,226.89999,"B738(MEDIUM)","Departure","Current","2","PETOV","LDSP"
"NAX906M","ENGM","LDDU",1237.7,313.39999,"B738(MEDIUM)","Arrival","Current","2","PETOV","LDDU"
"SAS7841","ESSA","LDSP",819.73,229,"B737(MEDIUM)","Arrival","Current","2","KOPRY","LDSP"
"NAX7LH","LDDU","ENVA",2533.23,301.29999,"B738(MEDIUM)","Departure","Current","2","OBUTI.2","LDDU"
"CTN465","LSZH","LDZA",272.13,91.6,"DH8D(MEDIUM)","Arrival","Current","2","ARGOM","LDZA"
"NAX5KH","LDPL","ENGM",1476.98,124.2,"B738(MEDIUM)","Departure","Current","2","ALIVO","LDPL"
"ANE2461","LFLL","LDDU",468.82,213.10001,"CRJ9(MEDIUM)","Arrival","Current","2","VAPUP","LDDU"
"EWG59C","LDZD","EDDH",1604.75,168.2,"A319(MEDIUM)","Departure","Current","2","BUSET","LDZD"
"TVF45DA","LDDU","LFPO",2572.28,310.10001,"B738(MEDIUM)","Departure","Current","2","BAXON","LDDU"
"THY4TZ","LDZA","LTBA",2024.85,232.89999,"A320(MEDIUM)","Departure","Current","2","MITNO","LDZA"
"NAX2LD","ENVA","LDSP",881.47,222.89999,"B738(MEDIUM)","Arrival","Current","2","KOPRY","LDSP"
"EWG8F","EDDK","LDZD",472.93,165.89999,"A320(MEDIUM)","Arrival","Current","2","GIRDA","LDZD"
"DCAWR","LDSP","EDMA",509.17,260.39999,"C560(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.NW","LDSP"
"SCW20Y","LDSP","ESMS",1923.65,243.60001,"RJ1H(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.NE.1","LDSP"
"IBK489","LDPL","EFHK",1521.18,114,"B738(MEDIUM)","Departure","Current","2","GIRDA","LDPL"
"EWG25G","LDSP","EDDT",1947.85,232.39999,"A319(MEDIUM)","Departure","Current","2","OBUTI.2","LDSP"
"RYR14MU","LDZD","ESKN",1983.32,193.10001,"B738(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.NE","LDZD"
"EZY73CU","LDSP","EGNT",1889.03,230.10001,"A319(MEDIUM)","Departure","Current","2","DARZA","LDSP"
"SAS7477","ENBR","LDSP",721.5,211.60001,"B737(MEDIUM)","Arrival","Current","2","SABAD","LDSP"
"VLG7725","LEBL","LDDU",485.58,168.7,"A320(MEDIUM)","Arrival","Current","2","KATTI","LDDU"
"CTN415","EDDF","LDZA",237.67,87.6,"A319(MEDIUM)","Arrival","Current","2","ARGOM","LDZA"
"SWR2379","LDPL","LSGG",1113.3,104.1,"A318(MEDIUM)","Departure","Current","2","PEVAL","LDPL"
"RYR68EP","EGSS","LDZD",709.53,160.7,"B738(MEDIUM)","Arrival","Current","2","GEMKA","LDZD"
"EZY367R","EGAA","LDSP",775.98,225.60001,"A319(MEDIUM)","Arrival","Current","2","LABIN","LDSP"
"CFG1145","LDZD","EDDF",1700.17,190.8,"A319(MEDIUM)","Departure","Current","2","OUTSIDE.FIR.NW","LDZD"
