"Sector","Count","VerticalConflictType","Scenario","Runway","Run"
"TMA_ZADAR",2,"Both In Vertical","PBN","2","4"
"TMA_ZADAR",1,"Both In Vertical","PBN","2","5"
"TMA_ZADAR",2,"One In Vertical","Current","1","1"
"TMA_ZADAR",1,"One In Vertical","Current","1","2"
"TMA_ZADAR",3,"One In Vertical","Current","1","4"
"TMA_ZADAR",3,"One In Vertical","Current","1","5"
"TMA_ZADAR",4,"One In Vertical","Current","2","1"
"TMA_ZADAR",3,"One In Vertical","Current","2","2"
"TMA_ZADAR",1,"One In Vertical","Current","2","3"
"TMA_ZADAR",4,"One In Vertical","Current","2","4"
"TMA_ZADAR",3,"One In Vertical","Current","2","5"
"TMA_ZADAR",2,"One In Vertical","PBN","1","1"
"TMA_ZADAR",4,"One In Vertical","PBN","1","2"
"TMA_ZADAR",5,"One In Vertical","PBN","1","3"
"TMA_ZADAR",2,"One In Vertical","PBN","1","4"
"TMA_ZADAR",1,"One In Vertical","PBN","1","5"
"TMA_ZADAR",4,"One In Vertical","PBN","2","1"
"TMA_ZADAR",4,"One In Vertical","PBN","2","2"
"TMA_ZADAR",1,"One In Vertical","PBN","2","3"
"TMA_ZADAR",1,"One In Vertical","PBN","2","4"
"TMA_ZADAR",3,"One In Vertical","PBN","2","5"
"TMA_ZAGREB",1,"Both Cruising","Current","2","3"
"TMA_ZAGREB",1,"Both Cruising","PBN","1","2"
"TMA_ZAGREB",1,"Both Cruising","PBN","1","3"
"TMA_ZAGREB",1,"Both Cruising","PBN","1","4"
"TMA_ZAGREB",2,"Both Cruising","PBN","2","1"
"TMA_ZAGREB",1,"Both Cruising","PBN","2","2"
"TMA_ZAGREB",9,"Both In Vertical","Current","1","1"
"TMA_ZAGREB",4,"Both In Vertical","Current","1","2"
"TMA_ZAGREB",8,"Both In Vertical","Current","1","3"
"TMA_ZAGREB",7,"Both In Vertical","Current","1","4"
"TMA_ZAGREB",3,"Both In Vertical","Current","1","5"
"TMA_ZAGREB",10,"Both In Vertical","Current","2","1"
"TMA_ZAGREB",9,"Both In Vertical","Current","2","2"
"TMA_ZAGREB",5,"Both In Vertical","Current","2","3"
"TMA_ZAGREB",7,"Both In Vertical","Current","2","4"
"TMA_ZAGREB",8,"Both In Vertical","Current","2","5"
"TMA_ZAGREB",4,"Both In Vertical","PBN","1","1"
"TMA_ZAGREB",3,"Both In Vertical","PBN","1","2"
"TMA_ZAGREB",6,"Both In Vertical","PBN","1","3"
"TMA_ZAGREB",3,"Both In Vertical","PBN","1","4"
"TMA_ZAGREB",3,"Both In Vertical","PBN","1","5"
"TMA_ZAGREB",10,"Both In Vertical","PBN","2","1"
"TMA_ZAGREB",8,"Both In Vertical","PBN","2","2"
"TMA_ZAGREB",6,"Both In Vertical","PBN","2","3"
"TMA_ZAGREB",4,"Both In Vertical","PBN","2","4"
"TMA_ZAGREB",7,"Both In Vertical","PBN","2","5"
"TMA_ZAGREB",4,"One In Vertical","Current","1","1"
"TMA_ZAGREB",7,"One In Vertical","Current","1","2"
"TMA_ZAGREB",3,"One In Vertical","Current","1","3"
"TMA_ZAGREB",7,"One In Vertical","Current","1","4"
"TMA_ZAGREB",6,"One In Vertical","Current","1","5"
"TMA_ZAGREB",4,"One In Vertical","Current","2","1"
"TMA_ZAGREB",5,"One In Vertical","Current","2","2"
"TMA_ZAGREB",1,"One In Vertical","Current","2","3"
"TMA_ZAGREB",4,"One In Vertical","Current","2","4"
"TMA_ZAGREB",4,"One In Vertical","Current","2","5"
"TMA_ZAGREB",2,"One In Vertical","PBN","1","1"
"TMA_ZAGREB",4,"One In Vertical","PBN","1","2"
"TMA_ZAGREB",5,"One In Vertical","PBN","1","3"
"TMA_ZAGREB",3,"One In Vertical","PBN","1","4"
"TMA_ZAGREB",3,"One In Vertical","PBN","1","5"
"TMA_ZAGREB",4,"One In Vertical","PBN","2","1"
"TMA_ZAGREB",5,"One In Vertical","PBN","2","2"
"TMA_ZAGREB",7,"One In Vertical","PBN","2","3"
"TMA_ZAGREB",2,"One In Vertical","PBN","2","4"
"TMA_ZAGREB",4,"One In Vertical","PBN","2","5"
"All Sectors",14,"Both Cruising","Current","1","1"
"All Sectors",73,"Both In Vertical","Current","1","1"
"All Sectors",134,"One In Vertical","Current","1","1"
"All Sectors",7,"Both Cruising","PBN","1","1"
"All Sectors",44,"Both In Vertical","PBN","1","1"
"All Sectors",113,"One In Vertical","PBN","1","1"
"All Sectors",6,"Both Cruising","Current","2","1"
"All Sectors",233,"Both In Vertical","Current","2","1"
"All Sectors",114,"One In Vertical","Current","2","1"
"All Sectors",11,"Both Cruising","PBN","2","1"
"All Sectors",74,"Both In Vertical","PBN","2","1"
"All Sectors",104,"One In Vertical","PBN","2","1"
"All Sectors",12,"Both Cruising","Current","1","2"
"All Sectors",61,"Both In Vertical","Current","1","2"
"All Sectors",122,"One In Vertical","Current","1","2"
"All Sectors",15,"Both Cruising","PBN","1","2"
"All Sectors",48,"Both In Vertical","PBN","1","2"
"All Sectors",137,"One In Vertical","PBN","1","2"
"All Sectors",5,"Both Cruising","Current","2","2"
"All Sectors",212,"Both In Vertical","Current","2","2"
"All Sectors",107,"One In Vertical","Current","2","2"
"All Sectors",7,"Both Cruising","PBN","2","2"
"All Sectors",74,"Both In Vertical","PBN","2","2"
"All Sectors",90,"One In Vertical","PBN","2","2"
"All Sectors",7,"Both Cruising","Current","1","3"
"All Sectors",63,"Both In Vertical","Current","1","3"
"All Sectors",131,"One In Vertical","Current","1","3"
"All Sectors",17,"Both Cruising","PBN","1","3"
"All Sectors",48,"Both In Vertical","PBN","1","3"
"All Sectors",99,"One In Vertical","PBN","1","3"
"All Sectors",18,"Both Cruising","Current","2","3"
"All Sectors",205,"Both In Vertical","Current","2","3"
"All Sectors",103,"One In Vertical","Current","2","3"
"All Sectors",10,"Both Cruising","PBN","2","3"
"All Sectors",59,"Both In Vertical","PBN","2","3"
"All Sectors",86,"One In Vertical","PBN","2","3"
"All Sectors",11,"Both Cruising","Current","1","4"
"All Sectors",64,"Both In Vertical","Current","1","4"
"All Sectors",144,"One In Vertical","Current","1","4"
"All Sectors",10,"Both Cruising","PBN","1","4"
"All Sectors",49,"Both In Vertical","PBN","1","4"
"All Sectors",121,"One In Vertical","PBN","1","4"
"All Sectors",12,"Both Cruising","Current","2","4"
"All Sectors",212,"Both In Vertical","Current","2","4"
"All Sectors",114,"One In Vertical","Current","2","4"
"All Sectors",8,"Both Cruising","PBN","2","4"
"All Sectors",58,"Both In Vertical","PBN","2","4"
"All Sectors",97,"One In Vertical","PBN","2","4"
"All Sectors",10,"Both Cruising","Current","1","5"
"All Sectors",59,"Both In Vertical","Current","1","5"
"All Sectors",111,"One In Vertical","Current","1","5"
"All Sectors",16,"Both Cruising","PBN","1","5"
"All Sectors",49,"Both In Vertical","PBN","1","5"
"All Sectors",121,"One In Vertical","PBN","1","5"
"All Sectors",10,"Both Cruising","Current","2","5"
"All Sectors",205,"Both In Vertical","Current","2","5"
"All Sectors",94,"One In Vertical","Current","2","5"
"All Sectors",11,"Both Cruising","PBN","2","5"
"All Sectors",64,"Both In Vertical","PBN","2","5"
"All Sectors",106,"One In Vertical","PBN","2","5"
"All TMA",4,"Both Cruising","Current","1","1"
"All TMA",28,"Both In Vertical","Current","1","1"
"All TMA",35,"One In Vertical","Current","1","1"
"All TMA",1,"Both Cruising","PBN","1","1"
"All TMA",16,"Both In Vertical","PBN","1","1"
"All TMA",22,"One In Vertical","PBN","1","1"
"All TMA",1,"Both Cruising","Current","2","1"
"All TMA",179,"Both In Vertical","Current","2","1"
"All TMA",22,"One In Vertical","Current","2","1"
"All TMA",4,"Both Cruising","PBN","2","1"
"All TMA",32,"Both In Vertical","PBN","2","1"
"All TMA",31,"One In Vertical","PBN","2","1"
"All TMA",1,"Both Cruising","Current","1","2"
"All TMA",24,"Both In Vertical","Current","1","2"
"All TMA",35,"One In Vertical","Current","1","2"
"All TMA",2,"Both Cruising","PBN","1","2"
"All TMA",20,"Both In Vertical","PBN","1","2"
"All TMA",32,"One In Vertical","PBN","1","2"
"All TMA",1,"Both Cruising","Current","2","2"
"All TMA",157,"Both In Vertical","Current","2","2"
"All TMA",38,"One In Vertical","Current","2","2"
"All TMA",4,"Both Cruising","PBN","2","2"
"All TMA",29,"Both In Vertical","PBN","2","2"
"All TMA",28,"One In Vertical","PBN","2","2"
"All TMA",2,"Both Cruising","Current","1","3"
"All TMA",31,"Both In Vertical","Current","1","3"
"All TMA",28,"One In Vertical","Current","1","3"
"All TMA",6,"Both Cruising","PBN","1","3"
"All TMA",22,"Both In Vertical","PBN","1","3"
"All TMA",30,"One In Vertical","PBN","1","3"
"All TMA",5,"Both Cruising","Current","2","3"
"All TMA",146,"Both In Vertical","Current","2","3"
"All TMA",20,"One In Vertical","Current","2","3"
"All TMA",5,"Both Cruising","PBN","2","3"
"All TMA",23,"Both In Vertical","PBN","2","3"
"All TMA",20,"One In Vertical","PBN","2","3"
"All TMA",2,"Both Cruising","Current","1","4"
"All TMA",24,"Both In Vertical","Current","1","4"
"All TMA",34,"One In Vertical","Current","1","4"
"All TMA",3,"Both Cruising","PBN","1","4"
"All TMA",14,"Both In Vertical","PBN","1","4"
"All TMA",28,"One In Vertical","PBN","1","4"
"All TMA",4,"Both Cruising","Current","2","4"
"All TMA",159,"Both In Vertical","Current","2","4"
"All TMA",27,"One In Vertical","Current","2","4"
"All TMA",4,"Both Cruising","PBN","2","4"
"All TMA",26,"Both In Vertical","PBN","2","4"
"All TMA",28,"One In Vertical","PBN","2","4"
"All TMA",3,"Both Cruising","Current","1","5"
"All TMA",23,"Both In Vertical","Current","1","5"
"All TMA",34,"One In Vertical","Current","1","5"
"All TMA",4,"Both Cruising","PBN","1","5"
"All TMA",14,"Both In Vertical","PBN","1","5"
"All TMA",17,"One In Vertical","PBN","1","5"
"All TMA",1,"Both Cruising","Current","2","5"
"All TMA",159,"Both In Vertical","Current","2","5"
"All TMA",25,"One In Vertical","Current","2","5"
"All TMA",5,"Both Cruising","PBN","2","5"
"All TMA",23,"Both In Vertical","PBN","2","5"
"All TMA",29,"One In Vertical","PBN","2","5"
