"Sector","Count","LateralConflictType","Scenario","Runway","Run"
"TMA_ZADAR",3,"Crossing","PBN","2","5"
"TMA_ZADAR",3,"Opposite","Current","1","1"
"TMA_ZADAR",2,"Opposite","Current","1","2"
"TMA_ZADAR",4,"Opposite","Current","1","3"
"TMA_ZADAR",5,"Opposite","Current","1","4"
"TMA_ZADAR",3,"Opposite","Current","1","5"
"TMA_ZADAR",6,"Opposite","Current","2","1"
"TMA_ZADAR",3,"Opposite","Current","2","2"
"TMA_ZADAR",6,"Opposite","Current","2","3"
"TMA_ZADAR",6,"Opposite","Current","2","4"
"TMA_ZADAR",3,"Opposite","Current","2","5"
"TMA_ZADAR",1,"Opposite","PBN","1","1"
"TMA_ZADAR",5,"Opposite","PBN","1","2"
"TMA_ZADAR",7,"Opposite","PBN","1","3"
"TMA_ZADAR",5,"Opposite","PBN","1","4"
"TMA_ZADAR",2,"Opposite","PBN","1","5"
"TMA_ZADAR",2,"Opposite","PBN","2","1"
"TMA_ZADAR",2,"Opposite","PBN","2","2"
"TMA_ZADAR",1,"Opposite","PBN","2","3"
"TMA_ZADAR",1,"Opposite","PBN","2","4"
"TMA_ZADAR",3,"Opposite","PBN","2","5"
"TMA_ZADAR",1,"Same Track","Current","1","1"
"TMA_ZADAR",2,"Same Track","Current","1","4"
"TMA_ZADAR",1,"Same Track","Current","2","1"
"TMA_ZADAR",1,"Same Track","Current","2","2"
"TMA_ZADAR",1,"Same Track","Current","2","3"
"TMA_ZADAR",1,"Same Track","Current","2","4"
"TMA_ZADAR",1,"Same Track","Current","2","5"
"TMA_ZADAR",1,"Same Track","PBN","1","1"
"TMA_ZADAR",1,"Same Track","PBN","1","3"
"TMA_ZADAR",1,"Same Track","PBN","1","4"
"TMA_ZADAR",2,"Same Track","PBN","2","1"
"TMA_ZADAR",3,"Same Track","PBN","2","2"
"TMA_ZADAR",1,"Same Track","PBN","2","3"
"TMA_ZADAR",1,"Same Track","PBN","2","4"
"TMA_ZAGREB",10,"Crossing","Current","1","1"
"TMA_ZAGREB",8,"Crossing","Current","1","2"
"TMA_ZAGREB",8,"Crossing","Current","1","3"
"TMA_ZAGREB",8,"Crossing","Current","1","4"
"TMA_ZAGREB",7,"Crossing","Current","1","5"
"TMA_ZAGREB",6,"Crossing","Current","2","1"
"TMA_ZAGREB",5,"Crossing","Current","2","2"
"TMA_ZAGREB",2,"Crossing","Current","2","3"
"TMA_ZAGREB",3,"Crossing","Current","2","4"
"TMA_ZAGREB",2,"Crossing","Current","2","5"
"TMA_ZAGREB",4,"Crossing","PBN","1","1"
"TMA_ZAGREB",3,"Crossing","PBN","1","2"
"TMA_ZAGREB",5,"Crossing","PBN","1","3"
"TMA_ZAGREB",4,"Crossing","PBN","1","4"
"TMA_ZAGREB",5,"Crossing","PBN","1","5"
"TMA_ZAGREB",7,"Crossing","PBN","2","1"
"TMA_ZAGREB",6,"Crossing","PBN","2","2"
"TMA_ZAGREB",4,"Crossing","PBN","2","3"
"TMA_ZAGREB",3,"Crossing","PBN","2","5"
"TMA_ZAGREB",2,"Opposite","Current","1","1"
"TMA_ZAGREB",3,"Opposite","Current","1","2"
"TMA_ZAGREB",3,"Opposite","Current","1","4"
"TMA_ZAGREB",1,"Opposite","Current","1","5"
"TMA_ZAGREB",6,"Opposite","Current","2","1"
"TMA_ZAGREB",6,"Opposite","Current","2","2"
"TMA_ZAGREB",4,"Opposite","Current","2","3"
"TMA_ZAGREB",5,"Opposite","Current","2","4"
"TMA_ZAGREB",8,"Opposite","Current","2","5"
"TMA_ZAGREB",1,"Opposite","PBN","1","1"
"TMA_ZAGREB",4,"Opposite","PBN","1","2"
"TMA_ZAGREB",4,"Opposite","PBN","1","3"
"TMA_ZAGREB",2,"Opposite","PBN","1","4"
"TMA_ZAGREB",1,"Opposite","PBN","1","5"
"TMA_ZAGREB",5,"Opposite","PBN","2","1"
"TMA_ZAGREB",6,"Opposite","PBN","2","2"
"TMA_ZAGREB",5,"Opposite","PBN","2","3"
"TMA_ZAGREB",3,"Opposite","PBN","2","4"
"TMA_ZAGREB",4,"Opposite","PBN","2","5"
"TMA_ZAGREB",1,"Same Track","Current","1","1"
"TMA_ZAGREB",3,"Same Track","Current","1","3"
"TMA_ZAGREB",3,"Same Track","Current","1","4"
"TMA_ZAGREB",1,"Same Track","Current","1","5"
"TMA_ZAGREB",2,"Same Track","Current","2","1"
"TMA_ZAGREB",3,"Same Track","Current","2","2"
"TMA_ZAGREB",1,"Same Track","Current","2","3"
"TMA_ZAGREB",3,"Same Track","Current","2","4"
"TMA_ZAGREB",2,"Same Track","Current","2","5"
"TMA_ZAGREB",1,"Same Track","PBN","1","1"
"TMA_ZAGREB",1,"Same Track","PBN","1","2"
"TMA_ZAGREB",3,"Same Track","PBN","1","3"
"TMA_ZAGREB",1,"Same Track","PBN","1","4"
"TMA_ZAGREB",4,"Same Track","PBN","2","1"
"TMA_ZAGREB",2,"Same Track","PBN","2","2"
"TMA_ZAGREB",4,"Same Track","PBN","2","3"
"TMA_ZAGREB",3,"Same Track","PBN","2","4"
"TMA_ZAGREB",4,"Same Track","PBN","2","5"
"All Sectors",79,"Crossing","Current","1","1"
"All Sectors",86,"Opposite","Current","1","1"
"All Sectors",56,"Same Track","Current","1","1"
"All Sectors",53,"Crossing","PBN","1","1"
"All Sectors",76,"Opposite","PBN","1","1"
"All Sectors",35,"Same Track","PBN","1","1"
"All Sectors",74,"Crossing","Current","2","1"
"All Sectors",238,"Opposite","Current","2","1"
"All Sectors",41,"Same Track","Current","2","1"
"All Sectors",58,"Crossing","PBN","2","1"
"All Sectors",77,"Opposite","PBN","2","1"
"All Sectors",54,"Same Track","PBN","2","1"
"All Sectors",58,"Crossing","Current","1","2"
"All Sectors",91,"Opposite","Current","1","2"
"All Sectors",46,"Same Track","Current","1","2"
"All Sectors",73,"Crossing","PBN","1","2"
"All Sectors",91,"Opposite","PBN","1","2"
"All Sectors",36,"Same Track","PBN","1","2"
"All Sectors",83,"Crossing","Current","2","2"
"All Sectors",206,"Opposite","Current","2","2"
"All Sectors",35,"Same Track","Current","2","2"
"All Sectors",45,"Crossing","PBN","2","2"
"All Sectors",87,"Opposite","PBN","2","2"
"All Sectors",39,"Same Track","PBN","2","2"
"All Sectors",67,"Crossing","Current","1","3"
"All Sectors",81,"Opposite","Current","1","3"
"All Sectors",53,"Same Track","Current","1","3"
"All Sectors",51,"Crossing","PBN","1","3"
"All Sectors",73,"Opposite","PBN","1","3"
"All Sectors",40,"Same Track","PBN","1","3"
"All Sectors",87,"Crossing","Current","2","3"
"All Sectors",197,"Opposite","Current","2","3"
"All Sectors",42,"Same Track","Current","2","3"
"All Sectors",44,"Crossing","PBN","2","3"
"All Sectors",83,"Opposite","PBN","2","3"
"All Sectors",28,"Same Track","PBN","2","3"
"All Sectors",66,"Crossing","Current","1","4"
"All Sectors",97,"Opposite","Current","1","4"
"All Sectors",56,"Same Track","Current","1","4"
"All Sectors",59,"Crossing","PBN","1","4"
"All Sectors",75,"Opposite","PBN","1","4"
"All Sectors",46,"Same Track","PBN","1","4"
"All Sectors",93,"Crossing","Current","2","4"
"All Sectors",200,"Opposite","Current","2","4"
"All Sectors",45,"Same Track","Current","2","4"
"All Sectors",59,"Crossing","PBN","2","4"
"All Sectors",65,"Opposite","PBN","2","4"
"All Sectors",39,"Same Track","PBN","2","4"
"All Sectors",55,"Crossing","Current","1","5"
"All Sectors",74,"Opposite","Current","1","5"
"All Sectors",51,"Same Track","Current","1","5"
"All Sectors",62,"Crossing","PBN","1","5"
"All Sectors",77,"Opposite","PBN","1","5"
"All Sectors",47,"Same Track","PBN","1","5"
"All Sectors",74,"Crossing","Current","2","5"
"All Sectors",203,"Opposite","Current","2","5"
"All Sectors",32,"Same Track","Current","2","5"
"All Sectors",51,"Crossing","PBN","2","5"
"All Sectors",90,"Opposite","PBN","2","5"
"All Sectors",40,"Same Track","PBN","2","5"
"All TMA",32,"Crossing","Current","1","1"
"All TMA",15,"Opposite","Current","1","1"
"All TMA",20,"Same Track","Current","1","1"
"All TMA",19,"Crossing","PBN","1","1"
"All TMA",9,"Opposite","PBN","1","1"
"All TMA",11,"Same Track","PBN","1","1"
"All TMA",45,"Crossing","Current","2","1"
"All TMA",146,"Opposite","Current","2","1"
"All TMA",11,"Same Track","Current","2","1"
"All TMA",31,"Crossing","PBN","2","1"
"All TMA",20,"Opposite","PBN","2","1"
"All TMA",16,"Same Track","PBN","2","1"
"All TMA",29,"Crossing","Current","1","2"
"All TMA",20,"Opposite","Current","1","2"
"All TMA",11,"Same Track","Current","1","2"
"All TMA",20,"Crossing","PBN","1","2"
"All TMA",23,"Opposite","PBN","1","2"
"All TMA",11,"Same Track","PBN","1","2"
"All TMA",56,"Crossing","Current","2","2"
"All TMA",131,"Opposite","Current","2","2"
"All TMA",9,"Same Track","Current","2","2"
"All TMA",21,"Crossing","PBN","2","2"
"All TMA",24,"Opposite","PBN","2","2"
"All TMA",16,"Same Track","PBN","2","2"
"All TMA",21,"Crossing","Current","1","3"
"All TMA",25,"Opposite","Current","1","3"
"All TMA",15,"Same Track","Current","1","3"
"All TMA",24,"Crossing","PBN","1","3"
"All TMA",22,"Opposite","PBN","1","3"
"All TMA",12,"Same Track","PBN","1","3"
"All TMA",51,"Crossing","Current","2","3"
"All TMA",113,"Opposite","Current","2","3"
"All TMA",7,"Same Track","Current","2","3"
"All TMA",17,"Crossing","PBN","2","3"
"All TMA",22,"Opposite","PBN","2","3"
"All TMA",9,"Same Track","PBN","2","3"
"All TMA",26,"Crossing","Current","1","4"
"All TMA",20,"Opposite","Current","1","4"
"All TMA",14,"Same Track","Current","1","4"
"All TMA",20,"Crossing","PBN","1","4"
"All TMA",16,"Opposite","PBN","1","4"
"All TMA",9,"Same Track","PBN","1","4"
"All TMA",60,"Crossing","Current","2","4"
"All TMA",121,"Opposite","Current","2","4"
"All TMA",9,"Same Track","Current","2","4"
"All TMA",24,"Crossing","PBN","2","4"
"All TMA",22,"Opposite","PBN","2","4"
"All TMA",12,"Same Track","PBN","2","4"
"All TMA",23,"Crossing","Current","1","5"
"All TMA",17,"Opposite","Current","1","5"
"All TMA",20,"Same Track","Current","1","5"
"All TMA",16,"Crossing","PBN","1","5"
"All TMA",9,"Opposite","PBN","1","5"
"All TMA",10,"Same Track","PBN","1","5"
"All TMA",46,"Crossing","Current","2","5"
"All TMA",129,"Opposite","Current","2","5"
"All TMA",10,"Same Track","Current","2","5"
"All TMA",25,"Crossing","PBN","2","5"
"All TMA",22,"Opposite","PBN","2","5"
"All TMA",10,"Same Track","PBN","2","5"
