"Time","Sector","Entries","Scenario","Runway"
"15:00","TMA_ZADAR",8,"Current","1"
"15:00","TMA_OSIJEK",1,"Current","1"
"15:10","TMA_ZAGREB",12,"Current","1"
"15:10","TMA_PULA",6,"Current","1"
"15:10","TMA_DUBROVNIK",20,"Current","1"
"15:10","TMA_SPLIT",18,"Current","1"
"15:10","TMA_ZADAR",8,"Current","1"
"15:10","TMA_OSIJEK",1,"Current","1"
"15:20","TMA_ZAGREB",11,"Current","1"
"15:20","TMA_PULA",7,"Current","1"
"15:20","TMA_DUBROVNIK",16,"Current","1"
"15:20","TMA_SPLIT",17,"Current","1"
"15:20","TMA_ZADAR",6,"Current","1"
"15:20","TMA_OSIJEK",1,"Current","1"
"15:30","TMA_ZAGREB",11,"Current","1"
"15:30","TMA_PULA",7,"Current","1"
"15:30","TMA_DUBROVNIK",12,"Current","1"
"15:30","TMA_SPLIT",14,"Current","1"
"15:30","TMA_ZADAR",6,"Current","1"
"15:30","TMA_OSIJEK",1,"Current","1"
"15:40","TMA_ZAGREB",11,"Current","1"
"15:40","TMA_PULA",6,"Current","1"
"15:40","TMA_DUBROVNIK",12,"Current","1"
"15:40","TMA_SPLIT",18,"Current","1"
"15:40","TMA_ZADAR",6,"Current","1"
"15:40","TMA_OSIJEK",0,"Current","1"
"15:50","TMA_ZAGREB",10,"Current","1"
