"Sector","V","Longitude","Latitude"
"FIC_ZAGREB","V10",15.4275,45.7944444444444
"LQBT_FIR","V10",16.4555555555556,45.1130555555556
"LQMT_FIR","V10",17.7827777777778,42.9808333333333
"LQSB_FIR","V10",17.1994444444444,43.4958333333333
"LQVF_FIR","V10",16.6711111111111,43.8761111111111
"OUTSIDE_FIR_E","V10",16.7205555555556,46.3913888888889
"OUTSIDE_FIR_N","V10",15.9761111111111,46.3097222222222
"OUTSIDE_FIR_W","V10",17.7586111111111,41.9186111111111
"TMA_DUBROVNIK","V10",16.6166666666667,43.1219444444444
"TMA_OSIJEK","V10",18.0027777777778,45.0608333333333
"TMA_PULA","V10",13.3872222222222,45.5580555555556
"TMA_SPLIT","V10",14.4247222222222,43.5641666666667
"TMA_ZADAR","V10",15.7919444444444,44.8477777777778
"TMA_ZAGREB","V10",15.35,45.6633333333333
"ACC_ZAGREB","V11",14.4955555555556,43.5
"CTR_ZADAR","V11",15.3869444444444,43.8986111111111
"FIC_SPLIT","V11",14.3288888888889,43.6505555555556
"FIC_ZADAR","V11",15.7919444444444,44.8477777777778
"FIC_ZAGREB","V11",15.4911111111111,45.8075
"LQBT_FIR","V11",16.4844444444444,45.1883333333333
"LQSB_FIR","V11",17.125,43.5169444444444
"LQVF_FIR","V11",16.2744444444444,44.1675
"OUTSIDE_FIR_E","V11",16.8372222222222,46.3741666666667
"OUTSIDE_FIR_N","V11",15.9019444444444,46.2866666666667
"OUTSIDE_FIR_W","V11",17.6163888888889,41.7533333333333
"TMA_DUBROVNIK","V11",16.8469444444444,43.3016666666667
"TMA_OSIJEK","V11",17.8616666666667,45.0447222222222
"TMA_PULA","V11",13.5366666666667,45.4980555555556
"TMA_SPLIT","V11",14.3288888888889,43.6505555555556
"TMA_ZADAR","V11",16.0555555555556,44.6194444444444
"TMA_ZAGREB","V11",15.3533333333333,45.7730555555556
"ACC_ZAGREB","V12",14.4247222222222,43.5641666666667
"FIC_SPLIT","V12",15.4186111111111,43.6236111111111
"FIC_ZADAR","V12",16.0555555555556,44.6194444444444
"FIC_ZAGREB","V12",15.655,45.8402777777778
"LQBT_FIR","V12",16.5544444444444,45.2216666666667
"LQSB_FIR","V12",17.0208333333333,43.5686111111111
"LQVF_FIR","V12",16.0555555555556,44.6194444444444
"OUTSIDE_FIR_E","V12",16.9661111111111,46.2397222222222
"OUTSIDE_FIR_N","V12",15.8666666666667,46.2716666666667
"OUTSIDE_FIR_W","V12",16.3538888888889,42.3472222222222
"TMA_DUBROVNIK","V12",17.125,43.5169444444444
"TMA_OSIJEK","V12",17.8641666666667,45.7408333333333
"TMA_PULA","V12",13.5847222222222,45.4758333333333
"TMA_SPLIT","V12",15.2038888888889,44.0275
"TMA_ZADAR","V12",16.2744444444444,44.1675
"TMA_ZAGREB","V12",15.4275,45.7944444444444
"ACC_ZAGREB","V13",14.3288888888889,43.6505555555556
"FIC_SPLIT","V13",15.6425,43.6166666666667
"FIC_ZADAR","V13",16.2744444444444,44.1675
"FIC_ZAGREB","V13",15.7030555555556,45.9727777777778
"LQBT_FIR","V13",16.7,45.2038888888889
"LQSB_FIR","V13",16.8641666666667,43.7097222222222
"LQVF_FIR","V13",15.7919444444444,44.8477777777778
"OUTSIDE_FIR_E","V13",17.0511111111111,46.2033333333333
"OUTSIDE_FIR_N","V13",15.8261111111111,46.2661111111111
"OUTSIDE_FIR_W","V13",16.1619444444444,42.4336111111111
"TMA_DUBROVNIK","V13",17.1994444444444,43.4958333333333
"TMA_OSIJEK","V13",17.865,45.7708333333333
"TMA_PULA","V13",13.6666666666667,45.4475
"TMA_SPLIT","V13",15.3641666666667,44.0952777777778
"TMA_ZADAR","V13",15.9138888888889,44.1391666666667
"TMA_ZAGREB","V13",15.4911111111111,45.8075
"ACC_ZAGREB","V14",13.7597222222222,44.1572222222222
"FIC_SPLIT","V14",15.7786111111111,43.7583333333333
"FIC_ZADAR","V14",15.9138888888889,44.1391666666667
"FIC_ZAGREB","V14",15.625,46.1722222222222
"LQBT_FIR","V14",16.7863888888889,45.19
"LQSB_FIR","V14",16.7294444444444,43.7922222222222
"LQVF_FIR","V14",15.7561111111111,44.9008333333333
"OUTSIDE_FIR_E","V14",17.1811111111111,46.1208333333333
"OUTSIDE_FIR_N","V14",15.6736111111111,46.2263888888889
"OUTSIDE_FIR_W","V14",15.9361111111111,42.5816666666667
"TMA_DUBROVNIK","V14",17.2277777777778,43.4394444444444
"TMA_OSIJEK","V14",17.9816666666667,45.7919444444444
"TMA_PULA","V14",13.7733333333333,45.4655555555556
"TMA_SPLIT","V14",15.6202777777778,44.1155555555556
"TMA_ZADAR","V14",15.9027777777778,44.1041666666667
"TMA_ZAGREB","V14",15.655,45.8402777777778
"ACC_ZAGREB","V15",13.4980555555556,44.3863888888889
"FIC_SPLIT","V15",15.8536111111111,43.95
"FIC_ZADAR","V15",15.9027777777778,44.1041666666667
"FIC_ZAGREB","V15",15.6736111111111,46.2263888888889
"LQBT_FIR","V15",16.83,45.1863888888889
"LQSB_FIR","V15",16.7161111111111,43.8361111111111
"LQVF_FIR","V15",15.7438888888889,44.9422222222222
"OUTSIDE_FIR_E","V15",17.2891666666667,46.0286111111111
"OUTSIDE_FIR_N","V15",15.625,46.1722222222222
"OUTSIDE_FIR_W","V15",14.6302777777778,43.4177777777778
"TMA_DUBROVNIK","V15",17.2772222222222,43.3516666666667
"TMA_OSIJEK","V15",18.0991666666667,45.7669444444444
"TMA_PULA","V15",13.9719444444444,45.4477777777778
"TMA_SPLIT","V15",15.6402777777778,44.0963888888889
"TMA_ZADAR","V15",15.8536111111111,43.95
"TMA_ZAGREB","V15",15.7030555555556,45.9727777777778
"ACC_ZAGREB","V16",13.3288888888889,44.5330555555556
"FIC_SPLIT","V16",15.9027777777778,44.1041666666667
"FIC_ZADAR","V16",15.8536111111111,43.95
"FIC_ZAGREB","V16",15.8261111111111,46.2661111111111
"LQBT_FIR","V16",16.9225,45.275
"LQSB_FIR","V16",16.6711111111111,43.8761111111111
"LQVF_FIR","V16",15.7580555555556,45.0705555555556
"OUTSIDE_FIR_E","V16",17.2980555555556,45.9902777777778
"OUTSIDE_FIR_N","V16",15.7030555555556,45.9727777777778
"OUTSIDE_FIR_W","V16",14.4955555555556,43.5
"TMA_DUBROVNIK","V16",17.4308333333333,43.1802777777778
"TMA_OSIJEK","V16",18.2161111111111,45.7805555555556
"TMA_PULA","V16",14.1338888888889,45.4755555555556
"TMA_SPLIT","V16",15.7063888888889,44.1222222222222
"TMA_ZADAR","V16",15.7786111111111,43.7583333333333
"TMA_ZAGREB","V16",15.625,46.1722222222222
"ACC_ZAGREB","V17",12.9955555555556,45.1663888888889
"FIC_SPLIT","V17",15.9138888888889,44.1391666666667
"FIC_ZADAR","V17",15.7786111111111,43.7583333333333
"FIC_ZAGREB","V17",15.8666666666667,46.2716666666667
"LQBT_FIR","V17",17.1638888888889,45.1533333333333
"LQSB_FIR","V17",16.9086111111111,44.5688888888889
"LQVF_FIR","V17",15.7697222222222,45.0788888888889
"OUTSIDE_FIR_E","V17",17.3894444444444,45.9316666666667
"OUTSIDE_FIR_N","V17",15.655,45.8402777777778
"OUTSIDE_FIR_W","V17",14.4247222222222,43.5641666666667
"TMA_DUBROVNIK","V17",17.6894444444444,43.0286111111111
"TMA_OSIJEK","V17",18.3291666666667,45.7544444444444
"TMA_PULA","V17",14.1983333333333,45.4708333333333
"TMA_SPLIT","V17",15.7758333333333,44.1411111111111
"TMA_ZADAR","V17",15.6425,43.6166666666667
"TMA_ZAGREB","V17",15.6736111111111,46.2263888888889
"ACC_ZAGREB","V18",12.9955555555556,45.2625
"FIC_SPLIT","V18",16.2744444444444,44.1675
"FIC_ZADAR","V18",15.6425,43.6166666666667
"FIC_ZAGREB","V18",15.9019444444444,46.2866666666667
"LQSB_FIR","V18",16.9541666666667,44.6988888888889
"LQVF_FIR","V18",15.7777777777778,45.1752777777778
"OUTSIDE_FIR_E","V18",17.4983333333333,45.9413888888889
"OUTSIDE_FIR_N","V18",15.4911111111111,45.8075
"OUTSIDE_FIR_W","V18",14.3288888888889,43.6505555555556
"TMA_DUBROVNIK","V18",17.7827777777778,42.9808333333333
"TMA_OSIJEK","V18",18.4130555555556,45.7458333333333
"TMA_PULA","V18",14.2244444444444,45.5013888888889
"TMA_SPLIT","V18",15.9027777777778,44.1041666666667
"TMA_ZADAR","V18",15.4186111111111,43.6236111111111
"TMA_ZAGREB","V18",15.8261111111111,46.2661111111111
"ACC_ZAGREB","V19",12.9955555555556,45.2997222222222
"FIC_SPLIT","V19",16.6711111111111,43.8761111111111
"FIC_ZADAR","V19",15.4186111111111,NA
"FIC_ZAGREB","V19",15.9761111111111,46.3097222222222
"LQSB_FIR","V19",17,44.8333333333333
"LQVF_FIR","V19",15.8808333333333,45.2175
"OUTSIDE_FIR_E","V19",17.6194444444444,45.9063888888889
"OUTSIDE_FIR_N","V19",15.4275,45.7944444444444
"OUTSIDE_FIR_W","V19",13.7597222222222,44.1572222222222
"TMA_DUBROVNIK","V19",17.9530555555556,42.8933333333333
"TMA_OSIJEK","V19",18.5191666666667,45.7841666666667
"TMA_PULA","V19",14.4486111111111,45.4691666666667
"TMA_SPLIT","V19",15.9138888888889,44.1391666666667
"TMA_ZAGREB","V19",15.8666666666667,46.2716666666667
"ACC_ZAGREB","V20",13.3872222222222,45.5580555555556
"FIC_SPLIT","V20",16.7161111111111,43.8361111111111
"FIC_ZADAR","V20",NA,43.9752777777778
"FIC_ZAGREB","V20",16.0669444444444,46.3408333333333
"LQSB_FIR","V20",17.0594444444444,44.9647222222222
"LQVF_FIR","V20",16,45.2186111111111
"OUTSIDE_FIR_E","V20",17.6725,45.8347222222222
"OUTSIDE_FIR_N","V20",15.3533333333333,45.7730555555556
"OUTSIDE_FIR_W","V20",13.4980555555556,44.3863888888889
"TMA_DUBROVNIK","V20",18.4502777777778,42.6366666666667
"TMA_OSIJEK","V20",18.6119444444444,45.8363888888889
"TMA_PULA","V20",14.6025,45.4983333333333
"TMA_SPLIT","V20",16.2744444444444,44.1675
"TMA_ZAGREB","V20",15.9019444444444,46.2866666666667
"ACC_ZAGREB","V21",13.5366666666667,45.4980555555556
"FIC_SPLIT","V21",16.7294444444444,43.7922222222222
"FIC_ZADAR","V21",15.3869444444444,43.8986111111111
"FIC_ZAGREB","V21",16.0533333333333,46.3880555555556
"LQSB_FIR","V21",17.1638888888889,45.1533333333333
"LQVF_FIR","V21",16.1980555555556,45.0308333333333
"OUTSIDE_FIR_E","V21",17.7891666666667,45.8133333333333
"OUTSIDE_FIR_N","V21",15.35,45.6633333333333
"OUTSIDE_FIR_W","V21",13.3288888888889,44.5330555555556
"TMA_OSIJEK","V21",18.6363888888889,45.8786111111111
"TMA_PULA","V21",14.7391666666667,45.5233333333333
"TMA_SPLIT","V21",16.6711111111111,43.8761111111111
"TMA_ZAGREB","V21",15.9761111111111,46.3097222222222
"ACC_ZAGREB","V22",13.5847222222222,45.4758333333333
"FIC_SPLIT","V22",16.8641666666667,43.7097222222222
"FIC_ZADAR","V22",15.4341666666667,43.8652777777778
"FIC_ZAGREB","V22",16.1469444444444,46.4033333333333
"LQSB_FIR","V22",17.7619444444444,45.0844444444444
"LQVF_FIR","V22",16.305,44.9966666666667
"OUTSIDE_FIR_E","V22",17.865,45.7708333333333
"OUTSIDE_FIR_N","V22",15.3494444444444,45.6358333333333
"OUTSIDE_FIR_W","V22",12.9955555555556,45.1663888888889
"TMA_OSIJEK","V22",18.7727777777778,45.8880555555556
"TMA_PULA","V22",14.8675,45.4658333333333
"TMA_SPLIT","V22",16.7161111111111,43.8361111111111
"TMA_ZAGREB","V22",16.0669444444444,46.3408333333333
"ACC_ZAGREB","V23",13.6666666666667,45.4475
"FIC_SPLIT","V23",17.0208333333333,43.5686111111111
"FIC_ZADAR","V23",15.7172222222222,44.0216666666667
"FIC_ZAGREB","V23",16.2741666666667,46.3783333333333
"LQSB_FIR","V23",17.8616666666667,45.0447222222222
"LQVF_FIR","V23",16.3783333333333,45.0513888888889
"OUTSIDE_FIR_E","V23",17.9816666666667,45.7919444444444
"OUTSIDE_FIR_N","V23",15.2972222222222,45.5736111111111
"OUTSIDE_FIR_W","V23",12.9955555555556,45.2625
"TMA_OSIJEK","V23",18.8494444444444,45.8766666666667
"TMA_PULA","V23",14.9411111111111,45.4816666666667
"TMA_SPLIT","V23",16.7294444444444,43.7922222222222
"TMA_ZAGREB","V23",16.0533333333333,46.3880555555556
"ACC_ZAGREB","V24",13.7733333333333,45.4655555555556
"FIC_SPLIT","V24",17.125,NA
"FIC_ZADAR","V24",15.6402777777778,44.0963888888889
"FIC_ZAGREB","V24",16.2616666666667,46.455
"LQSB_FIR","V24",18.0027777777778,45.0608333333333
"LQVF_FIR","V24",16.4555555555556,45.1130555555556
"OUTSIDE_FIR_E","V24",18.0991666666667,45.7669444444444
"OUTSIDE_FIR_N","V24",15.0902777777778,45.5166666666667
"OUTSIDE_FIR_W","V24",12.9955555555556,45.2997222222222
"TMA_OSIJEK","V24",19.0111111111111,45.4058333333333
"TMA_PULA","V24",15.0072222222222,45.495
"TMA_SPLIT","V24",16.8641666666667,43.7097222222222
"TMA_ZAGREB","V24",16.1469444444444,46.4033333333333
"ACC_ZAGREB","V25",13.9719444444444,45.4477777777778
"FIC_SPLIT","V25",NA,43.1219444444444
"FIC_ZADAR","V25",15.6202777777778,44.1155555555556
"FIC_ZAGREB","V25",16.2730555555556,46.5175
"LQSB_FIR","V25",17.975,44.9833333333333
"LQVF_FIR","V25",16.775,44.9563888888889
"OUTSIDE_FIR_E","V25",18.2161111111111,45.7805555555556
"OUTSIDE_FIR_N","V25",15.0072222222222,45.495
"OUTSIDE_FIR_W","V25",13.3872222222222,45.5580555555556
"TMA_OSIJEK","V25",19.0127777777778,45.4005555555556
"TMA_PULA","V25",15.0902777777778,45.5166666666667
"TMA_SPLIT","V25",17.0208333333333,43.5686111111111
"TMA_ZAGREB","V25",16.2741666666667,46.3783333333333
"ACC_ZAGREB","V26",14.1338888888889,45.4755555555556
"FIC_SPLIT","V26",16.6466666666667,43.1063888888889
"FIC_ZADAR","V26",15.5508333333333,44.1827777777778
"FIC_ZAGREB","V26",16.3813888888889,46.5325
"LQSB_FIR","V26",17.8194444444444,44.5316666666667
"LQVF_FIR","V26",17,44.8333333333333
"OUTSIDE_FIR_E","V26",18.3291666666667,45.7544444444444
"OUTSIDE_FIR_N","V26",14.9411111111111,45.4816666666667
"OUTSIDE_FIR_W","V26",4.01777777777778,46.0958333333333
"TMA_PULA","V26",15.1833333333333,45.4241666666667
"TMA_SPLIT","V26",17.125,43.5169444444444
"TMA_ZAGREB","V26",16.2616666666667,46.455
"ACC_ZAGREB","V27",14.1983333333333,45.4708333333333
"FIC_SPLIT","V27",17.0233333333333,43.2105555555556
